Brand,Model,Generation,Modification (Engine),Start of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel Type,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Maximum speed,Electric cars and hybrids specs,Gross battery capacity,All-electric range,Electric motor 1,Electric motor power,Engine location,Electric motor 2,System power,System torque,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Trunk (boot) space - minimum,Trunk (boot) space - maximum,Dimensions,Length,Width,Height,Wheelbase,Front track,Rear (Back) track,Drag coefficient (Cd),"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Number of Gears (automatic transmission),Front suspension,Rear suspension,Front brakes,Rear brakes,Assisting systems,Tires size,Wheel rims size,Acceleration 0 - 200 km/h,Acceleration 0 - 300 km/h,Weight-to-power ratio,Electric motor Torque,Electric motor 3,Electric motor 4,Kerb Weight,Weight-to-torque ratio,Power steering,100 km/h - 0,End of production,Fuel consumption (economy) - combined,Engine specs,Power,Power per litre,Torque,Engine displacement,Number of cylinders,Position of cylinders,Cylinder Bore,Piston Stroke,Compression ratio,Number of valves per cylinder,Fuel System,Engine aspiration,Valvetrain,Max. weight,Max load,Fuel tank capacity,Number of Gears (manual transmission),Steering type,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Minimum turning circle (turning diameter),Engine Model/Code,Engine oil capacity,Oil viscosity,Coolant,Permitted trailer load without brakes,Permitted towbar download,Max. roof load,Permitted trailer load with brakes (12%),Ride height (ground clearance),Maximum engine speed,CO2 emissions,Emission standard,Approach angle,Departure angle,Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),Front overhang,Rear overhang,All-electric range (WLTP),Engine systems,Ramp angle,"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Width including mirrors,Internal combustion engine specs,Average Energy consumption,AdBlue tank,Wading depth,Fuel consumption at Low speed (WLTP),Fuel consumption at Medium speed (WLTP),Fuel consumption at high speed (WLTP),Fuel consumption at very high speed (WLTP),Combined fuel consumption (WLTP),CO2 emissions (WLTP),Climb angle,Engine oil specification,Permitted trailer load with brakes (8%)
NIO,ES6,ES6,100 kWh (435 Hp) 4WD Electric,2019 year,BEV (Electric Vehicle),SUV,5,5,Performance specs,Electricity,5.6 sec,5.6 sec,5.3 sec,200 km/h  124.27 mph,Electric cars and hybrids specs,100 kWh,600 km  372.82 mi,Electric motor 1,218 Hp,"Front axle, Transverse",Electric motor 2,435 Hp,610 Nm  449.91 lb.-ft.,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",584 l  20.62 cu. ft.,1433 l  50.61 cu. ft.,Dimensions,4850 mm  190.94 in.,1965 mm  77.36 in.,1758 mm  69.21 in.,2900 mm  114.17 in.,1668 mm  65.67 in.,1672 mm  65.83 in.,0.29,"Drivetrain, brakes and suspension specs","One electric motor drives front wheels, one electric motor drives rear wheels.",All wheel drive (4x4),1,Double wishbone,Multi-link independent,Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),255/55 R19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIO,ES8,ES8,84 kWh (544 Hp) 4WD Electric,"December, 2019 year",BEV (Electric Vehicle),SUV,6-7,5,Performance specs,Electricity,4.9 sec,4.9 sec,4.7 sec,200 km/h  124.27 mph,Electric cars and hybrids specs,84 kWh,485 km  301.37 mi,Electric motor 1,218 Hp,"Front axle, Transverse",Electric motor 2,544 Hp,725 Nm  534.73 lb.-ft.,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",310 l  10.95 cu. ft.,1861-1901 l  65.72 - 67.13 cu. ft.,Dimensions,5022 mm  197.72 in.,1962 mm  77.24 in.,1756 mm  69.13 in.,3010 mm  118.5 in.,1668 mm  65.67 in.,1672 mm  65.83 in.,0.29,"Drivetrain, brakes and suspension specs","One electric motor drives front wheels, one electric motor drives rear wheels.",All wheel drive (4x4),1,Double wishbone,Multi-link independent,Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),255/55 R19,19,,,"4.5 kg/Hp, 224.3 Hp/tonne",,,,2425 kg  5346.21 lbs.,"3.3 kg/Nm, 299 Nm/tonne",Electric Steering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIO,ES8,ES8,70 kWh (544 Hp) 4WD Electric,"December, 2019 year",BEV (Electric Vehicle),SUV,6-7,5,Performance specs,Electricity,4.9 sec,4.9 sec,4.7 sec,200 km/h  124.27 mph,Electric cars and hybrids specs,70 kWh,415 km  257.87 mi,Electric motor 1,218 Hp,"Front axle, Transverse",Electric motor 2,544 Hp,725 Nm  534.73 lb.-ft.,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",310 l  10.95 cu. ft.,1861-1901 l  65.72 - 67.13 cu. ft.,Dimensions,5022 mm  197.72 in.,1962 mm  77.24 in.,1756 mm  69.13 in.,3010 mm  118.5 in.,1668 mm  65.67 in.,1672 mm  65.83 in.,0.29,"Drivetrain, brakes and suspension specs","One electric motor drives front wheels, one electric motor drives rear wheels.",All wheel drive (4x4),1,Double wishbone,Multi-link independent,Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),255/55 R19,19,,,"4.5 kg/Hp, 224.3 Hp/tonne",,,,2425 kg  5346.21 lbs.,"3.3 kg/Nm, 299 Nm/tonne",Electric Steering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIO,ES8,ES8,100 kWh (544 Hp) 4WD Electric,"December, 2019 year",BEV (Electric Vehicle),SUV,6-7,5,Performance specs,Electricity,4.9 sec,4.9 sec,4.7 sec,200 km/h  124.27 mph,Electric cars and hybrids specs,100 kWh,580 km  360.4 mi,Electric motor 1,218 Hp,"Front axle, Transverse",Electric motor 2,544 Hp,725 Nm  534.73 lb.-ft.,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",310 l  10.95 cu. ft.,1861-1901 l  65.72 - 67.13 cu. ft.,Dimensions,5022 mm  197.72 in.,1962 mm  77.24 in.,1756 mm  69.13 in.,3010 mm  118.5 in.,1668 mm  65.67 in.,1672 mm  65.83 in.,0.29,"Drivetrain, brakes and suspension specs","One electric motor drives front wheels, one electric motor drives rear wheels.",All wheel drive (4x4),1,Double wishbone,Multi-link independent,Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),255/55 R19,19,,,"4.5 kg/Hp, 224.3 Hp/tonne",,,,2425 kg  5346.21 lbs.,"3.3 kg/Nm, 299 Nm/tonne",Electric Steering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIO,ET7,ET7,70 kWh (653 Hp) 4WD Electric,"January, 2021 year",BEV (Electric Vehicle),Sedan,5,4,Performance specs,Electricity,3.9 sec,3.9 sec,3.7 sec,,Electric cars and hybrids specs,70 kWh,500 km  310.69 mi,Electric motor 1,245 Hp,"Front axle, Transverse",Electric motor 2,653 Hp,850 Nm  626.93 lb.-ft.,(adsbygoogle = window.adsbygoogle || []).push({});,,,,Dimensions,5098 mm  200.71 in.,1987 mm  78.23 in.,1505 mm  59.25 in.,3060 mm  120.47 in.,1668 mm  65.67 in.,1672 mm  65.83 in.,0.23,"Drivetrain, brakes and suspension specs","One electric motor drives front wheels, one electric motor drives rear wheels.",All wheel drive (4x4),1,Independent multi-link,Multi-link independent,Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),245/50 R19; 245/45 R20,19; 20,,,,,,,,,,33.5 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIO,ET7,ET7,150 kWh (653 Hp) 4WD Electric,"January, 2021 year",BEV (Electric Vehicle),Sedan,5,4,Performance specs,Electricity,3.9 sec,3.9 sec,3.7 sec,,Electric cars and hybrids specs,150 kWh,1000 km  621.37 mi,Electric motor 1,245 Hp,"Front axle, Transverse",Electric motor 2,653 Hp,850 Nm  626.93 lb.-ft.,(adsbygoogle = window.adsbygoogle || []).push({});,,,,Dimensions,5098 mm  200.71 in.,1987 mm  78.23 in.,1505 mm  59.25 in.,3060 mm  120.47 in.,1668 mm  65.67 in.,1672 mm  65.83 in.,0.23,"Drivetrain, brakes and suspension specs","One electric motor drives front wheels, one electric motor drives rear wheels.",All wheel drive (4x4),1,Independent multi-link,Multi-link independent,Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),245/50 R19; 245/45 R20,19; 20,,,,,,,,,,33.5 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIO,ET7,ET7,100 kWh (653 Hp) 4WD Electric,"January, 2021 year",BEV (Electric Vehicle),Sedan,5,4,Performance specs,Electricity,3.9 sec,3.9 sec,3.7 sec,,Electric cars and hybrids specs,100 kWh,700 km  434.96 mi,Electric motor 1,245 Hp,"Front axle, Transverse",Electric motor 2,653 Hp,850 Nm  626.93 lb.-ft.,(adsbygoogle = window.adsbygoogle || []).push({});,,,,Dimensions,5098 mm  200.71 in.,1987 mm  78.23 in.,1505 mm  59.25 in.,3060 mm  120.47 in.,1668 mm  65.67 in.,1672 mm  65.83 in.,0.23,"Drivetrain, brakes and suspension specs","One electric motor drives front wheels, one electric motor drives rear wheels.",All wheel drive (4x4),1,Independent multi-link,Multi-link independent,Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),245/50 R19; 245/45 R20,19; 20,,,,,,,,,,33.5 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,100 NX,100 NX (B13),2.0 GTI (143 Hp),1991 year,Internal Combustion engine,Coupe,4,2,Performance specs,Petrol (Gasoline),8.2 sec,8.2 sec,7.8 sec,210 km/h  130.49 mph,,,,,,"Front, Transverse",,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",330 l  11.65 cu. ft.,,Dimensions,4135 mm  162.8 in.,1680 mm  66.14 in.,1315 mm  51.77 in.,2430 mm  95.67 in.,1435 mm  56.5 in.,1415 mm  55.71 in.,,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Wishbone,Spring Strut,Ventilated discs,Disc,ABS (Anti-lock braking system),195/55 R14,,,,"8 kg/Hp, 124.8 Hp/tonne",,,,1146 kg  2526.5 lbs.,"6.4 kg/Nm, 155.3 Nm/tonne",Hydraulic Steering,,1994 year,8.6 l/100 km  27.35 US mpg32.85 UK mpg11.63 km/l,Engine specs,143 Hp @ 6400 rpm.,71.6 Hp/l,178 Nm @ 4800 rpm.  131.29 lb.-ft. @ 4800 rpm.,1998 cm3 121.93 cu. in.,4,Inline,86 mm  3.39 in.,86 mm  3.39 in.,10,4,Multi-point indirect injection,Naturally aspirated engine,DOHC,1535 kg  3384.1 lbs.,389 kg  857.6 lbs.,50 l  13.21 US gal | 11 UK gal,5,Steering rack and pinion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,100 NX,100 NX (B13),1.6 SR (102 Hp),1993 year,Internal Combustion engine,Coupe,4,2,Performance specs,Petrol (Gasoline),10.4 sec,10.4 sec,9.9 sec,190 km/h  118.06 mph,,,,,,"Front, Transverse",,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",330 l  11.65 cu. ft.,,Dimensions,4135 mm  162.8 in.,1680 mm  66.14 in.,1315 mm  51.77 in.,2430 mm  95.67 in.,1435 mm  56.5 in.,1415 mm  55.71 in.,,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Wishbone,Spring Strut,Ventilated discs,Drum,ABS (Anti-lock braking system),175/65 R14,,,,"10.5 kg/Hp, 95.6 Hp/tonne",,,,1067 kg  2352.33 lbs.,"7.8 kg/Nm, 127.5 Nm/tonne",Hydraulic Steering,,1994 year,6.9 l/100 km  34.09 US mpg40.94 UK mpg14.49 km/l,Engine specs,102 Hp @ 6000 rpm.,63.9 Hp/l,136 Nm @ 4000 rpm.  100.31 lb.-ft. @ 4000 rpm.,1597 cm3 97.45 cu. in.,4,Inline,76 mm  2.99 in.,88 mm  3.46 in.,10,4,Multi-point indirect injection,Naturally aspirated engine,DOHC,1495 kg  3295.91 lbs.,428 kg  943.58 lbs.,50 l  13.21 US gal | 11 UK gal,5,Steering rack and pinion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,100 NX,100 NX (B13),1.6 (90 Hp) Automatic,1990 year,Internal Combustion engine,Coupe,4,2,Performance specs,Petrol (Gasoline),10.7 sec,10.7 sec,10.2 sec,185 km/h  114.95 mph,,,,,,"Front, Transverse",,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",330 l  11.65 cu. ft.,,Dimensions,4135 mm  162.8 in.,1680 mm  66.14 in.,1315 mm  51.77 in.,2430 mm  95.67 in.,1435 mm  56.5 in.,1415 mm  55.71 in.,,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,4,Wishbone,Spring Strut,Ventilated discs,Disc,ABS (Anti-lock braking system),175/65 R14,14,,,"11.9 kg/Hp, 84.3 Hp/tonne",,,,1067 kg  2352.33 lbs.,"7.8 kg/Nm, 127.5 Nm/tonne",Hydraulic Steering,,1994 year,6.2 l/100 km  37.94 US mpg45.56 UK mpg16.13 km/l,Engine specs,90 Hp @ 6000 rpm.,56.4 Hp/l,136 Nm @ 4000 rpm.  100.31 lb.-ft. @ 4000 rpm.,1597 cm3 97.45 cu. in.,4,Inline,76 mm  2.99 in.,88 mm  3.46 in.,9.8,4,Multi-point indirect injection,Naturally aspirated engine,DOHC,1459 kg  3216.54 lbs.,392 kg  864.21 lbs.,50 l  13.21 US gal | 11 UK gal,,Steering rack and pinion,7.2 l/100 km  32.67 US mpg39.23 UK mpg13.89 km/l,5.3 l/100 km  44.38 US mpg53.3 UK mpg18.87 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
