Brand,Model,Generation,Modification (Engine),Start of production,End of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Fuel Type,Emission standard,Engine specs,Power,Power per litre,Torque,Engine Model/Code,Engine displacement,Number of cylinders,Number of valves per cylinder,Fuel System,Engine aspiration,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Fuel tank capacity,Dimensions,Length,Width,Height,Front track,Rear (Back) track,"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Number of Gears (manual transmission),Front suspension,Rear suspension,Front brakes,Rear brakes,Tires size,Wheel rims size,Maximum speed,Weight-to-power ratio,Weight-to-torque ratio,Kerb Weight,Max. weight,Max load,Trunk (boot) space - minimum,Wheelbase,Minimum turning circle (turning diameter),Assisting systems,Power steering,Engine location,Fuel consumption (economy) - combined,CO2 emissions,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Electric cars and hybrids specs,Gross battery capacity,Electric motor 1,Electric motor power,Electric motor Torque,System power,System torque,Internal combustion engine specs,Position of cylinders,Cylinder Bore,Piston Stroke,Compression ratio,Valvetrain,Engine systems,Number of Gears (automatic transmission),Combined fuel consumption (WLTP),CO2 emissions (WLTP),Acceleration 0 - 60 mph,Trunk (boot) space - maximum,Permitted trailer load with brakes (12%),Permitted trailer load without brakes,Width with mirrors folded,Front overhang,Rear overhang,Ride height (ground clearance),Drag coefficient (Cd),Approach angle,Departure angle,Ramp angle,Wading depth,Steering type,AdBlue tank,All-electric range (WLTP),Engine oil capacity,Oil viscosity,Coolant,Max. roof load,Permitted towbar download,Width including mirrors,Climb angle,Max speed (electric),All-electric range,Electric motor 2,Average Energy consumption (WLTP),Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),Maximum engine speed,All-electric range (NEDC),Average Energy consumption (NEDC)
Jaguar,XF,XF (X250),4.2 V8 (416 Hp),2007 year,2011 year,Internal Combustion engine,Sedan,5,4,Performance specs,18.7 l/100 km  12.58 US mpg15.11 UK mpg5.35 km/l,9.1 l/100 km  25.85 US mpg31.04 UK mpg10.99 km/l,Petrol (Gasoline),Euro 4,Engine specs,416 Hp @ 6250 rpm.,99.1 Hp/l,560 Nm @ 3500 rpm.  413.03 lb.-ft. @ 3500 rpm.,,4196 cm3 256.06 cu. in.,8,4,Multi-point indirect injection,Mechanical supercharging (Compressor),(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",70 l  18.49 US gal | 15.4 UK gal,Dimensions,4961 mm  195.31 in.,1877 mm  73.9 in.,1460 mm  57.48 in.,1559 mm  61.38 in.,1571 mm  61.85 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,,,,,8.5x20; 9.5x20,250 km/h  155.34 mph,"4.4 kg/Hp, 225.8 Hp/tonne","3.3 kg/Nm, 304 Nm/tonne",1842 kg  4060.91 lbs.,2330 kg  5136.77 lbs.,488 kg  1075.86 lbs.,540 l  19.07 cu. ft.,2909 mm  114.53 in.,,ABS (Anti-lock braking system),,"Front, Longitudinal",12.6 l/100 km  18.67 US mpg22.42 UK mpg7.94 km/l,,5.4 sec,5.4 sec,5.1 sec,,,,,,,,,V-engine,86 mm  3.39 in.,90.3 mm  3.56 in.,9.1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar,XF,XF (X250),4.2 V8 (298 Hp),2007 year,2011 year,Internal Combustion engine,Sedan,5,4,Performance specs,17.3 l/100 km  13.6 US mpg16.33 UK mpg5.78 km/l,7.6 l/100 km  30.95 US mpg37.17 UK mpg13.16 km/l,Petrol (Gasoline),Euro 4,Engine specs,298 Hp @ 6800 rpm.,71 Hp/l,411 Nm @ 4100 rpm.  303.14 lb.-ft. @ 4100 rpm.,,4196 cm3 256.06 cu. in.,8,4,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",69.5 l  18.36 US gal | 15.29 UK gal,Dimensions,4961 mm  195.31 in.,1877 mm  73.9 in.,1460 mm  57.48 in.,1559 mm  61.38 in.,1571 mm  61.85 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,,,,,8.5x19,250 km/h  155.34 mph,"5.9 kg/Hp, 170.4 Hp/tonne","4.3 kg/Nm, 235 Nm/tonne",1749 kg  3855.88 lbs.,2270 kg  5004.49 lbs.,521 kg  1148.61 lbs.,540 l  19.07 cu. ft.,2909 mm  114.53 in.,,ABS (Anti-lock braking system),,"Front, Longitudinal",11.1 l/100 km  21.19 US mpg25.45 UK mpg9.01 km/l,,6.5 sec,6.5 sec,6.2 sec,,,,,,,,,V-engine,86 mm  3.39 in.,90.3 mm  3.56 in.,11,DOHC,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar,XF,XF (X250),3.0 V6 (238 Hp),2007 year,2011 year,Internal Combustion engine,Sedan,5,4,Performance specs,15.8 l/100 km  14.89 US mpg17.88 UK mpg6.33 km/l,7.5 l/100 km  31.36 US mpg37.66 UK mpg13.33 km/l,Petrol (Gasoline),Euro 4,Engine specs,238 Hp @ 6800 rpm.,80.2 Hp/l,293 Nm @ 4500 rpm.  216.11 lb.-ft. @ 4500 rpm.,,2967 cm3 181.06 cu. in.,6,4,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",69.5 l  18.36 US gal | 15.29 UK gal,Dimensions,4961 mm  195.31 in.,1877 mm  73.9 in.,1460 mm  57.48 in.,1559 mm  61.38 in.,1571 mm  61.85 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,,,,235/50R17,7.5x17,237 km/h  147.26 mph,"7.1 kg/Hp, 141.8 Hp/tonne","5.7 kg/Nm, 174.5 Nm/tonne",1679 kg  3701.56 lbs.,2215 kg  4883.24 lbs.,536 kg  1181.68 lbs.,540 l  19.07 cu. ft.,2909 mm  114.53 in.,,ABS (Anti-lock braking system),,"Front, Longitudinal",10.5 l/100 km  22.4 US mpg26.9 UK mpg9.52 km/l,,8.3 sec,8.3 sec,7.9 sec,,,,,,,,,V-engine,89 mm  3.5 in.,79.5 mm  3.13 in.,10.5,DOHC,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar,XF,XF (X250),2.7D (207 Hp),2007 year,2011 year,Internal Combustion engine,Sedan,5,4,Performance specs,10.4 l/100 km  22.62 US mpg27.16 UK mpg9.62 km/l,5.8 l/100 km  40.55 US mpg48.7 UK mpg17.24 km/l,Diesel,Euro 4,Engine specs,207 Hp @ 4000 rpm.,76.1 Hp/l,435 Nm @ 1900 rpm.  320.84 lb.-ft. @ 1900 rpm.,,2720 cm3 165.98 cu. in.,6,4,Diesel Commonrail,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",69.5 l  18.36 US gal | 15.29 UK gal,Dimensions,4961 mm  195.31 in.,1877 mm  73.9 in.,1460 mm  57.48 in.,1559 mm  61.38 in.,1571 mm  61.85 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,,,,235/50R17,7.5x17,229 km/h  142.29 mph,"8.6 kg/Hp, 116.9 Hp/tonne","4.1 kg/Nm, 245.6 Nm/tonne",1771 kg  3904.39 lbs.,2310 kg  5092.68 lbs.,539 kg  1188.29 lbs.,540 l  19.07 cu. ft.,2909 mm  114.53 in.,,ABS (Anti-lock braking system),,"Front, Longitudinal",7.5 l/100 km  31.36 US mpg37.66 UK mpg13.33 km/l,,8.2 sec,8.2 sec,7.8 sec,,,,,,,,,V-engine,81 mm  3.19 in.,88 mm  3.46 in.,17.3,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar,XJ,XJ Long (X351 facelift 2015),R 5.0 V8 (575 Hp) Automatic,2017 year,2018 year,Internal Combustion engine,Sedan,5,4,Performance specs,,,Petrol (Gasoline),Euro 6,Engine specs,575 Hp @ 6250-6500 rpm.,115 Hp/l,700 Nm @ 3500-4500 rpm.  516.29 lb.-ft. @ 3500-4500 rpm.,,5000 cm3 305.12 cu. in.,8,4,Direct injection,Mechanical supercharging (Compressor),(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",80 l  21.13 US gal | 17.6 UK gal,Dimensions,5255 mm  206.89 in.,1899 mm  74.76 in.,1460 mm  57.48 in.,1626 mm  64.02 in.,1604 mm  63.15 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Double wishbone,Ventilated discs,Ventilated discs,,,300 km/h  186.41 mph,"3.3 kg/Hp, 305 Hp/tonne","2.7 kg/Nm, 371.4 Nm/tonne",1885 kg  4155.71 lbs.,,,,3157 mm  124.29 in.,,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",11.1 l/100 km  21.19 US mpg25.45 UK mpg9.01 km/l,264 g/km,4.4 sec,4.4 sec,4.2 sec,,,,,,,,,V-engine,92.5 mm  3.64 in.,93 mm  3.66 in.,9.6,DOHC,,8,,,,,,,,,,,,,,,,Steering rack and pinion,,,7.25 l  7.66 US qt | 6.38 UK qt,Log in to see.,8.6 l  9.09 US qt | 7.57 UK qt,,,2105 mm  82.87 in.,,,,,,,,,,,,
Jaguar,XJ,XJ Long (X351 facelift 2015),R 5.0 V8 (550 Hp) Automatic,2015 year,2017 year,Internal Combustion engine,Sedan,5,4,Performance specs,,,Petrol (Gasoline),Euro 6,Engine specs,550 Hp @ 6000-6500 rpm.,110 Hp/l,680 Nm @ 3500-4000 rpm.  501.54 lb.-ft. @ 3500-4000 rpm.,,5000 cm3 305.12 cu. in.,8,4,Direct injection,Mechanical supercharging (Compressor),(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",80 l  21.13 US gal | 17.6 UK gal,Dimensions,5255 mm  206.89 in.,1899 mm  74.76 in.,1460 mm  57.48 in.,1626 mm  64.02 in.,1604 mm  63.15 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Double wishbone,Ventilated discs,Ventilated discs,,,280 km/h  173.98 mph,"3.4 kg/Hp, 291.8 Hp/tonne","2.8 kg/Nm, 360.7 Nm/tonne",1885 kg  4155.71 lbs.,,,,3157 mm  124.29 in.,,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",11.1 l/100 km  21.19 US mpg25.45 UK mpg9.01 km/l,264 g/km,4.6 sec,4.6 sec,4.4 sec,,,,,,,,,V-engine,92.5 mm  3.64 in.,93 mm  3.66 in.,9.5,DOHC,,8,,,,,,,,,,,,,,,,Steering rack and pinion,,,7.25 l  7.66 US qt | 6.38 UK qt,Log in to see.,8.6 l  9.09 US qt | 7.57 UK qt,,,2105 mm  82.87 in.,,,,,,,,,,,,
Jaguar,XJ,XJ Long (X351 facelift 2015),5.0 V8 (510 Hp) Automatic,2015 year,2018 year,Internal Combustion engine,Sedan,5,4,Performance specs,,,Petrol (Gasoline),Euro 6,Engine specs,510 Hp @ 6000-6500 rpm.,102 Hp/l,625 Nm @ 2500-5500 rpm.  460.98 lb.-ft. @ 2500-5500 rpm.,,5000 cm3 305.12 cu. in.,8,4,Direct injection,Mechanical supercharging (Compressor),(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",80 l  21.13 US gal | 17.6 UK gal,Dimensions,5255 mm  206.89 in.,1899 mm  74.76 in.,1460 mm  57.48 in.,1626 mm  64.02 in.,1604 mm  63.15 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Double wishbone,Ventilated discs,Ventilated discs,,,250 km/h  155.34 mph,"3.7 kg/Hp, 270.6 Hp/tonne","3 kg/Nm, 331.6 Nm/tonne",1885 kg  4155.71 lbs.,,,,3157 mm  124.29 in.,,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",11.1 l/100 km  21.19 US mpg25.45 UK mpg9.01 km/l,264 g/km,4.9 sec,4.9 sec,4.7 sec,,,,,,,,,V-engine,92.5 mm  3.64 in.,93 mm  3.66 in.,9.5,DOHC,,8,,,,,,,,,,,,,,,,Steering rack and pinion,,,7.25 l  7.66 US qt | 6.38 UK qt,Log in to see.,8.6 l  9.09 US qt | 7.57 UK qt,,,2105 mm  82.87 in.,,,,,,,,,,,,
Jaguar,XJ,XJ Long (X351 facelift 2015),5.0 V8 (470 Hp) Automatic,2015 year,2018 year,Internal Combustion engine,Sedan,5,4,Performance specs,,,Petrol (Gasoline),Euro 6,Engine specs,470 Hp @ 6000-6500 rpm.,94 Hp/l,575 Nm @ 2000-5500 rpm.  424.1 lb.-ft. @ 2000-5500 rpm.,,5000 cm3 305.12 cu. in.,8,4,Direct injection,Mechanical supercharging (Compressor),(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",80 l  21.13 US gal | 17.6 UK gal,Dimensions,5255 mm  206.89 in.,1899 mm  74.76 in.,1460 mm  57.48 in.,1626 mm  64.02 in.,1604 mm  63.15 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Double wishbone,Ventilated discs,Ventilated discs,,,250 km/h  155.34 mph,"4 kg/Hp, 249.3 Hp/tonne","3.3 kg/Nm, 305 Nm/tonne",1885 kg  4155.71 lbs.,,,,3157 mm  124.29 in.,,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",11.1 l/100 km  21.19 US mpg25.45 UK mpg9.01 km/l,264 g/km,5.2 sec,5.2 sec,4.9 sec,,,,,,,,,V-engine,92.5 mm  3.64 in.,93 mm  3.66 in.,9.5,DOHC,,8,,,,,,,,,,,,,,,,Steering rack and pinion,,,7.25 l  7.66 US qt | 6.38 UK qt,Log in to see.,8.6 l  9.09 US qt | 7.57 UK qt,,,2105 mm  82.87 in.,,,,,,,,,,,,
Jaguar,XJ,XJ Long (X351 facelift 2015),3.0d V6 (300 Hp) Automatic,2015 year,"July, 2019 year",Internal Combustion engine,Sedan,5,4,Performance specs,7 l/100 km  33.6 US mpg40.35 UK mpg14.29 km/l,5.2 l/100 km  45.23 US mpg54.32 UK mpg19.23 km/l,Diesel,Euro 6,Engine specs,300 Hp @ 4000 rpm.,100.2 Hp/l,700 Nm @ 2000 rpm.  516.29 lb.-ft. @ 2000 rpm.,,2993 cm3 182.64 cu. in.,6,4,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",77 l  20.34 US gal | 16.94 UK gal,Dimensions,5255 mm  206.89 in.,1899 mm  74.76 in.,1460 mm  57.48 in.,1626 mm  64.02 in.,1604 mm  63.15 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,,Ventilated discs,Ventilated discs,,,250 km/h  155.34 mph,"6.2 kg/Hp, 161.3 Hp/tonne","2.7 kg/Nm, 376.3 Nm/tonne",1860 kg  4100.6 lbs.,2450 kg  5401.33 lbs.,590 kg  1300.73 lbs.,,3157 mm  124.29 in.,12.3 m  40.35 ft.,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",5.7 l/100 km  41.27 US mpg49.56 UK mpg17.54 km/l,149 g/km,6.2 sec,6.2 sec,5.9 sec,,,,,,,,,V-engine,84 mm  3.31 in.,90 mm  3.54 in.,16.1,,Particulate filter,8,,,,,,,,,,,,,,,,Steering rack and pinion,,,6.6 l  6.97 US qt | 5.81 UK qt,Log in to see.,9.7 l  10.25 US qt | 8.53 UK qt,,,2105 mm  82.87 in.,,,,,,,,,,,,
Jaguar,XJ,XJ Long (X351 facelift 2015),3.0 V6 (340 Hp) AWD Automatic,2015 year,2018 year,Internal Combustion engine,Sedan,5,4,Performance specs,13.6 l/100 km  17.3 US mpg20.77 UK mpg7.35 km/l,7.6 l/100 km  30.95 US mpg37.17 UK mpg13.16 km/l,Petrol (Gasoline),Euro 6,Engine specs,340 Hp @ 6500 rpm.,113.5 Hp/l,450 Nm @ 3500-5000 rpm.  331.9 lb.-ft. @ 3500-5000 rpm.,,2995 cm3 182.77 cu. in.,6,4,Direct injection,Mechanical supercharging (Compressor),(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",80 l  21.13 US gal | 17.6 UK gal,Dimensions,5255 mm  206.89 in.,1899 mm  74.76 in.,1460 mm  57.48 in.,1626 mm  64.02 in.,1604 mm  63.15 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,,,Ventilated discs,Ventilated discs,,,250 km/h  155.34 mph,"5.5 kg/Hp, 181.3 Hp/tonne","4.2 kg/Nm, 240 Nm/tonne",1875 kg  4133.67 lbs.,2450 kg  5401.33 lbs.,575 kg  1267.66 lbs.,,3157 mm  124.29 in.,12.9 m  42.32 ft.,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",9.8 l/100 km  24 US mpg28.82 UK mpg10.2 km/l,234 g/km,6.4 sec,6.4 sec,6.1 sec,,,,,,,,,V-engine,84.5 mm  3.33 in.,89 mm  3.5 in.,10.5,,,8,,,,,,,,,,,,,,,,Steering rack and pinion,,,7.25 l  7.66 US qt | 6.38 UK qt,Log in to see.,8.6 l  9.09 US qt | 7.57 UK qt,,,2105 mm  82.87 in.,,,,,,,,,,,,
Jaguar,XJ,XJ Long (X351 facelift 2015),3.0 V6 (340 Hp) Automatic,2015 year,2018 year,Internal Combustion engine,Sedan,5,4,Performance specs,,,Petrol (Gasoline),Euro 6,Engine specs,340 Hp @ 6500 rpm.,113.5 Hp/l,450 Nm @ 3500-5000 rpm.  331.9 lb.-ft. @ 3500-5000 rpm.,,2995 cm3 182.77 cu. in.,6,4,Direct injection,Mechanical supercharging (Compressor),(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",80 l  21.13 US gal | 17.6 UK gal,Dimensions,5255 mm  206.89 in.,1899 mm  74.76 in.,1460 mm  57.48 in.,1626 mm  64.02 in.,1604 mm  63.15 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Double wishbone,Ventilated discs,Ventilated discs,,,250 km/h  155.34 mph,"5.2 kg/Hp, 192.6 Hp/tonne","3.9 kg/Nm, 255 Nm/tonne",1765 kg  3891.16 lbs.,,,,3157 mm  124.29 in.,,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",9.1 l/100 km  25.85 US mpg31.04 UK mpg10.99 km/l,211 g/km,5.9 sec,5.9 sec,5.6 sec,,,,,,,,,V-engine,84.5 mm  3.33 in.,89 mm  3.5 in.,10.5,DOHC,,8,,,,,,,,,,,,,,,,Steering rack and pinion,,,7.25 l  7.66 US qt | 6.38 UK qt,Log in to see.,8.6 l  9.09 US qt | 7.57 UK qt,,,2105 mm  82.87 in.,,,,,,,,,,,,
Jaguar,XJ,XJ Long (X351 facelift 2015),2.0 (240 Hp) Automatic,2015 year,2018 year,Internal Combustion engine,Sedan,5,4,Performance specs,,,Petrol (Gasoline),Euro 6,Engine specs,240 Hp @ 5500 rpm.,120.1 Hp/l,340 Nm @ 2000-4000 rpm.  250.77 lb.-ft. @ 2000-4000 rpm.,,1999 cm3 121.99 cu. in.,4,4,Direct injection,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",80 l  21.13 US gal | 17.6 UK gal,Dimensions,5255 mm  206.89 in.,1899 mm  74.76 in.,1460 mm  57.48 in.,1626 mm  64.02 in.,1604 mm  63.15 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Double wishbone,Ventilated discs,Ventilated discs,,,241 km/h  149.75 mph,"7.3 kg/Hp, 136.8 Hp/tonne","5.2 kg/Nm, 193.7 Nm/tonne",1755 kg  3869.11 lbs.,,,,3157 mm  124.29 in.,,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",8.4 l/100 km  28 US mpg33.63 UK mpg11.9 km/l,199 g/km,7.9 sec,7.9 sec,7.5 sec,,,,,,,,,Inline,87.5 mm  3.44 in.,83.1 mm  3.27 in.,10,DOHC,,8,,,,,,,,,,,,,,,,Steering rack and pinion,,,5.4 l  5.71 US qt | 4.75 UK qt,Log in to see.,14 l  14.79 US qt | 12.32 UK qt,,,2105 mm  82.87 in.,,,,,,,,,,,,
Jaguar,XJ,XJ (X351 facelift 2015),R 5.0 V8 (575 Hp) Automatic,2017 year,2018 year,Internal Combustion engine,Sedan,5,4,Performance specs,,,Petrol (Gasoline),Euro 6,Engine specs,575 Hp @ 6250-6500 rpm.,115 Hp/l,700 Nm @ 3500-4500 rpm.  516.29 lb.-ft. @ 3500-4500 rpm.,,5000 cm3 305.12 cu. in.,8,4,Direct injection,Mechanical supercharging (Compressor),(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",80 l  21.13 US gal | 17.6 UK gal,Dimensions,5130 mm  201.97 in.,1899 mm  74.76 in.,1460 mm  57.48 in.,1626 mm  64.02 in.,1604 mm  63.15 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Double wishbone,Ventilated discs,Ventilated discs,,,300 km/h  186.41 mph,"3.3 kg/Hp, 306.7 Hp/tonne","2.7 kg/Nm, 373.3 Nm/tonne",1875 kg  4133.67 lbs.,,,,3032 mm  119.37 in.,,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",11.1 l/100 km  21.19 US mpg25.45 UK mpg9.01 km/l,264 g/km,4.4 sec,4.4 sec,4.2 sec,,,,,,,,,V-engine,92.5 mm  3.64 in.,93 mm  3.66 in.,9.6,DOHC,,8,,,,,,,,,,,,,,,,Steering rack and pinion,,,7.25 l  7.66 US qt | 6.38 UK qt,Log in to see.,8.6 l  9.09 US qt | 7.57 UK qt,,,2105 mm  82.87 in.,,,,,,,,,,,,
Jaguar,XJ,XJ (X351 facelift 2015),R 5.0 V8 (550 Hp) Automatic,2015 year,2017 year,Internal Combustion engine,Sedan,5,4,Performance specs,16.2 l/100 km  14.52 US mpg17.44 UK mpg6.17 km/l,8.2 l/100 km  28.68 US mpg34.45 UK mpg12.2 km/l,Petrol (Gasoline),Euro 6,Engine specs,550 Hp @ 6000-6500 rpm.,110 Hp/l,680 Nm @ 3500-4000 rpm.  501.54 lb.-ft. @ 3500-4000 rpm.,,5000 cm3 305.12 cu. in.,8,4,Direct injection,Mechanical supercharging (Compressor),(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",80 l  21.13 US gal | 17.6 UK gal,Dimensions,5130 mm  201.97 in.,1899 mm  74.76 in.,1460 mm  57.48 in.,1626 mm  64.02 in.,1604 mm  63.15 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Double wishbone,Ventilated discs,Ventilated discs,,,280 km/h  173.98 mph,"3.4 kg/Hp, 293.3 Hp/tonne","2.8 kg/Nm, 362.7 Nm/tonne",1875 kg  4133.67 lbs.,2400 kg  5291.09 lbs.,525 kg  1157.43 lbs.,,3032 mm  119.37 in.,11.9 m  39.04 ft.,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",11.1 l/100 km  21.19 US mpg25.45 UK mpg9.01 km/l,264 g/km,4.6 sec,4.6 sec,4.4 sec,,,,,,,,,V-engine,92.5 mm  3.64 in.,93 mm  3.66 in.,9.5,,,8,,,,,,,,,,,,,,,,Steering rack and pinion,,,7.25 l  7.66 US qt | 6.38 UK qt,Log in to see.,8.6 l  9.09 US qt | 7.57 UK qt,,,2105 mm  82.87 in.,,,,,,,,,,,,
Jaguar,XJ,XJ (X351 facelift 2015),5.0 V8 (510 Hp) Automatic,2015 year,2018 year,Internal Combustion engine,Sedan,5,4,Performance specs,,,Petrol (Gasoline),Euro 6,Engine specs,510 Hp @ 6000-6500 rpm.,102 Hp/l,625 Nm @ 2500-5500 rpm.  460.98 lb.-ft. @ 2500-5500 rpm.,,5000 cm3 305.12 cu. in.,8,4,Direct injection,Mechanical supercharging (Compressor),(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",80 l  21.13 US gal | 17.6 UK gal,Dimensions,5130 mm  201.97 in.,1899 mm  74.76 in.,1460 mm  57.48 in.,1626 mm  64.02 in.,1604 mm  63.15 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Double wishbone,Ventilated discs,Ventilated discs,,,250 km/h  155.34 mph,"3.7 kg/Hp, 272 Hp/tonne","3 kg/Nm, 333.3 Nm/tonne",1875 kg  4133.67 lbs.,,,,3032 mm  119.37 in.,,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",11.1 l/100 km  21.19 US mpg25.45 UK mpg9.01 km/l,264 g/km,4.9 sec,4.9 sec,4.7 sec,,,,,,,,,V-engine,92.5 mm  3.64 in.,93 mm  3.66 in.,9.5,DOHC,,8,,,,,,,,,,,,,,,,Steering rack and pinion,,,7.25 l  7.66 US qt | 6.38 UK qt,Log in to see.,8.6 l  9.09 US qt | 7.57 UK qt,,,2105 mm  82.87 in.,,,,,,,,,,,,
Jaguar,XJ,XJ (X351 facelift 2015),5.0 V8 (470 Hp) Automatic,2015 year,2018 year,Internal Combustion engine,Sedan,5,4,Performance specs,,,Petrol (Gasoline),Euro 6,Engine specs,470 Hp @ 6000-6500 rpm.,94 Hp/l,575 Nm @ 2000-5500 rpm.  424.1 lb.-ft. @ 2000-5500 rpm.,,5000 cm3 305.12 cu. in.,8,4,Direct injection,Mechanical supercharging (Compressor),(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",80 l  21.13 US gal | 17.6 UK gal,Dimensions,5130 mm  201.97 in.,1899 mm  74.76 in.,1460 mm  57.48 in.,1626 mm  64.02 in.,1604 mm  63.15 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Double wishbone,Ventilated discs,Ventilated discs,,,250 km/h  155.34 mph,"4 kg/Hp, 250.7 Hp/tonne","3.3 kg/Nm, 306.7 Nm/tonne",1875 kg  4133.67 lbs.,,,,3032 mm  119.37 in.,,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",11.1 l/100 km  21.19 US mpg25.45 UK mpg9.01 km/l,264 g/km,5.2 sec,5.2 sec,4.9 sec,,,,,,,,,V-engine,92.5 mm  3.64 in.,93 mm  3.66 in.,9.5,DOHC,,8,,,,,,,,,,,,,,,,Steering rack and pinion,,,7.25 l  7.66 US qt | 6.38 UK qt,Log in to see.,8.6 l  9.09 US qt | 7.57 UK qt,,,2105 mm  82.87 in.,,,,,,,,,,,,
