Brand,Model,Generation,Modification (Engine),Start of production,End of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Fuel consumption (economy) - combined,Fuel Type,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph,Maximum speed,Weight-to-power ratio,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine Model/Code,Engine displacement,Number of cylinders,Position of cylinders,Cylinder Bore,Piston Stroke,Compression ratio,Number of valves per cylinder,Fuel System,Engine aspiration,Engine oil capacity,Oil viscosity,Coolant,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,Trunk (boot) space - minimum,Fuel tank capacity,Dimensions,Length,Width,Height,Wheelbase,Front track,Rear (Back) track,"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Number of Gears (automatic transmission),Front suspension,Rear suspension,Front brakes,Rear brakes,Assisting systems,Power steering,Tires size,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Maximum engine speed,Engine location,Valvetrain,Drag coefficient (Cd),Minimum turning circle (turning diameter),Steering type,Wheel rims size,Number of Gears (manual transmission),Max. weight,Max load,Permitted trailer load without brakes,CO2 emissions,Engine systems,Permitted trailer load with brakes (12%),Engine oil specification,Width including mirrors,Electric cars and hybrids specs,Gross battery capacity,All-electric range,Electric motor 1,Electric motor power,Electric motor Torque,Electric motor 2,System power,System torque,Internal combustion engine specs,Emission standard,Trunk (boot) space - maximum,Ride height (ground clearance),Approach angle,Departure angle,Front overhang,Rear overhang,100 km/h - 0,Wading depth,Fuel consumption (economy) - urban (Ethanol - E85),Fuel consumption (economy) - extra urban (Ethanol - E85),Power (Ethanol - E85),Power per litre (Ethanol - E85),Torque (Ethanol - E85),Max. roof load,Permitted towbar download,Battery voltage,Battery technology,Average Energy consumption,Power (CNG),Power per litre (CNG),Torque (CNG),Ramp angle,Permitted trailer load with brakes (8%),Net (usable) battery capacity,All-electric range (WLTP),Average Energy consumption (WLTP),Width with mirrors folded,Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),AdBlue tank,Fuel consumption at Low speed (WLTP),Fuel consumption at Medium speed (WLTP),Fuel consumption at high speed (WLTP),Fuel consumption at very high speed (WLTP),Combined fuel consumption (WLTP),CO2 emissions (WLTP),"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Fuel consumption (economy) - combined (Ethanol - E85),CO2 emissions (Ethanol - E85),Fuel consumption (economy) - urban (LPG) (NEDC),Fuel consumption (economy) - extra urban (LPG) (NEDC),Fuel consumption (economy) - combined (LPG) (NEDC),CO2 emissions (LPG) (NEDC),Fuel tank capacity (LPG),All-electric range (NEDC),Average Energy consumption (NEDC),Acceleration 0 - 300 km/h
Citroen,BX,"BX I Break (Phase II, 1987)",19 (109 Hp) 4x4,1989 year,1993 year,Internal Combustion engine,Station wagon (estate),5,5,Performance specs,10.7 l/100 km  21.98 US mpg26.4 UK mpg9.35 km/l,6.6 l/100 km  35.64 US mpg42.8 UK mpg15.15 km/l,8.7 l/100 km  27.04 US mpg32.47 UK mpg11.49 km/l,Petrol (Gasoline),12.5 sec,12.5 sec,,178 km/h  110.6 mph,"10.6 kg/Hp, 94.8 Hp/tonne","7.1 kg/Nm, 140.9 Nm/tonne",Engine specs,109 Hp @ 6000 rpm.,57.2 Hp/l,162 Nm @ 3000 rpm.  119.49 lb.-ft. @ 3000 rpm.,,1905 cm3 116.25 cu. in.,4,Inline,83 mm  3.27 in.,88 mm  3.46 in.,9.2,2,Multi-point indirect injection,Naturally aspirated engine,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1150 kg  2535.32 lbs.,512 l  18.08 cu. ft.,66 l  17.44 US gal | 14.52 UK gal,Dimensions,4399 mm  173.19 in.,1682 mm  66.22 in.,1440 mm  56.69 in.,2655 mm  104.53 in.,1434 mm  56.46 in.,1378 mm  54.25 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,Hydro-pneumatic element,Trailing arm,Disc,Disc,ABS (Anti-lock braking system),Hydraulic Steering,165/70 R14,11.9 sec,,"Front, Transverse",,0.37,11 m  36.09 ft.,Steering rack and pinion,14,5,1700 kg  3747.86 lbs.,550 kg  1212.54 lbs.,,,,,,,,,,,,,,,,,,1803 l  63.67 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,BX,"BX I Break (Phase II, 1987)",16 TGI (88 Hp) CAT,1989 year,1993 year,Internal Combustion engine,Station wagon (estate),5,5,Performance specs,,,,Petrol (Gasoline),13.3 sec,13.3 sec,,170 km/h  105.63 mph,"11.4 kg/Hp, 88 Hp/tonne","7.8 kg/Nm, 128 Nm/tonne",Engine specs,88 Hp @ 6000 rpm.,55.7 Hp/l,128 Nm @ 2700 rpm.  94.41 lb.-ft. @ 2700 rpm.,,1580 cm3 96.42 cu. in.,4,Inline,83 mm  3.27 in.,73 mm  2.87 in.,9.2,2,Multi-point indirect injection,Naturally aspirated engine,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1000 kg  2204.62 lbs.,512 l  18.08 cu. ft.,66 l  17.44 US gal | 14.52 UK gal,Dimensions,4399 mm  173.19 in.,1682 mm  66.22 in.,1410 mm  55.51 in.,2655 mm  104.53 in.,1420 mm  55.91 in.,1364 mm  53.7 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Hydro-pneumatic element,Trailing arm,Disc,Disc,,Hydraulic Steering,165/70 R14,12.6 sec,,"Front, Transverse",,0.36,11 m  36.09 ft.,Steering rack and pinion,14,5,1530 kg  3373.07 lbs.,530 kg  1168.45 lbs.,,,,,,,,,,,,,,,,,,1803 l  63.67 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,BX,"BX I Break (Phase II, 1987)",16 RS (94 Hp),1986 year,1989 year,Internal Combustion engine,Station wagon (estate),5,5,Performance specs,8.9 l/100 km  26.43 US mpg31.74 UK mpg11.24 km/l,5.8 l/100 km  40.55 US mpg48.7 UK mpg17.24 km/l,7.5 l/100 km  31.36 US mpg37.66 UK mpg13.33 km/l,Petrol (Gasoline),12.4 sec,12.4 sec,,170 km/h  105.63 mph,"10.6 kg/Hp, 94.5 Hp/tonne","7.3 kg/Nm, 137.7 Nm/tonne",Engine specs,94 Hp @ 6000 rpm.,59.5 Hp/l,137 Nm @ 3250 rpm.  101.05 lb.-ft. @ 3250 rpm.,,1580 cm3 96.42 cu. in.,4,Inline,83 mm  3.27 in.,73 mm  2.87 in.,9.5,2,Carburettor,Naturally aspirated engine,5.5 l  5.81 US qt | 4.84 UK qt,Log in to see.,6.5 l  6.87 US qt | 5.72 UK qt,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",995 kg  2193.6 lbs.,512 l  18.08 cu. ft.,66 l  17.44 US gal | 14.52 UK gal,Dimensions,4399 mm  173.19 in.,1682 mm  66.22 in.,1431 mm  56.34 in.,2655 mm  104.53 in.,1420 mm  55.91 in.,1364 mm  53.7 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Hydro-pneumatic element,Trailing arm,Disc,Disc,ABS (Anti-lock braking system),Hydraulic Steering,165/70 R14,11.8 sec,,"Front, Transverse",,0.36,11 m  36.09 ft.,Steering rack and pinion,14,5,1540 kg  3395.12 lbs.,545 kg  1201.52 lbs.,,,,,,,,,,,,,,,,,,1803 l  63.67 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,BX,"BX I Break (Phase II, 1987)",16 RS (75 Hp) CAT,1986 year,1989 year,Internal Combustion engine,Station wagon (estate),5,5,Performance specs,,,,Petrol (Gasoline),16.2 sec,16.2 sec,,162 km/h  100.66 mph,"13.3 kg/Hp, 75.4 Hp/tonne","8.3 kg/Nm, 120.6 Nm/tonne",Engine specs,75 Hp @ 5800 rpm.,47.5 Hp/l,120 Nm @ 3500 rpm.  88.51 lb.-ft. @ 3500 rpm.,,1580 cm3 96.42 cu. in.,4,Inline,83 mm  3.27 in.,73 mm  2.87 in.,8.3,2,Carburettor,Naturally aspirated engine,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",995 kg  2193.6 lbs.,512 l  18.08 cu. ft.,52 l  13.74 US gal | 11.44 UK gal,Dimensions,4399 mm  173.19 in.,1682 mm  66.22 in.,1431 mm  56.34 in.,2655 mm  104.53 in.,1420 mm  55.91 in.,1364 mm  53.7 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,,,Disc,Disc,,Hydraulic Steering,165/70 R14,15.4 sec,,"Front, Transverse",,0.36,11 m  36.09 ft.,Steering rack and pinion,14,5,1540 kg  3395.12 lbs.,545 kg  1201.52 lbs.,,,,,,,,,,,,,,,,,,1803 l  63.67 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,BX,"BX I Break (Phase II, 1987)",14 E (72 Hp),1986 year,1988 year,Internal Combustion engine,Station wagon (estate),5,5,Performance specs,10.4 l/100 km  22.62 US mpg27.16 UK mpg9.62 km/l,6.4 l/100 km  36.75 US mpg44.14 UK mpg15.63 km/l,8.2 l/100 km  28.68 US mpg34.45 UK mpg12.2 km/l,Petrol (Gasoline),14 sec,14 sec,,157 km/h  97.56 mph,"13.1 kg/Hp, 76.6 Hp/tonne","8.7 kg/Nm, 114.9 Nm/tonne",Engine specs,72 Hp @ 5750 rpm.,52.9 Hp/l,108 Nm @ 3000 rpm.  79.66 lb.-ft. @ 3000 rpm.,,1361 cm3 83.05 cu. in.,4,Inline,75 mm  2.95 in.,77 mm  3.03 in.,9.3,2,Carburettor,Naturally aspirated engine,5.5 l  5.81 US qt | 4.84 UK qt,Log in to see.,6.5 l  6.87 US qt | 5.72 UK qt,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",940 kg  2072.35 lbs.,512 l  18.08 cu. ft.,44 l  11.62 US gal | 9.68 UK gal,Dimensions,4399 mm  173.19 in.,1682 mm  66.22 in.,1431 mm  56.34 in.,2655 mm  104.53 in.,1420 mm  55.91 in.,1364 mm  53.7 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,,,Disc,Disc,ABS (Anti-lock braking system),,165/70 R14,13.3 sec,,"Front, Transverse",,0.36,11 m  36.09 ft.,Steering rack and pinion,14,5,1455 kg  3207.73 lbs.,515 kg  1135.38 lbs.,,,,,,,,,,,,,,,,,,1803 l  63.67 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,BX,"BX I Break (Phase II, 1987)",1.9 Evasion (107 Hp) 4x4,1989 year,1992 year,Internal Combustion engine,Station wagon (estate),5,5,Performance specs,10.5 l/100 km  22.4 US mpg26.9 UK mpg9.52 km/l,6.7 l/100 km  35.11 US mpg42.16 UK mpg14.93 km/l,11.4 l/100 km  20.63 US mpg24.78 UK mpg8.77 km/l,Petrol (Gasoline),,,10.4 sec,180 km/h  111.85 mph,"10.7 kg/Hp, 93.4 Hp/tonne","7 kg/Nm, 142.4 Nm/tonne",Engine specs,107 Hp @ 6000 rpm.,56.2 Hp/l,163 Nm @ 3000 rpm.  120.22 lb.-ft. @ 3000 rpm.,,1905 cm3 116.25 cu. in.,4,Inline,83 mm  3.27 in.,88 mm  3.46 in.,9,2,Carburettor,Naturally aspirated engine,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1145 kg  2524.29 lbs.,512 l  18.08 cu. ft.,66 l  17.44 US gal | 14.52 UK gal,Dimensions,4399 mm  173.19 in.,1682 mm  66.22 in.,1440 mm  56.69 in.,2655 mm  104.53 in.,1434 mm  56.46 in.,1378 mm  54.25 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,Hydro-pneumatic element,Trailing arm,Disc,Disc,ABS (Anti-lock braking system),Hydraulic Steering,165/70 R14,,,"Front, Transverse",,0.37,11.2 m  36.75 ft.,Steering rack and pinion,14,5,1690 kg  3725.81 lbs.,545 kg  1201.52 lbs.,,,,,,,,,,,,,,,,,,1803 l  63.67 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,BX,"BX I Break (Phase II, 1987)",1.8 TRD Turbo (90 Hp),1988 year,1989 year,Internal Combustion engine,Station wagon (estate),5,5,Performance specs,6.9 l/100 km  34.09 US mpg40.94 UK mpg14.49 km/l,4.8 l/100 km  49 US mpg58.85 UK mpg20.83 km/l,6.8 l/100 km  34.59 US mpg41.54 UK mpg14.71 km/l,Diesel,12.1 sec,12.1 sec,,174 km/h  108.12 mph,"11.9 kg/Hp, 83.7 Hp/tonne","6 kg/Nm, 167.4 Nm/tonne",Engine specs,90 Hp @ 4300 rpm.,50.9 Hp/l,180 Nm @ 2100 rpm.  132.76 lb.-ft. @ 2100 rpm.,,1769 cm3 107.95 cu. in.,4,Inline,80 mm  3.15 in.,88 mm  3.46 in.,22,2,Diesel - Standard diesel injection (SDI),Turbocharger,5.5 l  5.81 US qt | 4.84 UK qt,Log in to see.,6.5 l  6.87 US qt | 5.72 UK qt,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1075 kg  2369.97 lbs.,512 l  18.08 cu. ft.,66 l  17.44 US gal | 14.52 UK gal,Dimensions,4399 mm  173.19 in.,1682 mm  66.22 in.,1431 mm  56.34 in.,2655 mm  104.53 in.,1420 mm  55.91 in.,1364 mm  53.7 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Hydro-pneumatic element,Trailing arm,Disc,Disc,ABS (Anti-lock braking system),Hydraulic Steering,165/70 R14,11.5 sec,,"Front, Transverse",,0.36,11 m  36.09 ft.,Steering rack and pinion,14,5,1620 kg  3571.49 lbs.,545 kg  1201.52 lbs.,,,,,,,,,,,,,,,,,,1803 l  63.67 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,BX,"BX I Break (Phase II, 1987)",1.8 TGD (60 Hp),1989 year,1993 year,Internal Combustion engine,Station wagon (estate),5,5,Performance specs,,,,Diesel,19.9 sec,19.9 sec,,153 km/h  95.07 mph,"17.2 kg/Hp, 58.3 Hp/tonne","9.4 kg/Nm, 106.8 Nm/tonne",Engine specs,60 Hp @ 4600 rpm.,33.9 Hp/l,110 Nm @ 2000 rpm.  81.13 lb.-ft. @ 2000 rpm.,,1769 cm3 107.95 cu. in.,4,Inline,80 mm  3.15 in.,88 mm  3.46 in.,23,2,Diesel - Standard diesel injection (SDI),Naturally aspirated engine,5.5 l  5.81 US qt | 4.84 UK qt,Log in to see.,6.5 l  6.87 US qt | 5.72 UK qt,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1030 kg  2270.76 lbs.,512 l  18.08 cu. ft.,66 l  17.44 US gal | 14.52 UK gal,Dimensions,4399 mm  173.19 in.,1682 mm  66.22 in.,1410 mm  55.51 in.,2655 mm  104.53 in.,1420 mm  55.91 in.,1364 mm  53.7 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Hydro-pneumatic element,Trailing arm,Disc,Disc,ABS (Anti-lock braking system),Hydraulic Steering,165/70 R14,18.9 sec,,"Front, Transverse",,0.36,11 m  36.09 ft.,Steering rack and pinion,14,5,1580 kg  3483.3 lbs.,550 kg  1212.54 lbs.,,,,,,,,,,,,,,,,,,1803 l  63.67 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,BX,"BX I (Phase II, 1987)",19 TZI (109 Hp) CAT,1989 year,1993 year,Internal Combustion engine,Hatchback,5,5,Performance specs,10.7 l/100 km  21.98 US mpg26.4 UK mpg9.35 km/l,6.6 l/100 km  35.64 US mpg42.8 UK mpg15.15 km/l,8.7 l/100 km  27.04 US mpg32.47 UK mpg11.49 km/l,Petrol (Gasoline),10.9 sec,10.9 sec,,189 km/h  117.44 mph,"9.3 kg/Hp, 107.9 Hp/tonne","6.2 kg/Nm, 160.4 Nm/tonne",Engine specs,109 Hp @ 6000 rpm.,57.2 Hp/l,162 Nm @ 3000 rpm.  119.49 lb.-ft. @ 3000 rpm.,,1905 cm3 116.25 cu. in.,4,Inline,83 mm  3.27 in.,88 mm  3.46 in.,9.2,2,Multi-point indirect injection,Naturally aspirated engine,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1010 kg  2226.67 lbs.,445 l  15.72 cu. ft.,66 l  17.44 US gal | 14.52 UK gal,Dimensions,4237 mm  166.81 in.,1682 mm  66.22 in.,1361 mm  53.58 in.,2655 mm  104.53 in.,1420 mm  55.91 in.,1364 mm  53.7 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Hydro-pneumatic element,Trailing arm,Disc,Disc,ABS (Anti-lock braking system),Hydraulic Steering,165/70 R14,10.4 sec,,"Front, Transverse",,0.35,11 m  36.09 ft.,Steering rack and pinion,14,5,1480 kg  3262.84 lbs.,470 kg  1036.17 lbs.,,,,,,,,,,,,,,,,,,1455 l  51.38 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,BX,"BX I (Phase II, 1987)",19 TRS (105 Hp) Automatic,1986 year,1989 year,Internal Combustion engine,Hatchback,5,5,Performance specs,9.5 l/100 km  24.76 US mpg29.73 UK mpg10.53 km/l,6.1 l/100 km  38.56 US mpg46.31 UK mpg16.39 km/l,7.6 l/100 km  30.95 US mpg37.17 UK mpg13.16 km/l,Petrol (Gasoline),11.8 sec,11.8 sec,,180 km/h  111.85 mph,"9.5 kg/Hp, 105.5 Hp/tonne","6.1 kg/Nm, 163.8 Nm/tonne",Engine specs,105 Hp @ 5600 rpm.,55.1 Hp/l,163 Nm @ 3000 rpm.  120.22 lb.-ft. @ 3000 rpm.,,1905 cm3 116.25 cu. in.,4,Inline,83 mm  3.27 in.,88 mm  3.46 in.,9.3,2,Carburettor,Naturally aspirated engine,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",995 kg  2193.6 lbs.,445 l  15.72 cu. ft.,66 l  17.44 US gal | 14.52 UK gal,Dimensions,4237 mm  166.81 in.,1682 mm  66.22 in.,1360 mm  53.54 in.,2655 mm  104.53 in.,1420 mm  55.91 in.,1364 mm  53.7 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,4,Hydro-pneumatic element,Trailing arm,Disc,Disc,ABS (Anti-lock braking system),Hydraulic Steering,165/70 R14,11.2 sec,,"Front, Transverse",,0.34,11 m  36.09 ft.,Steering rack and pinion,14,,1460 kg  3218.75 lbs.,465 kg  1025.15 lbs.,,,,,,,,,,,,,,,,,,1455 l  51.38 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,BX,"BX I (Phase II, 1987)",19 TRS (105 Hp),1986 year,1989 year,Internal Combustion engine,Hatchback,5,5,Performance specs,9.5 l/100 km  24.76 US mpg29.73 UK mpg10.53 km/l,6 l/100 km  39.2 US mpg47.08 UK mpg16.67 km/l,,Petrol (Gasoline),10 sec,10 sec,9.9 sec,185 km/h  114.95 mph,"9.5 kg/Hp, 105.5 Hp/tonne","6.1 kg/Nm, 162.8 Nm/tonne",Engine specs,105 Hp @ 5600 rpm.,55.1 Hp/l,162 Nm @ 3000 rpm.  119.49 lb.-ft. @ 3000 rpm.,,1905 cm3 116.25 cu. in.,4,Inline,83 mm  3.27 in.,88 mm  3.46 in.,9.3,2,Carburettor,Naturally aspirated engine,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",995 kg  2193.6 lbs.,445 l  15.72 cu. ft.,66 l  17.44 US gal | 14.52 UK gal,Dimensions,4237 mm  166.81 in.,1682 mm  66.22 in.,1360 mm  53.54 in.,2655 mm  104.53 in.,1420 mm  55.91 in.,1364 mm  53.7 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Hydro-pneumatic element,Trailing arm,Disc,Disc,,Hydraulic Steering,165/70 R14,,,"Front, Transverse",,0.34,11 m  36.09 ft.,Steering rack and pinion,14,5,1460 kg  3218.75 lbs.,465 kg  1025.15 lbs.,,,,,,,,,,,,,,,,,,1455 l  51.38 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,BX,"BX I (Phase II, 1987)",19 TRD (71 Hp) Automatic,1987 year,1989 year,Internal Combustion engine,Hatchback,5,5,Performance specs,6.9 l/100 km  34.09 US mpg40.94 UK mpg14.49 km/l,5 l/100 km  47.04 US mpg56.5 UK mpg20 km/l,,Diesel,,,14.4 sec,163 km/h  101.28 mph,"14.2 kg/Hp, 70.3 Hp/tonne","8.2 kg/Nm, 121.8 Nm/tonne",Engine specs,71 Hp @ 4600 rpm.,37.3 Hp/l,123 Nm @ 2000 rpm.  90.72 lb.-ft. @ 2000 rpm.,,1905 cm3 116.25 cu. in.,4,Inline,83 mm  3.27 in.,88 mm  3.46 in.,23,2,Diesel - Standard diesel injection (SDI),Naturally aspirated engine,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1010 kg  2226.67 lbs.,445 l  15.72 cu. ft.,52 l  13.74 US gal | 11.44 UK gal,Dimensions,4237 mm  166.81 in.,1682 mm  66.22 in.,1360 mm  53.54 in.,2655 mm  104.53 in.,1420 mm  55.91 in.,1364 mm  53.7 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,4,Hydro-pneumatic element,Trailing arm,Disc,Disc,,Hydraulic Steering,165/70 R14,,,"Front, Transverse",,0.35,11 m  36.09 ft.,Steering rack and pinion,14,,1500 kg  3306.93 lbs.,490 kg  1080.27 lbs.,,,,,,,,,,,,,,,,,,1544 l  54.53 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,BX,"BX I (Phase II, 1987)",19 TGD (64 Hp),1989 year,1993 year,Internal Combustion engine,Hatchback,5,5,Performance specs,,,6.4 l/100 km  36.75 US mpg44.14 UK mpg15.63 km/l,Diesel,17.2 sec,17.2 sec,,156 km/h  96.93 mph,"15.5 kg/Hp, 64.6 Hp/tonne","8.4 kg/Nm, 119.2 Nm/tonne",Engine specs,64 Hp @ 4600 rpm.,33.6 Hp/l,118 Nm @ 2000 rpm.  87.03 lb.-ft. @ 2000 rpm.,,1905 cm3 116.25 cu. in.,4,Inline,83 mm  3.27 in.,88 mm  3.46 in.,23.5,2,Diesel - Standard diesel injection (SDI),Naturally aspirated engine,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",990 kg  2182.58 lbs.,445 l  15.72 cu. ft.,52 l  13.74 US gal | 11.44 UK gal,Dimensions,4237 mm  166.81 in.,1682 mm  66.22 in.,1361 mm  53.58 in.,2655 mm  104.53 in.,1420 mm  55.91 in.,1364 mm  53.7 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Hydro-pneumatic element,Trailing arm,Disc,Disc,,Hydraulic Steering,165/70 R14,16.3 sec,,"Front, Transverse",,0.35,11 m  36.09 ft.,Steering rack and pinion,14,5,1480 kg  3262.84 lbs.,490 kg  1080.27 lbs.,,,,,,,,,,,,,,,,,,1544 l  54.53 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,BX,"BX I (Phase II, 1987)",19 GTi 16V (160 Hp),1987 year,1989 year,Internal Combustion engine,Hatchback,5,5,Performance specs,11.3 l/100 km  20.82 US mpg25 UK mpg8.85 km/l,6.6 l/100 km  35.64 US mpg42.8 UK mpg15.15 km/l,9.5 l/100 km  24.76 US mpg29.73 UK mpg10.53 km/l,Petrol (Gasoline),7.9 sec,7.9 sec,7.8 sec,217 km/h  134.84 mph,"6.7 kg/Hp, 149.5 Hp/tonne","5.9 kg/Nm, 169.2 Nm/tonne",Engine specs,160 Hp @ 6500 rpm.,84 Hp/l,181 Nm @ 5000 rpm.  133.5 lb.-ft. @ 5000 rpm.,XU9,1905 cm3 116.25 cu. in.,4,Inline,83 mm  3.27 in.,88 mm  3.46 in.,10.4,4,Multi-point indirect injection,Naturally aspirated engine,5.5 l  5.81 US qt | 4.84 UK qt,Log in to see.,7 l  7.4 US qt | 6.16 UK qt,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1070 kg  2358.95 lbs.,445 l  15.72 cu. ft.,66 l  17.44 US gal | 14.52 UK gal,Dimensions,4237 mm  166.81 in.,1690 mm  66.54 in.,1350 mm  53.15 in.,2655 mm  104.53 in.,1440 mm  56.69 in.,1384 mm  54.49 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Hydro-pneumatic element,Trailing arm,Disc,Disc,ABS (Anti-lock braking system),Hydraulic Steering,195/60 R14,,,"Front, Transverse",,0.32,11.2 m  36.75 ft.,Steering rack and pinion,14,5,1520 kg  3351.03 lbs.,450 kg  992.08 lbs.,,,,,,,,,,,,,,,,,,1544 l  54.53 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
