Brand,Model,Generation,Modification (Engine),Start of production,End of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Fuel consumption (economy) - combined,Fuel Type,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph,Maximum speed,Weight-to-power ratio,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine Model/Code,Engine displacement,Number of cylinders,Position of cylinders,Cylinder Bore,Piston Stroke,Compression ratio,Number of valves per cylinder,Fuel System,Engine aspiration,Engine oil capacity,Oil viscosity,Coolant,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,Trunk (boot) space - minimum,Fuel tank capacity,Dimensions,Length,Width,Height,Wheelbase,Front track,Rear (Back) track,"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Number of Gears (automatic transmission),Front suspension,Rear suspension,Front brakes,Rear brakes,Assisting systems,Power steering,Tires size,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Maximum engine speed,Engine location,Valvetrain,Drag coefficient (Cd),Minimum turning circle (turning diameter),Steering type,Wheel rims size,Number of Gears (manual transmission),Max. weight,Max load,Permitted trailer load without brakes,CO2 emissions,Engine systems,Permitted trailer load with brakes (12%),Engine oil specification,Width including mirrors,Electric cars and hybrids specs,Gross battery capacity,All-electric range,Electric motor 1,Electric motor power,Electric motor Torque,Electric motor 2,System power,System torque,Internal combustion engine specs,Emission standard,Trunk (boot) space - maximum,Ride height (ground clearance),Approach angle,Departure angle,Front overhang,Rear overhang,100 km/h - 0,Wading depth,Fuel consumption (economy) - urban (Ethanol - E85),Fuel consumption (economy) - extra urban (Ethanol - E85),Power (Ethanol - E85),Power per litre (Ethanol - E85),Torque (Ethanol - E85),Max. roof load,Permitted towbar download,Battery voltage,Battery technology,Average Energy consumption,Power (CNG),Power per litre (CNG),Torque (CNG),Ramp angle,Permitted trailer load with brakes (8%),Net (usable) battery capacity,All-electric range (WLTP),Average Energy consumption (WLTP),Width with mirrors folded,Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),AdBlue tank,Fuel consumption at Low speed (WLTP),Fuel consumption at Medium speed (WLTP),Fuel consumption at high speed (WLTP),Fuel consumption at very high speed (WLTP),Combined fuel consumption (WLTP),CO2 emissions (WLTP),"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Fuel consumption (economy) - combined (Ethanol - E85),CO2 emissions (Ethanol - E85),Fuel consumption (economy) - urban (LPG) (NEDC),Fuel consumption (economy) - extra urban (LPG) (NEDC),Fuel consumption (economy) - combined (LPG) (NEDC),CO2 emissions (LPG) (NEDC),Fuel tank capacity (LPG),All-electric range (NEDC),Average Energy consumption (NEDC),Acceleration 0 - 300 km/h
Chevrolet,Equinox,Equinox III,1.5i (173 Hp) Automatic,2017 year,2021 year,Internal Combustion engine,SUV,5,5,Performance specs,9 l/100 km  26.13 US mpg31.39 UK mpg11.11 km/l,7.3 l/100 km  32.22 US mpg38.7 UK mpg13.7 km/l,,Petrol (Gasoline),,,,,"8.8 kg/Hp, 113 Hp/tonne","5.6 kg/Nm, 179.6 Nm/tonne",Engine specs,173 Hp @ 5600 rpm.,116.1 Hp/l,275 Nm @ 2500-4500 rpm.  202.83 lb.-ft. @ 2500-4500 rpm.,LYX,1490 cm3 90.93 cu. in.,4,Inline,74 mm  2.91 in.,86.6 mm  3.41 in.,10,4,Direct injection,Turbocharger,4.0 l  4.23 US qt | 3.52 UK qt,Log in to see.,6.6 l  6.97 US qt | 5.81 UK qt,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1531 kg  3375.28 lbs.,847 l  29.91 cu. ft.,56 l  14.79 US gal | 12.32 UK gal,Dimensions,4651 mm  183.11 in.,1844 mm  72.6 in.,1661 mm  65.39 in.,2725 mm  107.28 in.,1580 mm  62.2 in.,1580 mm  62.2 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,6 Hydra-Matic,"Independent, Spring McPherson, with stabilizer",Multi-link independent,Ventilated discs,Disc,ABS (Anti-lock braking system),Electric Steering,225/65 R17,,,"Front, Longitudinal",DOHC-CVVT,,11.4 m  37.4 ft.,Steering rack and pinion,17,,,,,,,,,,,,,,,,,,,,,1798 l  63.5 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet,Equinox,Equinox II (facelift 2016),3.6 V6 (305 Hp) AWD Automatic,2016 year,2017 year,Internal Combustion engine,SUV,5,5,Performance specs,14.7 l/100 km  16 US mpg19.22 UK mpg6.8 km/l,10.2 l/100 km  23.06 US mpg27.69 UK mpg9.8 km/l,,Petrol (Gasoline),,,,,"6.2 kg/Hp, 161.3 Hp/tonne","5.1 kg/Nm, 195.1 Nm/tonne",Engine specs,305 Hp @ 6500 rpm.,85.6 Hp/l,369 Nm @ 4800 rpm.  272.16 lb.-ft. @ 4800 rpm.,LFX,3564 cm3 217.49 cu. in.,6,V-engine,94 mm  3.7 in.,85.6 mm  3.37 in.,11.5,4,Direct injection,Naturally aspirated engine,5.7 l  6.02 US qt | 5.02 UK qt,Log in to see.,10.2 l  10.78 US qt | 8.97 UK qt,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1891 kg  4168.94 lbs.,892 l  31.5 cu. ft.,71 l  18.76 US gal | 15.62 UK gal,Dimensions,4770 mm  187.8 in.,1841 mm  72.48 in.,1684 mm  66.3 in.,2857 mm  112.48 in.,1598 mm  62.91 in.,1577 mm  62.09 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),6 Hydra-Matic,"Independent, Spring McPherson, with stabilizer","Independent, spring multi-link with stabilizer",Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),Hydraulic Steering,225/65 R17; 235/55 R18,,,"Front, Longitudinal",DOHC-CVVT,,12.2 m  40.03 ft.,Steering rack and pinion,17; 18,,,,,,,1588 kg  3500.94 lbs.,,,,,,,,,,,,,,1804 l  63.71 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet,Equinox,Equinox II (facelift 2016),3.6 V6 (305 Hp) Automatic,2016 year,2017 year,Internal Combustion engine,SUV,5,5,Performance specs,13.8 l/100 km  17.04 US mpg20.47 UK mpg7.25 km/l,9.8 l/100 km  24 US mpg28.82 UK mpg10.2 km/l,,Petrol (Gasoline),,,,,"6.1 kg/Hp, 163.5 Hp/tonne","5.1 kg/Nm, 197.9 Nm/tonne",Engine specs,305 Hp @ 6500 rpm.,85.6 Hp/l,369 Nm @ 4800 rpm.  272.16 lb.-ft. @ 4800 rpm.,LFX,3564 cm3 217.49 cu. in.,6,V-engine,94 mm  3.7 in.,85.6 mm  3.37 in.,11.5,4,Direct injection,Naturally aspirated engine,5.7 l  6.02 US qt | 5.02 UK qt,Log in to see.,10.2 l  10.78 US qt | 8.97 UK qt,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1865 kg  4111.62 lbs.,892 l  31.5 cu. ft.,71 l  18.76 US gal | 15.62 UK gal,Dimensions,4770 mm  187.8 in.,1841 mm  72.48 in.,1684 mm  66.3 in.,2857 mm  112.48 in.,1598 mm  62.91 in.,1577 mm  62.09 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,6 Hydra-Matic,"Independent, Spring McPherson, with stabilizer","Independent, spring multi-link with stabilizer",Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),Hydraulic Steering,225/65 R17; 235/55 R18,,,"Front, Longitudinal",DOHC-CVVT,,12.2 m  40.03 ft.,Steering rack and pinion,17; 18,,,,,,,1588 kg  3500.94 lbs.,,,,,,,,,,,,,,1804 l  63.71 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet,Equinox,Equinox II (facelift 2016),2.4 (184 Hp) AWD Automatic,2016 year,2017 year,Internal Combustion engine,SUV,5,5,Performance specs,11.7 l/100 km  20.1 US mpg24.14 UK mpg8.55 km/l,8.4 l/100 km  28 US mpg33.63 UK mpg11.9 km/l,,Petrol (Gasoline),,,,,"9.7 kg/Hp, 103.3 Hp/tonne","7.6 kg/Nm, 130.8 Nm/tonne",Engine specs,184 Hp @ 6700 rpm.,77.2 Hp/l,233 Nm @ 4900 rpm.  171.85 lb.-ft. @ 4900 rpm.,LEA,2384 cm3 145.48 cu. in.,4,Inline,88 mm  3.46 in.,98 mm  3.86 in.,11.2,4,Direct injection,Naturally aspirated engine,4.7 l  4.97 US qt | 4.14 UK qt,Log in to see.,7.8 l  8.24 US qt | 6.86 UK qt,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1781 kg  3926.43 lbs.,892 l  31.5 cu. ft.,71 l  18.76 US gal | 15.62 UK gal,Dimensions,4770 mm  187.8 in.,1841 mm  72.48 in.,1684 mm  66.3 in.,2857 mm  112.48 in.,1598 mm  62.91 in.,1577 mm  62.09 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),6 Hydra-Matic,"Independent, Spring McPherson, with stabilizer","Independent, spring multi-link with stabilizer",Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),Electric Steering,225/65 R17; 235/55 R18,,,"Front, Longitudinal",DOHC-CVVT,,12.2 m  40.03 ft.,Steering rack and pinion,17; 18,,,,,,,680 kg  1499.14 lbs.,,,,,,,,,,,,,,1804 l  63.71 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet,Equinox,Equinox II (facelift 2016),2.4 (184 Hp) Automatic,2016 year,2017 year,Internal Combustion engine,SUV,5,5,Performance specs,11.2 l/100 km  21 US mpg25.22 UK mpg8.93 km/l,7.6 l/100 km  30.95 US mpg37.17 UK mpg13.16 km/l,,Petrol (Gasoline),,,,,"9.3 kg/Hp, 107.8 Hp/tonne","7.3 kg/Nm, 136.5 Nm/tonne",Engine specs,184 Hp @ 6700 rpm.,77.2 Hp/l,233 Nm @ 4900 rpm.  171.85 lb.-ft. @ 4900 rpm.,LEA,2384 cm3 145.48 cu. in.,4,Inline,88 mm  3.46 in.,98 mm  3.86 in.,11.2,4,Direct injection,Naturally aspirated engine,4.7 l  4.97 US qt | 4.14 UK qt,Log in to see.,7.8 l  8.24 US qt | 6.86 UK qt,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1707 kg  3763.29 lbs.,892 l  31.5 cu. ft.,71 l  18.76 US gal | 15.62 UK gal,Dimensions,4770 mm  187.8 in.,1841 mm  72.48 in.,1684 mm  66.3 in.,2857 mm  112.48 in.,1598 mm  62.91 in.,1577 mm  62.09 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,6 Hydra-Matic,"Independent, Spring McPherson, with stabilizer","Independent, spring multi-link with stabilizer",Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),Electric Steering,225/65 R17; 235/55 R18,,,"Front, Longitudinal",DOHC-CVVT,,12.2 m  40.03 ft.,Steering rack and pinion,17; 18,,,,,,,680 kg  1499.14 lbs.,,,,,,,,,,,,,,1804 l  63.71 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet,Equinox,Equinox,3.4 i V6 (185 Hp) AWD Automatic,2005 year,2009 year,Internal Combustion engine,SUV,5,5,Performance specs,13.5 l/100 km  17.42 US mpg20.92 UK mpg7.41 km/l,9 l/100 km  26.13 US mpg31.39 UK mpg11.11 km/l,11.5 l/100 km  20.45 US mpg24.56 UK mpg8.7 km/l,Petrol (Gasoline),9 sec,9 sec,,180 km/h  111.85 mph,"9.2 kg/Hp, 109.1 Hp/tonne","5.9 kg/Nm, 168.1 Nm/tonne",Engine specs,185 Hp @ 5200 rpm.,55.2 Hp/l,285 Nm @ 3800 rpm.  210.21 lb.-ft. @ 3800 rpm.,LNJ,3350 cm3 204.43 cu. in.,6,V-engine,92 mm  3.62 in.,84 mm  3.31 in.,9.5,2,Multi-point indirect injection,Naturally aspirated engine,3.8 l  4.02 US qt | 3.34 UK qt,Log in to see.,9.9 l  10.46 US qt | 8.71 UK qt,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1695 kg  3736.84 lbs.,860 l  30.37 cu. ft.,63 l  16.64 US gal | 13.86 UK gal,Dimensions,4795 mm  188.78 in.,1835 mm  72.24 in.,1705 mm  67.13 in.,2860 mm  112.6 in.,1565 mm  61.61 in.,1570 mm  61.81 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),5,Spring Strut,Transverse stabilizer,Ventilated discs,Disc,ABS (Anti-lock braking system),,235/65 R16,8.6 sec,,"Front, Transverse",,,,Steering rack and pinion,6.5J x 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet,Equinox,Equinox,3.4 i V6 (185 Hp) Automatic,2005 year,2009 year,Internal Combustion engine,SUV,5,5,Performance specs,12.7 l/100 km  18.52 US mpg22.24 UK mpg7.87 km/l,8.6 l/100 km  27.35 US mpg32.85 UK mpg11.63 km/l,10.9 l/100 km  21.58 US mpg25.92 UK mpg9.17 km/l,Petrol (Gasoline),9 sec,9 sec,,180 km/h  111.85 mph,"8.8 kg/Hp, 113.1 Hp/tonne","5.7 kg/Nm, 174.3 Nm/tonne",Engine specs,185 Hp @ 5200 rpm.,55.2 Hp/l,285 Nm @ 3800 rpm.  210.21 lb.-ft. @ 3800 rpm.,LNJ,3350 cm3 204.43 cu. in.,6,V-engine,92 mm  3.62 in.,84 mm  3.31 in.,9.5,2,Multi-point indirect injection,Naturally aspirated engine,3.8 l  4.02 US qt | 3.34 UK qt,Log in to see.,9.9 l  10.46 US qt | 8.71 UK qt,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1635 kg  3604.56 lbs.,860 l  30.37 cu. ft.,63 l  16.64 US gal | 13.86 UK gal,Dimensions,4795 mm  188.78 in.,1835 mm  72.24 in.,1705 mm  67.13 in.,2860 mm  112.6 in.,1565 mm  61.61 in.,1570 mm  61.81 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,5,Spring Strut,Transverse stabilizer,Ventilated discs,Disc,ABS (Anti-lock braking system),,235/65 R16,8.6 sec,,"Front, Transverse",,,,Steering rack and pinion,6.5J x 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet,Evanda,Evanda,2.0 i 16V (131 Hp) Automatic,2004 year,2006 year,Internal Combustion engine,Sedan,5,4,Performance specs,13.4 l/100 km  17.55 US mpg21.08 UK mpg7.46 km/l,7.3 l/100 km  32.22 US mpg38.7 UK mpg13.7 km/l,9.6 l/100 km  24.5 US mpg29.43 UK mpg10.42 km/l,Petrol (Gasoline),11.8 sec,11.8 sec,,190 km/h  118.06 mph,"10.9 kg/Hp, 92.1 Hp/tonne","7.9 kg/Nm, 127.3 Nm/tonne",Engine specs,131 Hp @ 5400 rpm.,65.6 Hp/l,181 Nm @ 4200 rpm.  133.5 lb.-ft. @ 4200 rpm.,,1998 cm3 121.93 cu. in.,4,Inline,86 mm  3.39 in.,86 mm  3.39 in.,9.6,4,Multi-point indirect injection,Naturally aspirated engine,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1422 kg  3134.97 lbs.,435 l  15.36 cu. ft.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4770 mm  187.8 in.,1815 mm  71.46 in.,1440 mm  56.69 in.,2700 mm  106.3 in.,1550 mm  61.02 in.,1535 mm  60.43 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,4,Spring Strut,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),,205/65 R16,11.2 sec,,"Front, Transverse",DOHC,,,Steering rack and pinion,16,,1912 kg  4215.24 lbs.,490 kg  1080.27 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet,Evanda,Evanda,2.0 i 16V (131 Hp),2004 year,2006 year,Internal Combustion engine,Sedan,5,4,Performance specs,12.3 l/100 km  19.12 US mpg22.97 UK mpg8.13 km/l,6.8 l/100 km  34.59 US mpg41.54 UK mpg14.71 km/l,8.8 l/100 km  26.73 US mpg32.1 UK mpg11.36 km/l,Petrol (Gasoline),9.8 sec,9.8 sec,,200 km/h  124.27 mph,"10.9 kg/Hp, 92.1 Hp/tonne","7.9 kg/Nm, 127.3 Nm/tonne",Engine specs,131 Hp @ 5400 rpm.,65.6 Hp/l,181 Nm @ 4200 rpm.  133.5 lb.-ft. @ 4200 rpm.,,1998 cm3 121.93 cu. in.,4,Inline,86 mm  3.39 in.,86 mm  3.39 in.,9.6,4,Multi-point indirect injection,Naturally aspirated engine,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1422 kg  3134.97 lbs.,435 l  15.36 cu. ft.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4770 mm  187.8 in.,1815 mm  71.46 in.,1440 mm  56.69 in.,2700 mm  106.3 in.,1550 mm  61.02 in.,1535 mm  60.43 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Spring Strut,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),,205/65 R16,9.3 sec,,"Front, Transverse",DOHC,,,Steering rack and pinion,,5,1912 kg  4215.24 lbs.,490 kg  1080.27 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet,Geo Storm,Geo Storm,1.8 (140 Hp) GSI,1992 year,1993 year,Internal Combustion engine,Hatchback,,,Performance specs,,,,Petrol (Gasoline),7.1 sec,7.1 sec,,210 km/h  130.49 mph,"17.7 kg/Hp, 56.5 Hp/tonne","20.7 kg/Nm, 48.4 Nm/tonne",Engine specs,140 Hp @ 6400 rpm.,77.4 Hp/l,120 Nm @ 4600 rpm.  88.51 lb.-ft. @ 4600 rpm.,,1809 cm3 110.39 cu. in.,4,Inline,80 mm  3.15 in.,90 mm  3.54 in.,9.7,4,Multi-point indirect injection,Naturally aspirated engine,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2480 kg  5467.46 lbs.,,47 l  12.42 US gal | 10.34 UK gal,Dimensions,,,,2450 mm  96.46 in.,1430 mm  56.3 in.,1401 mm  55.16 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,,,Disc,Drum,,,205/50 VR15,6.7 sec,,"Front, Longitudinal",DOHC,,,Steering rack and pinion,6J x 15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet,Geo Storm,Geo Storm,1.6 GSi (130 Hp) Automatic,1990 year,1991 year,Internal Combustion engine,Hatchback,4,2,Performance specs,,,,Petrol (Gasoline),8 sec,8 sec,,201 km/h  124.9 mph,,,Engine specs,130 Hp @ 7000 rpm.,81.9 Hp/l,138 Nm @ 5800 rpm.  101.78 lb.-ft. @ 5800 rpm.,,1588 cm3 96.91 cu. in.,4,Inline,80 mm  3.15 in.,79 mm  3.11 in.,9.8,,Multi-point indirect injection,Naturally aspirated engine,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,310 l  10.95 cu. ft.,,Dimensions,4150 mm  163.39 in.,1695 mm  66.73 in.,1300 mm  51.18 in.,2450 mm  96.46 in.,1430 mm  56.3 in.,1450 mm  57.09 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,4,Coil spring,Helical spring,Ventilated discs,Drum,ABS (Anti-lock braking system),,,7.6 sec,,"Front, Transverse",DOHC,,,Steering rack and pinion,,,,,,,,,,,,,,,,,,,,,,620 l  21.9 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet,Geo Storm,Geo Storm,1.6 GSi (130 Hp),1990 year,1991 year,Internal Combustion engine,Hatchback,4,2,Performance specs,,,,Petrol (Gasoline),8 sec,8 sec,,201 km/h  124.9 mph,,,Engine specs,130 Hp @ 7000 rpm.,81.9 Hp/l,138 Nm @ 5800 rpm.  101.78 lb.-ft. @ 5800 rpm.,,1588 cm3 96.91 cu. in.,4,Inline,80 mm  3.15 in.,79 mm  3.11 in.,9.8,,Multi-point indirect injection,Naturally aspirated engine,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,310 l  10.95 cu. ft.,,Dimensions,4150 mm  163.39 in.,1695 mm  66.73 in.,1300 mm  51.18 in.,2450 mm  96.46 in.,1430 mm  56.3 in.,1450 mm  57.09 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Coil spring,Helical spring,Ventilated discs,Drum,ABS (Anti-lock braking system),,,7.6 sec,,"Front, Transverse",DOHC,,,Steering rack and pinion,,5,,,,,,,,,,,,,,,,,,,,620 l  21.9 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet,Geo Storm,Geo Storm,1.6 (95 Hp),1990 year,1991 year,Internal Combustion engine,Hatchback,,,Performance specs,,,,Petrol (Gasoline),,,,,,,Engine specs,95 Hp @ 5800 rpm.,59.8 Hp/l,131 Nm @ 4800 rpm.  96.62 lb.-ft. @ 4800 rpm.,,1588 cm3 96.91 cu. in.,4,Inline,80 mm  3.15 in.,79 mm  3.11 in.,9.8,,Multi-point indirect injection,Naturally aspirated engine,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,310 l  10.95 cu. ft.,,Dimensions,4150 mm  163.39 in.,1695 mm  66.73 in.,1300 mm  51.18 in.,2450 mm  96.46 in.,1430 mm  56.3 in.,1400 mm  55.12 in.,,,,,,,,,,,,,,"Front, Transverse",,,,,,,,,,,,,,,,,,,,,,,,,,620 l  21.9 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet,HHR,HHR,2.4 i 16V (175 Hp) Automatic,2005 year,"May, 2011 year",Internal Combustion engine,Station wagon (estate),5,5,Performance specs,11.8 l/100 km  19.93 US mpg23.94 UK mpg8.47 km/l,9.4 l/100 km  25.02 US mpg30.05 UK mpg10.64 km/l,10.7 l/100 km  21.98 US mpg26.4 UK mpg9.35 km/l,Petrol (Gasoline),,,,,"8.3 kg/Hp, 120.3 Hp/tonne","6.4 kg/Nm, 156.7 Nm/tonne",Engine specs,175 Hp @ 6200 rpm.,73.4 Hp/l,228 Nm @ 5000 rpm.  168.16 lb.-ft. @ 5000 rpm.,LE5,2384 cm3 145.48 cu. in.,4,Inline,88 mm  3.46 in.,98 mm  3.86 in.,10.5,4,Multi-point indirect injection,Naturally aspirated engine,4.7 l  4.97 US qt | 4.14 UK qt,Log in to see.,8.0 l  8.45 US qt | 7.04 UK qt,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1455 kg  3207.73 lbs.,638 l  22.53 cu. ft.,49 l  12.94 US gal | 10.78 UK gal,Dimensions,4475 mm  176.18 in.,1755 mm  69.09 in.,1603 mm  63.11 in.,2628 mm  103.46 in.,1491 mm  58.7 in.,1491 mm  58.7 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,4,Spring Strut,Transverse stabilizer,Ventilated discs,Drum,ABS (Anti-lock braking system),,215/55 R16,,,"Front, Transverse",DOHC,,11 m  36.09 ft.,Steering rack and pinion,6.5J X 16,,,,,,,,,,,,,,,,,,,,,1785 l  63.04 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet,HHR,HHR,2.4 i 16V (175 Hp),2005 year,"May, 2011 year",Internal Combustion engine,Station wagon (estate),5,5,Performance specs,10.6 l/100 km  22.19 US mpg26.65 UK mpg9.43 km/l,9 l/100 km  26.13 US mpg31.39 UK mpg11.11 km/l,9.8 l/100 km  24 US mpg28.82 UK mpg10.2 km/l,Petrol (Gasoline),,,,,"8.3 kg/Hp, 120.3 Hp/tonne","6.4 kg/Nm, 156.7 Nm/tonne",Engine specs,175 Hp @ 6200 rpm.,73.4 Hp/l,228 Nm @ 5000 rpm.  168.16 lb.-ft. @ 5000 rpm.,LE5,2384 cm3 145.48 cu. in.,4,Inline,88 mm  3.46 in.,98 mm  3.86 in.,10.5,4,Multi-point indirect injection,Naturally aspirated engine,4.7 l  4.97 US qt | 4.14 UK qt,Log in to see.,8.2 l  8.66 US qt | 7.21 UK qt,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1455 kg  3207.73 lbs.,638 l  22.53 cu. ft.,49 l  12.94 US gal | 10.78 UK gal,Dimensions,4475 mm  176.18 in.,1755 mm  69.09 in.,1603 mm  63.11 in.,2628 mm  103.46 in.,1491 mm  58.7 in.,1491 mm  58.7 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Spring Strut,Transverse stabilizer,Ventilated discs,Drum,ABS (Anti-lock braking system),,215/55 R16,,,"Front, Transverse",DOHC,,11 m  36.09 ft.,Steering rack and pinion,6.5J X 16,5,,,,,,,,,,,,,,,,,,,,1785 l  63.04 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
