Brand,Model,Generation,Modification (Engine),Start of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Fuel consumption (economy) - combined,CO2 emissions,Fuel Type,Weight-to-power ratio,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine location,Engine displacement,Number of cylinders,Position of cylinders,Fuel System,Engine aspiration,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Front suspension,Rear suspension,Front brakes,Rear brakes,Assisting systems,Tires size,Wheel rims size,End of production,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Maximum speed,Emission standard,Number of valves per cylinder,Valvetrain,Trunk (boot) space - minimum,Fuel tank capacity,Dimensions,Length,Width,Height,Wheelbase,Front track,Rear (Back) track,Number of Gears (automatic transmission),Steering type,Engine Model/Code,Cylinder Bore,Piston Stroke,Compression ratio,Engine oil capacity,Oil viscosity,Coolant,Max. weight,Max load,Trunk (boot) space - maximum,Minimum turning circle (turning diameter),Power steering,Number of Gears (manual transmission),Maximum engine speed,Ride height (ground clearance),Drag coefficient (Cd),Electric cars and hybrids specs,Battery voltage,Battery technology,Electric motor 1,Electric motor power,Electric motor Torque,System power,Internal combustion engine specs,Permitted trailer load with brakes (12%),Gross battery capacity,Electric motor 2,Engine systems,Permitted trailer load without brakes,Width including mirrors,System torque,Acceleration 0 - 60 mph,Width with mirrors folded,Front overhang,Rear overhang,Approach angle,Departure angle,Ramp angle,Permitted towbar download,Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),Acceleration 0 - 200 km/h,All-electric range,Combined fuel consumption (WLTP),CO2 emissions (WLTP),"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Max. roof load
Iran Khodro,Soren,Soren,ELX 1.6 16V (113 Hp),2008 year,Internal Combustion engine,Sedan,5,4,Performance specs,,,7.5 l/100 km  31.36 US mpg37.66 UK mpg13.33 km/l,,Petrol (Gasoline),"10.6 kg/Hp, 94.2 Hp/tonne","7.7 kg/Nm, 129.2 Nm/tonne",Engine specs,113 Hp @ 6000 rpm.,68.6 Hp/l,155 Nm  114.32 lb.-ft.,,1648 cm3 100.57 cu. in.,4,Inline,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1200 kg  2645.55 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,,Ventilated discs,Drum,ABS (Anti-lock braking system),,,,13.5 sec,13.5 sec,12.8 sec,189 km/h  117.44 mph,Euro 4,4,,500 l  17.66 cu. ft.,70 l  18.49 US gal | 15.4 UK gal,,,,,,,,,,EF7,,,11,,,,1743 kg  3842.66 lbs.,543 kg  1197.11 lbs.,,,Hydraulic Steering,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran Khodro,Soren,Soren,1.6 16V (110 Hp),2007 year,Internal Combustion engine,Sedan,5,4,Performance specs,,,,,Petrol (Gasoline),,,Engine specs,110 Hp @ 6500 rpm.,70.5 Hp/l,153 Nm @ 3000 rpm.  112.85 lb.-ft. @ 3000 rpm.,"Front, Transverse",1561 cm3 95.26 cu. in.,4,Inline,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,,,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,,,,,,,,,,,,,4,,,,Dimensions,4527 mm  178.23 in.,1720 mm  67.72 in.,1460 mm  57.48 in.,,,,,,,,,9.3,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irmscher,Coupe,Coupe,1.6 16V (106 Hp),1997 year,Internal Combustion engine,Coupe,,,Performance specs,,,,,Petrol (Gasoline),,,Engine specs,106 Hp,,,,,,,,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irmscher,GT,GT,3.6 (200 Hp),1988 year,Internal Combustion engine,Grand Tourer,,,Performance specs,,,,,Petrol (Gasoline),,,Engine specs,200 Hp,,,,,,,,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,1990 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irmscher,Omega Caravan,Omega Caravan,4.0 i (272 Hp),1990 year,Internal Combustion engine,Station wagon (estate),,,Performance specs,,,,,Petrol (Gasoline),,,Engine specs,272 Hp,,,,,,,,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,1996 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irmscher,Senator,Senator,4.0 i 24V (272 Hp),1990 year,Internal Combustion engine,Sedan,,,Performance specs,,,,,Petrol (Gasoline),,,Engine specs,272 Hp,,,,,,,,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,1996 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isdera,Commendatore,Commendatore GT,105 kWh (816 Hp) 4WD Electric,2018 year,BEV (Electric Vehicle),Coupe,4,2,Performance specs,,,,,Electricity,"2.1 kg/Hp, 466.3 Hp/tonne",,,,,,,,,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1750 kg  3858.09 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,,,,ABS (Anti-lock braking system),,,,3.7 sec,3.7 sec,3.5 sec,302 km/h  187.65 mph,,,,,,Dimensions,4920 mm  193.7 in.,1950 mm  76.77 in.,1290 mm  50.79 in.,2820 mm  111.02 in.,,,1,,,,,,,,,,,,,,,,,,Electric cars and hybrids specs,,,Electric motor 1,816 Hp,1060 Nm  781.82 lb.-ft.,816 Hp,,,105 kWh,,,,,,,,,,,,,,,,,9.8 sec,500 km  310.69 mi,,,,,,,
Isdera,Commendatore,Commendatore,112i (408 Hp),1993 year,Internal Combustion engine,Coupe,2,2,Performance specs,,,,,Petrol (Gasoline),,,Engine specs,408 Hp,,,,,,,,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,,,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,,,,,,1999 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isdera,Imperator,Imperator,5.0 i V8 32V (330 Hp),1984 year,Internal Combustion engine,Coupe,2,2,Performance specs,,,13.9 l/100 km  16.92 US mpg20.32 UK mpg7.19 km/l,,Petrol (Gasoline),"4.1 kg/Hp, 244.4 Hp/tonne","3 kg/Nm, 333.3 Nm/tonne",Engine specs,330 Hp @ 5500 rpm.,66.4 Hp/l,450 Nm @ 4000 rpm.  331.9 lb.-ft. @ 4000 rpm.,,4973 cm3 303.47 cu. in.,8,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1350 kg  2976.24 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Coil spring,Helical spring,Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),285/40 R15,,1993 year,5.5 sec,5.5 sec,5.2 sec,292 km/h  181.44 mph,,4,,330 l  11.65 cu. ft.,106 l  28 US gal | 23.32 UK gal,Dimensions,4240 mm  166.93 in.,1835 mm  72.24 in.,1835 mm  72.24 in.,2480 mm  97.64 in.,1480 mm  58.27 in.,1410 mm  55.51 in.,,,,96.5 mm  3.8 in.,85 mm  3.35 in.,10,,,,1640 kg  3615.58 lbs.,290 kg  639.34 lbs.,,8.9 m  29.2 ft.,Hydraulic Steering,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isdera,Spyder,Spyder,3.0 i 24V (036i) (235 Hp),1983 year,Internal Combustion engine,Cabriolet,2,2,Performance specs,,,8.8 l/100 km  26.73 US mpg32.1 UK mpg11.36 km/l,,Petrol (Gasoline),"4.3 kg/Hp, 235 Hp/tonne","3.7 kg/Nm, 272 Nm/tonne",Engine specs,235 Hp @ 6300 rpm.,79.4 Hp/l,272 Nm @ 4600 rpm.  200.62 lb.-ft. @ 4600 rpm.,,2960 cm3 180.63 cu. in.,6,Inline,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1000 kg  2204.62 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),285/40 R15,,,5.9 sec,5.9 sec,5.6 sec,262 km/h  162.8 mph,,4,,300 l  10.59 cu. ft.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4160 mm  163.78 in.,1710 mm  67.32 in.,1130 mm  44.49 in.,2515 mm  99.02 in.,1430 mm  56.3 in.,1400 mm  55.12 in.,,,,88.5 mm  3.48 in.,80.2 mm  3.16 in.,10,,,,1200 kg  2645.55 lbs.,200 kg  440.92 lbs.,,8.9 m  29.2 ft.,Hydraulic Steering,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IsoRivolta,Vision,Vision Gran Tourismo,6.2 V8 (997 Hp) Automatic,2018 year,Internal Combustion engine,Coupe,2,2,Performance specs,,,,,Petrol (Gasoline),"1.1 kg/Hp, 883.1 Hp/tonne",,Engine specs,997 Hp,,,,,8,V-engine,,"Twin-Turbo, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1129 kg  2489.02 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),,,,2.7 sec,2.7 sec,2.6 sec,365 km/h  226.8 mph,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Ascender,Ascender,5.3 i V8 4WD (304 Hp),2005 year,Internal Combustion engine,SUV,7,5,Performance specs,16.8 l/100 km  14 US mpg16.81 UK mpg5.95 km/l,12.4 l/100 km  18.97 US mpg22.78 UK mpg8.06 km/l,,,Petrol (Gasoline),"7.6 kg/Hp, 130.8 Hp/tonne","5.2 kg/Nm, 192.3 Nm/tonne",Engine specs,304 Hp @ 5200 rpm.,57.1 Hp/l,447 Nm @ 4000 rpm.  329.69 lb.-ft. @ 4000 rpm.,"Front, Longitudinal",5327 cm3 325.07 cu. in.,8,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2325 kg  5125.75 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),245/65 R17,,2007 year,,,,,,2,,630 l  22.25 cu. ft.,95 l  25.1 US gal | 20.9 UK gal,Dimensions,5273 mm  207.6 in.,1933 mm  76.1 in.,1918 mm  75.51 in.,3275 mm  128.94 in.,1603 mm  63.11 in.,1576 mm  62.05 in.,4,,,96 mm  3.78 in.,92 mm  3.62 in.,9.9,,,,2903 kg  6400.02 lbs.,578 kg  1274.27 lbs.,2837 l  100.19 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Ascender,Ascender,5.3 i V8 2WD (304 Hp),2005 year,Internal Combustion engine,SUV,7,5,Performance specs,15.7 l/100 km  14.98 US mpg17.99 UK mpg6.37 km/l,11.8 l/100 km  19.93 US mpg23.94 UK mpg8.47 km/l,,,Petrol (Gasoline),"7.4 kg/Hp, 135.7 Hp/tonne","5 kg/Nm, 199.6 Nm/tonne",Engine specs,304 Hp @ 5200 rpm.,57.1 Hp/l,447 Nm @ 4000 rpm.  329.69 lb.-ft. @ 4000 rpm.,"Front, Longitudinal",5327 cm3 325.07 cu. in.,8,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2240 kg  4938.35 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),245/65 R17,,2007 year,,,,,,2,,630 l  22.25 cu. ft.,95 l  25.1 US gal | 20.9 UK gal,Dimensions,5273 mm  207.6 in.,1933 mm  76.1 in.,1918 mm  75.51 in.,3275 mm  128.94 in.,1603 mm  63.11 in.,1576 mm  62.05 in.,4,,,96 mm  3.78 in.,92 mm  3.62 in.,9.9,,,,2812 kg  6199.4 lbs.,572 kg  1261.04 lbs.,2837 l  100.19 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Ascender,Ascender,5.3 i V8 16V 4WD (294 Hp),2003 year,Internal Combustion engine,SUV,7,5,Performance specs,16.8 l/100 km  14 US mpg16.81 UK mpg5.95 km/l,13.1 l/100 km  17.96 US mpg21.56 UK mpg7.63 km/l,,,Petrol (Gasoline),"7.9 kg/Hp, 125.9 Hp/tonne","5.3 kg/Nm, 188.4 Nm/tonne",Engine specs,294 Hp @ 5200 rpm.,55.2 Hp/l,440 Nm @ 4000 rpm.  324.53 lb.-ft. @ 4000 rpm.,"Front, Longitudinal",5327 cm3 325.07 cu. in.,8,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2335 kg  5147.79 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),245/65 R17,,2004 year,,,,175 km/h  108.74 mph,,2,,630 l  22.25 cu. ft.,95 l  25.1 US gal | 20.9 UK gal,Dimensions,5273 mm  207.6 in.,1933 mm  76.1 in.,1918 mm  75.51 in.,3275 mm  128.94 in.,1603 mm  63.11 in.,1576 mm  62.05 in.,4,,,96 mm  3.78 in.,92 mm  3.62 in.,9.5,,,,2903 kg  6400.02 lbs.,568 kg  1252.23 lbs.,2837 l  100.19 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Ascender,Ascender,5.3 i V8 16V 2WD (294 Hp),2003 year,Internal Combustion engine,SUV,7,5,Performance specs,15.7 l/100 km  14.98 US mpg17.99 UK mpg6.37 km/l,12.4 l/100 km  18.97 US mpg22.78 UK mpg8.06 km/l,,,Petrol (Gasoline),"7.7 kg/Hp, 130.7 Hp/tonne","5.1 kg/Nm, 195.6 Nm/tonne",Engine specs,294 Hp @ 5200 rpm.,55.2 Hp/l,440 Nm @ 4000 rpm.  324.53 lb.-ft. @ 4000 rpm.,"Front, Longitudinal",5327 cm3 325.07 cu. in.,8,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2250 kg  4960.4 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),245/65 R17,,2004 year,,,,175 km/h  108.74 mph,,2,,630 l  22.25 cu. ft.,95 l  25.1 US gal | 20.9 UK gal,Dimensions,5273 mm  207.6 in.,1933 mm  76.1 in.,1918 mm  75.51 in.,3275 mm  128.94 in.,1603 mm  63.11 in.,1576 mm  62.05 in.,4,,,96 mm  3.78 in.,92 mm  3.62 in.,9.5,,,,2812 kg  6199.4 lbs.,562 kg  1239 lbs.,2837 l  100.19 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Ascender,Ascender,4.2 i 24V 4WD (279 Hp),2003 year,Internal Combustion engine,SUV,7,5,Performance specs,15.7 l/100 km  14.98 US mpg17.99 UK mpg6.37 km/l,11.8 l/100 km  19.93 US mpg23.94 UK mpg8.47 km/l,,,Petrol (Gasoline),"8.4 kg/Hp, 119.7 Hp/tonne","6.2 kg/Nm, 160.1 Nm/tonne",Engine specs,279 Hp @ 6000 rpm.,67.1 Hp/l,373 Nm @ 3600 rpm.  275.11 lb.-ft. @ 3600 rpm.,"Front, Longitudinal",4157 cm3 253.68 cu. in.,6,Inline,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2330 kg  5136.77 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),245/65 R17,,2008 year,,,,175 km/h  108.74 mph,,4,DOHC,630 l  22.25 cu. ft.,95 l  25.1 US gal | 20.9 UK gal,Dimensions,5273 mm  207.6 in.,1933 mm  76.1 in.,1918 mm  75.51 in.,3277 mm  129.02 in.,1603 mm  63.11 in.,1603 mm  63.11 in.,5,,,93 mm  3.66 in.,102 mm  4.02 in.,10.1,,,,2880 kg  6349.31 lbs.,550 kg  1212.54 lbs.,2837 l  100.19 cu. ft.,,Hydraulic Steering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Ascender,Ascender,4.2 i 24V 2WD (279 Hp),2003 year,Internal Combustion engine,SUV,7,5,Performance specs,15.7 l/100 km  14.98 US mpg17.99 UK mpg6.37 km/l,11.8 l/100 km  19.93 US mpg23.94 UK mpg8.47 km/l,,,Petrol (Gasoline),"8 kg/Hp, 124.3 Hp/tonne","6 kg/Nm, 166.1 Nm/tonne",Engine specs,279 Hp @ 6000 rpm.,67.1 Hp/l,373 Nm @ 3600 rpm.  275.11 lb.-ft. @ 3600 rpm.,"Front, Longitudinal",4157 cm3 253.68 cu. in.,6,Inline,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2245 kg  4949.38 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),245/65 R17,,2008 year,,,,175 km/h  108.74 mph,,4,DOHC,630 l  22.25 cu. ft.,95 l  25.1 US gal | 20.9 UK gal,Dimensions,5273 mm  207.6 in.,1933 mm  76.1 in.,1918 mm  75.51 in.,3277 mm  129.02 in.,1603 mm  63.11 in.,1603 mm  63.11 in.,5,,,93 mm  3.66 in.,102 mm  4.02 in.,10.1,,,,2813 kg  6201.6 lbs.,568 kg  1252.23 lbs.,2837 l  100.19 cu. ft.,,Hydraulic Steering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Aska,Aska IV (GS-5),2.0 i 16V (150 Hp) Automatic,1998 year,Internal Combustion engine,Sedan,5,4,Performance specs,,,,,Petrol (Gasoline),,,Engine specs,150 Hp @ 6000 rpm.,75.1 Hp/l,186 Nm @ 5000 rpm.  137.19 lb.-ft. @ 5000 rpm.,"Front, Transverse",1997 cm3 121.86 cu. in.,4,Inline,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),195/60 R15,15,2002 year,,,,,,4,OHC,446 l  15.75 cu. ft.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4635 mm  182.48 in.,1695 mm  66.73 in.,1270 mm  50 in.,2665 mm  104.92 in.,1480 mm  58.27 in.,1480 mm  58.27 in.,4,Steering rack and pinion,6HEITC,85 mm  3.35 in.,88 mm  3.46 in.,9,,,,1545 kg  3406.14 lbs.,,,,Hydraulic Steering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Aska,Aska IV (GS-5),2.0 i 16V (150 Hp),1998 year,Internal Combustion engine,Sedan,5,4,Performance specs,8.06 l/100 km  29.18 US mpg35.05 UK mpg12.41 km/l,4.65 l/100 km  50.58 US mpg60.75 UK mpg21.51 km/l,,,Petrol (Gasoline),,,Engine specs,150 Hp @ 6000 rpm.,75.1 Hp/l,186 Nm @ 5000 rpm.  137.19 lb.-ft. @ 5000 rpm.,"Front, Transverse",1997 cm3 121.86 cu. in.,4,Inline,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),195/60 R15,,2002 year,,,,,,4,OHC,446 l  15.75 cu. ft.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4635 mm  182.48 in.,1695 mm  66.73 in.,1270 mm  50 in.,2665 mm  104.92 in.,1480 mm  58.27 in.,1480 mm  58.27 in.,,Steering rack and pinion,6HEITC,85 mm  3.35 in.,88 mm  3.46 in.,9,,,,1545 kg  3406.14 lbs.,,,,Hydraulic Steering,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Aska,Aska IV (GS-5),1.8 i 16V (140 Hp),1998 year,Internal Combustion engine,Sedan,5,4,Performance specs,6.41 l/100 km  36.69 US mpg44.07 UK mpg15.6 km/l,3.8 l/100 km  61.9 US mpg74.34 UK mpg26.32 km/l,,,Petrol (Gasoline),,,Engine specs,140 Hp @ 6100 rpm.,75.7 Hp/l,172 Nm @ 5000 rpm.  126.86 lb.-ft. @ 5000 rpm.,"Front, Transverse",1849 cm3 112.83 cu. in.,4,Inline,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),185/70 R14,,2002 year,,,,,,4,OHC,446 l  15.75 cu. ft.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4635 mm  182.48 in.,1695 mm  66.73 in.,1420 mm  55.91 in.,2665 mm  104.92 in.,1480 mm  58.27 in.,1480 mm  58.27 in.,4,Steering rack and pinion,,85 mm  3.35 in.,81.5 mm  3.21 in.,9.3,,,,1535 kg  3384.1 lbs.,,,,Hydraulic Steering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Axiom,Axiom,3.5 i V6 24V 4WD (233 Hp),2001 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,14.7 l/100 km  16 US mpg19.22 UK mpg6.8 km/l,11.8 l/100 km  19.93 US mpg23.94 UK mpg8.47 km/l,,,Petrol (Gasoline),"8.3 kg/Hp, 120.4 Hp/tonne","6.2 kg/Nm, 161.2 Nm/tonne",Engine specs,233 Hp @ 5400 rpm.,66.7 Hp/l,312 Nm @ 3000 rpm.  230.12 lb.-ft. @ 3000 rpm.,"Front, Longitudinal",3494 cm3 213.22 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1935 kg  4265.94 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Double wishbone,Helical spring,Ventilated discs,Drum,ABS (Anti-lock braking system),235/65 R17,,2004 year,8.1 sec,8.1 sec,7.7 sec,180 km/h  111.85 mph,,4,DOHC,997 l  35.21 cu. ft.,74 l  19.55 US gal | 16.28 UK gal,Dimensions,4638 mm  182.6 in.,1796 mm  70.71 in.,1707 mm  67.2 in.,2703 mm  106.42 in.,1514 mm  59.61 in.,1519 mm  59.8 in.,4,Steering rack and pinion,,93.4 mm  3.68 in.,85 mm  3.35 in.,9.1,,,,2360 kg  5202.91 lbs.,425 kg  936.96 lbs.,2418 l  85.39 cu. ft.,,Hydraulic Steering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Axiom,Axiom,3.5 i V6 24V 2WD (233 Hp),2001 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,14.7 l/100 km  16 US mpg19.22 UK mpg6.8 km/l,11.8 l/100 km  19.93 US mpg23.94 UK mpg8.47 km/l,,,Petrol (Gasoline),"7.8 kg/Hp, 128 Hp/tonne","5.8 kg/Nm, 171.4 Nm/tonne",Engine specs,233 Hp @ 5400 rpm.,66.7 Hp/l,312 Nm @ 3000 rpm.  230.12 lb.-ft. @ 3000 rpm.,"Front, Longitudinal",3494 cm3 213.22 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1820 kg  4012.41 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Double wishbone,Helical spring,Ventilated discs,Drum,ABS (Anti-lock braking system),235/65 R17,,2004 year,,,,180 km/h  111.85 mph,,4,DOHC,997 l  35.21 cu. ft.,74 l  19.55 US gal | 16.28 UK gal,Dimensions,4638 mm  182.6 in.,1796 mm  70.71 in.,1707 mm  67.2 in.,2703 mm  106.42 in.,1514 mm  59.61 in.,1519 mm  59.8 in.,4,Steering rack and pinion,,93.4 mm  3.68 in.,85 mm  3.35 in.,9.1,,,,2247 kg  4953.79 lbs.,427 kg  941.37 lbs.,2418 l  85.39 cu. ft.,,Hydraulic Steering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Bighorn,Bighorn (SUV),3.5 i V6 (233 Hp) Automatic,1998 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,,,,,Petrol (Gasoline),"8.7 kg/Hp, 114.8 Hp/tonne","6.5 kg/Nm, 153.7 Nm/tonne",Engine specs,233 Hp @ 5400 rpm.,66.7 Hp/l,312 Nm @ 3000 rpm.  230.12 lb.-ft. @ 3000 rpm.,"Front, Longitudinal",3494 cm3 213.22 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2030 kg  4475.38 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,,Ventilated discs,Drum,,245/70 R16,7JJ x 16,2002 year,,,,,,4,DOHC,,85 l  22.45 US gal | 18.7 UK gal,Dimensions,4750 mm  187.01 in.,1745 mm  68.7 in.,1840 mm  72.44 in.,2760 mm  108.66 in.,1455 mm  57.28 in.,1460 mm  57.48 in.,4,,,93.4 mm  3.68 in.,85 mm  3.35 in.,9.1,,,,,,,11.6 m  38.06 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
