Brand,Model,Generation,Modification (Engine),Start of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel Type,Maximum speed,Weight-to-power ratio,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine displacement,Number of cylinders,Position of cylinders,Engine aspiration,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,Fuel tank capacity,Dimensions,Length,Width,Height,Wheelbase,Front track,Rear (Back) track,Ride height (ground clearance),Approach angle,Departure angle,Ramp angle,"Drivetrain, brakes and suspension specs",Drive wheel,Number of Gears (automatic transmission),Front suspension,Rear suspension,Front brakes,Rear brakes,Assisting systems,Steering type,Power steering,Wheel rims size,Electric cars and hybrids specs,Gross battery capacity,All-electric range,Electric motor 1,Engine location,Electric motor 2,System power,System torque,Internal combustion engine specs,Fuel System,Max. weight,Max load,Trunk (boot) space - minimum,Width including mirrors,Drag coefficient (Cd),Tires size,Electric motor power,Electric motor Torque,Minimum turning circle (turning diameter),End of production,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Fuel consumption (economy) - combined,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Cylinder Bore,Piston Stroke,Compression ratio,Number of valves per cylinder,Valvetrain,Drivetrain Architecture,Number of Gears (manual transmission),Trunk (boot) space - maximum,Emission standard,Engine systems,CO2 emissions,Engine Model/Code,Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),Max. roof load,Permitted trailer load with brakes (12%),Permitted trailer load without brakes,Permitted towbar download,Front overhang,Rear overhang,Combined fuel consumption (WLTP),CO2 emissions (WLTP),"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Engine oil capacity,Oil viscosity,AdBlue tank,Battery voltage,Battery technology,All-electric range (WLTP),"All-electric range (NEDC, WLTP equivalent)",Average Energy consumption (WLTP),"Average Energy consumption (NEDC, WLTP equivalent)",Max speed (electric),Coolant,Acceleration 0 - 60 mph,Engine oil specification,Net (usable) battery capacity,Average Energy consumption,100 km/h - 0,Fuel consumption (economy) - urban (LPG),Fuel consumption (economy) - extra urban (LPG),Fuel consumption (economy) - combined (LPG),CO2 emissions (LPG),Maximum speed (LPG),Fuel tank capacity (LPG),Fuel consumption at Low speed (WLTP),Fuel consumption at Medium speed (WLTP),Fuel consumption at high speed (WLTP),Fuel consumption at very high speed (WLTP),Acceleration 0 - 200 km/h,Maximum engine speed,Electric motor 3,Power (Ethanol - E85),Acceleration 0 - 300 km/h
Kia,Cadenza,Cadenza I,3.5 V6 (290 Hp) Automatic,2010 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),230 km/h  142.92 mph,"5.4 kg/Hp, 184.1 Hp/tonne","4.7 kg/Nm, 214.6 Nm/tonne",Engine specs,290 Hp @ 6600 rpm.,83.6 Hp/l,338 Nm @ 5000 rpm.  249.3 lb.-ft. @ 5000 rpm.,3470 cm3 211.75 cu. in.,6,V-engine,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1575 kg  3472.28 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4965 mm  195.47 in.,1850 mm  72.83 in.,1475 mm  58.07 in.,2845 mm  112.01 in.,1613 mm  63.5 in.,1611 mm  63.43 in.,145 mm  5.71 in.,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,,,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,,16,,,,,"Front, Longitudinal",,,,,Multi-point indirect injection,2065 kg  4552.55 lbs.,490 kg  1080.27 lbs.,451 l  15.93 cu. ft.,,0.29,215/65 R16,,,11.08 m  36.35 ft.,2013 year,,,9.4 l/100 km  25.02 US mpg30.05 UK mpg10.64 km/l,7.2 sec,7.2 sec,6.8 sec,92 mm  3.62 in.,87 mm  3.43 in.,10.6,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,,Euro 2,,223 g/km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Cadenza,Cadenza I,2.7 V6 (200 Hp) Automatic,2009 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,"7.8 kg/Hp, 128.9 Hp/tonne","6.1 kg/Nm, 163.8 Nm/tonne",Engine specs,200 Hp @ 6000 rpm.,75.3 Hp/l,254 Nm @ 4500 rpm.  187.34 lb.-ft. @ 4500 rpm.,2657 cm3 162.14 cu. in.,6,V-engine,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1551 kg  3419.37 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4965 mm  195.47 in.,1850 mm  72.83 in.,1475 mm  58.07 in.,2845 mm  112.01 in.,1613 mm  63.5 in.,1611 mm  63.43 in.,145 mm  5.71 in.,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,,,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,,6.5J x 16,,,,,"Front, Longitudinal",,,,,Multi-point indirect injection,,,451 l  15.93 cu. ft.,,0.29,215/65 R16,,,11.08 m  36.35 ft.,2013 year,,,,,,,86.7 mm  3.41 in.,75 mm  2.95 in.,,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,,,,212 g/km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Cadenza,Cadenza I,2.7 V6 (166 Hp) Automatic,2009 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,"9.5 kg/Hp, 105.5 Hp/tonne","6.4 kg/Nm, 156.3 Nm/tonne",Engine specs,166 Hp @ 5200 rpm.,62.5 Hp/l,246 Nm @ 4000 rpm.  181.44 lb.-ft. @ 4000 rpm.,2657 cm3 162.14 cu. in.,6,V-engine,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1574 kg  3470.08 lbs.,85 l  22.45 US gal | 18.7 UK gal,Dimensions,4965 mm  195.47 in.,1850 mm  72.83 in.,1475 mm  58.07 in.,2845 mm  112.01 in.,1613 mm  63.5 in.,1611 mm  63.43 in.,145 mm  5.71 in.,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,,,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,,6.5J x 16,,,,,"Front, Longitudinal",,,,,Multi-point indirect injection,,,451 l  15.93 cu. ft.,,0.29,215/65 R16,,,11.08 m  36.35 ft.,2013 year,,,,,,,86.7 mm  3.41 in.,75 mm  2.95 in.,,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,,,,212 g/km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Cadenza,Cadenza I,2.4 (181 Hp) Automatic,2009 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,"8.3 kg/Hp, 120.2 Hp/tonne","6.5 kg/Nm, 153.4 Nm/tonne",Engine specs,181 Hp @ 6000 rpm.,76.7 Hp/l,231 Nm @ 4000 rpm.  170.38 lb.-ft. @ 4000 rpm.,2359 cm3 143.96 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1506 kg  3320.16 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4965 mm  195.47 in.,1850 mm  72.83 in.,1475 mm  58.07 in.,2845 mm  112.01 in.,1613 mm  63.5 in.,1611 mm  63.43 in.,145 mm  5.71 in.,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,,,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,,6.5J x 16,,,,,"Front, Longitudinal",,,,,Multi-point indirect injection,,,451 l  15.93 cu. ft.,,0.29,215/65 R16,,,11.08 m  36.35 ft.,2013 year,,,,,,,88 mm  3.46 in.,97 mm  3.82 in.,,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,,,,198 g/km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Capital,Capital,1.5i 16V GLX (115 Hp) Automatic,1993 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,"9.4 kg/Hp, 106.5 Hp/tonne","7.1 kg/Nm, 140.7 Nm/tonne",Engine specs,115 Hp @ 6500 rpm.,76.8 Hp/l,152 Nm @ 4800 rpm.  112.11 lb.-ft. @ 4800 rpm.,1498 cm3 91.41 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1080 kg  2380.99 lbs.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4480 mm  176.38 in.,1705 mm  67.13 in.,1405 mm  55.31 in.,2520 mm  99.21 in.,1440 mm  56.69 in.,1430 mm  56.3 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,4,Wishbone,Spring Strut,Disc,Drum,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,13,,,,,"Front, Transverse",,,,,Multi-point indirect injection,,,,,,185/70 R13,,,,1996 year,,,,,,,78 mm  3.07 in.,78.4 mm  3.09 in.,9.3,4,OHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Capital,Capital,1.5i 16V GLX (115 Hp),1993 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),180 km/h  111.85 mph,"9.1 kg/Hp, 109.5 Hp/tonne","6.9 kg/Nm, 144.8 Nm/tonne",Engine specs,115 Hp @ 6500 rpm.,76.8 Hp/l,152 Nm @ 4800 rpm.  112.11 lb.-ft. @ 4800 rpm.,1498 cm3 91.41 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1050 kg  2314.85 lbs.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4480 mm  176.38 in.,1705 mm  67.13 in.,1405 mm  55.31 in.,2520 mm  99.21 in.,1440 mm  56.69 in.,1430 mm  56.3 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,Wishbone,Spring Strut,Disc,Drum,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,13,,,,,"Front, Transverse",,,,,Multi-point indirect injection,1325 kg  2921.12 lbs.,275 kg  606.27 lbs.,,,0.36,185/70 R13,,,,1996 year,,,,11 sec,11 sec,10.5 sec,78 mm  3.07 in.,78.4 mm  3.09 in.,9.3,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Capital,Capital,1.5 (73 Hp),1986 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),150 km/h  93.21 mph,"13.6 kg/Hp, 73.7 Hp/tonne","9.1 kg/Nm, 110.1 Nm/tonne",Engine specs,73 Hp @ 5500 rpm.,48.7 Hp/l,109 Nm @ 3500 rpm.  80.39 lb.-ft. @ 3500 rpm.,1498 cm3 91.41 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",990 kg  2182.58 lbs.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4430 mm  174.41 in.,1705 mm  67.13 in.,1405 mm  55.31 in.,2520 mm  99.21 in.,1440 mm  56.69 in.,1430 mm  56.3 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,Wishbone,Spring Strut,Disc,Drum,,Steering rack and pinion,Hydraulic Steering,5J x 13,,,,,"Front, Transverse",,,,,Carburettor,,,,,,165/80 R13S,,,,1995 year,,,10 l/100 km  23.52 US mpg28.25 UK mpg10 km/l,,,,78 mm  3.07 in.,78.4 mm  3.09 in.,9.1,2,OHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,5,,,,,B5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Carens,Carens III (facelift 2016),2.0 GDI (166 Hp) Automatic 7 Seat,2016 year,Internal Combustion engine,MPV,7,5,Performance specs,Petrol (Gasoline),198 km/h  123.03 mph,"8.8 kg/Hp, 113 Hp/tonne","6.9 kg/Nm, 145 Nm/tonne",Engine specs,166 Hp @ 6500 rpm.,83 Hp/l,213 Nm @ 4700 rpm.  157.1 lb.-ft. @ 4700 rpm.,1999 cm3 121.99 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1469-1589 kg  3238.59 - 3503.15 lbs.,58 l  15.32 US gal | 12.76 UK gal,Dimensions,4525 mm  178.15 in.,1805 mm  71.06 in.,1610 mm  63.39 in.,2750 mm  108.27 in.,1563-1573 mm  61.54 - 61.93 in.,1576-1586 mm  62.05 - 62.44 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,"Independent, Spring McPherson, with stabilizer",Torsion,"Ventilated discs, 300 mm","Disc, 284 mm",ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6.5J x 16 ET48.5; 7.0J x 17 ET50.5; 7.5J x 18 ET53.5,,,,,"Front, Transverse",,,,,Direct injection,2200 kg  4850.17 lbs.,611-731 kg  1347.02 - 1611.58 lbs.,103 l  3.64 cu. ft.,,,205/55 R16 91V; 225/45 R17 91V; 225/45 R18 95V,,,11 m  36.09 ft.,2019 year,,,,10.8 sec,10.8 sec,10.3 sec,81 mm  3.19 in.,97 mm  3.82 in.,11.5,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,1650 l  58.27 cu. ft.,Euro 6,,,G4NC,10.7 l/100 km  21.98 US mpg26.4 UK mpg9.35 km/l,6.2 l/100 km  37.94 US mpg45.56 UK mpg16.13 km/l,7.8 l/100 km  30.16 US mpg36.22 UK mpg12.82 km/l,182 g/km,100 kg  220.46 lbs.,1500 kg  3306.93 lbs.,750 kg  1653.47 lbs.,75 kg  165.35 lbs.,940 mm  37.01 in.,835 mm  32.87 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Carens,Carens III (facelift 2016),2.0 GDI (166 Hp) Automatic,2016 year,Internal Combustion engine,MPV,5,5,Performance specs,Petrol (Gasoline),198 km/h  123.03 mph,"8.7 kg/Hp, 114.9 Hp/tonne","6.8 kg/Nm, 147.4 Nm/tonne",Engine specs,166 Hp @ 6500 rpm.,83 Hp/l,213 Nm @ 4700 rpm.  157.1 lb.-ft. @ 4700 rpm.,1999 cm3 121.99 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1445-1564 kg  3185.68 - 3448.03 lbs.,58 l  15.32 US gal | 12.76 UK gal,Dimensions,4525 mm  178.15 in.,1805 mm  71.06 in.,1610 mm  63.39 in.,2750 mm  108.27 in.,1563-1573 mm  61.54 - 61.93 in.,1576-1586 mm  62.05 - 62.44 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,"Independent, Spring McPherson, with stabilizer",Torsion,"Ventilated discs, 300 mm","Disc, 284 mm",ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6.5J x 16 ET48.5; 7.0J x 17 ET50.5; 7.5J x 18 ET53.5,,,,,"Front, Transverse",,,,,Direct injection,2060 kg  4541.52 lbs.,496-615 kg  1093.49 - 1355.84 lbs.,536 l  18.93 cu. ft.,,,205/55 R16 91V; 225/45 R17 91V; 225/45 R18 95V,,,11 m  36.09 ft.,2019 year,,,,10.8 sec,10.8 sec,10.3 sec,81 mm  3.19 in.,97 mm  3.82 in.,11.5,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,1694 l  59.82 cu. ft.,Euro 6,,,G4NC,10.7 l/100 km  21.98 US mpg26.4 UK mpg9.35 km/l,6.2 l/100 km  37.94 US mpg45.56 UK mpg16.13 km/l,7.8 l/100 km  30.16 US mpg36.22 UK mpg12.82 km/l,182 g/km,100 kg  220.46 lbs.,1500 kg  3306.93 lbs.,740 kg  1631.42 lbs.,75 kg  165.35 lbs.,940 mm  37.01 in.,835 mm  32.87 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Carens,Carens III (facelift 2016),1.6 GDI (135 Hp) 7 Seat,2016 year,Internal Combustion engine,MPV,7,5,Performance specs,Petrol (Gasoline),185 km/h  114.95 mph,"10.4 kg/Hp, 95.9 Hp/tonne","8.5 kg/Nm, 117.2 Nm/tonne",Engine specs,135 Hp @ 6300 rpm.,84.9 Hp/l,165 Nm @ 4850 rpm.  121.7 lb.-ft. @ 4850 rpm.,1591 cm3 97.09 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1408-1531 kg  3104.11 - 3375.28 lbs.,58 l  15.32 US gal | 12.76 UK gal,Dimensions,4525 mm  178.15 in.,1805 mm  71.06 in.,1610 mm  63.39 in.,2750 mm  108.27 in.,1569-1573 mm  61.77 - 61.93 in.,1582-1586 mm  62.28 - 62.44 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,"Independent, Spring McPherson, with stabilizer",Torsion,"Ventilated discs, 300 mm","Disc, 284 mm",ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6.5J x 16 ET48.5; 7.0J x 17 ET50.5,,,,,"Front, Transverse",,,,,Direct injection,2140 kg  4717.89 lbs.,609-732 kg  1342.62 - 1613.78 lbs.,103 l  3.64 cu. ft.,,,205/55 R16 91V; 225/45 R17 91V,,,11 m  36.09 ft.,2019 year,,,,11.3 sec,11.3 sec,10.7 sec,77 mm  3.03 in.,85.4 mm  3.36 in.,11,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,6,1650 l  58.27 cu. ft.,Euro 6,Start & Stop System,,G4FD,7.8-8.3 l/100 km  30.16 - 28.34 US mpg36.22 - 34.03 UK mpg12.82 - 12.05 km/l,5.2-5.4 l/100 km  45.23 - 43.56 US mpg54.32 - 52.31 UK mpg19.23 - 18.52 km/l,6.2-6.5 l/100 km  37.94 - 36.19 US mpg45.56 - 43.46 UK mpg16.13 - 15.38 km/l,143-150 g/km,100 kg  220.46 lbs.,1300 kg  2866.01 lbs.,730 kg  1609.37 lbs.,75 kg  165.35 lbs.,940 mm  37.01 in.,835 mm  32.87 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Carens,Carens III (facelift 2016),1.6 GDI (135 Hp),2016 year,Internal Combustion engine,MPV,5,5,Performance specs,Petrol (Gasoline),185 km/h  114.95 mph,"10.2 kg/Hp, 97.6 Hp/tonne","8.4 kg/Nm, 119.3 Nm/tonne",Engine specs,135 Hp @ 6300 rpm.,84.9 Hp/l,165 Nm @ 4850 rpm.  121.7 lb.-ft. @ 4850 rpm.,1591 cm3 97.09 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1383-1505 kg  3048.99 - 3317.96 lbs.,58 l  15.32 US gal | 12.76 UK gal,Dimensions,4525 mm  178.15 in.,1805 mm  71.06 in.,1610 mm  63.39 in.,2750 mm  108.27 in.,1569-1573 mm  61.77 - 61.93 in.,1582-1586 mm  62.28 - 62.44 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,"Independent, Spring McPherson, with stabilizer",Torsion,"Ventilated discs, 300 mm","Disc, 284 mm",ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6.5J x 16 ET48.5; 7.0J x 17 ET50.5,,,,,"Front, Transverse",,,,,Direct injection,2000 kg  4409.25 lbs.,495-617 kg  1091.29 - 1360.25 lbs.,536 l  18.93 cu. ft.,,,205/55 R16 91V; 225/45 R17 91V,,,11 m  36.09 ft.,2019 year,,,,11.3 sec,11.3 sec,10.7 sec,77 mm  3.03 in.,85.4 mm  3.36 in.,11,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,6,1694 l  59.82 cu. ft.,Euro 6,Start & Stop System,,G4FD,7.8-8.3 l/100 km  30.16 - 28.34 US mpg36.22 - 34.03 UK mpg12.82 - 12.05 km/l,5.2-5.4 l/100 km  45.23 - 43.56 US mpg54.32 - 52.31 UK mpg19.23 - 18.52 km/l,6.2-6.5 l/100 km  37.94 - 36.19 US mpg45.56 - 43.46 UK mpg16.13 - 15.38 km/l,143-150 g/km,100 kg  220.46 lbs.,1300 kg  2866.01 lbs.,710 kg  1565.28 lbs.,75 kg  165.35 lbs.,940 mm  37.01 in.,835 mm  32.87 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Carens,Carens III,2.0 16V GDI (166 Hp) Automatic,2013 year,Internal Combustion engine,MPV,7,5,Performance specs,Petrol (Gasoline),200 km/h  124.27 mph,"8.8 kg/Hp, 113 Hp/tonne","6.9 kg/Nm, 145 Nm/tonne",Engine specs,166 Hp,83 Hp/l,213 Nm @ 4700 rpm.  157.1 lb.-ft. @ 4700 rpm.,1999 cm3 121.99 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1469 kg  3238.59 lbs.,58 l  15.32 US gal | 12.76 UK gal,Dimensions,4525 mm  178.15 in.,1805 mm  71.06 in.,1610 mm  63.39 in.,2750 mm  108.27 in.,,,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,,,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6.5J x 16; 7.0J x 17; 7.5J x 18,,,,,"Front, Transverse",,,,,Direct injection,2200 kg  4850.17 lbs.,731 kg  1611.58 lbs.,492 l  17.37 cu. ft.,,,205/55 R16; 225/45 R17; 225/45 R18,,,11 m  36.09 ft.,2014 year,10.6 l/100 km  22.19 US mpg26.65 UK mpg9.43 km/l,6.3 l/100 km  37.34 US mpg44.84 UK mpg15.87 km/l,7.9 l/100 km  29.77 US mpg35.76 UK mpg12.66 km/l,10.8 sec,10.8 sec,10.3 sec,,,,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,,Euro 5,,184 g/km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Carens,Carens III,2.0 16V GDI (166 Hp),2013 year,Internal Combustion engine,MPV,7,5,Performance specs,Petrol (Gasoline),203 km/h  126.14 mph,"8.7 kg/Hp, 115 Hp/tonne","6.8 kg/Nm, 147.5 Nm/tonne",Engine specs,166 Hp,83 Hp/l,213 Nm @ 4700 rpm.  157.1 lb.-ft. @ 4700 rpm.,1999 cm3 121.99 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1444 kg  3183.48 lbs.,58 l  15.32 US gal | 12.76 UK gal,Dimensions,4525 mm  178.15 in.,1805 mm  71.06 in.,1610 mm  63.39 in.,2750 mm  108.27 in.,,,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,,,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6.5J x 16; 7.0J x 17; 7.5J x 18,,,,,"Front, Transverse",,,,,Direct injection,2180 kg  4806.08 lbs.,736 kg  1622.6 lbs.,492 l  17.37 cu. ft.,,,205/55 R16; 225/45 R17; 225/45 R18,,,11 m  36.09 ft.,2014 year,10.2 l/100 km  23.06 US mpg27.69 UK mpg9.8 km/l,6.7 l/100 km  35.11 US mpg42.16 UK mpg14.93 km/l,7.7 l/100 km  30.55 US mpg36.69 UK mpg12.99 km/l,9.7 sec,9.7 sec,9.2 sec,,,,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,6,,Euro 5,,179 g/km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Carens,Carens III,1.7 CRDI (141 Hp) ISG 7 Seat,"January, 2016 year",Internal Combustion engine,MPV,7,5,Performance specs,Diesel,193 km/h  119.92 mph,"10.8 kg/Hp, 93 Hp/tonne","4.5 kg/Nm, 224.3 Nm/tonne",Engine specs,141 Hp @ 4000 rpm.,83.7 Hp/l,340 Nm @ 1750-2500 rpm.  250.77 lb.-ft. @ 1750-2500 rpm.,1685 cm3 102.83 cu. in.,4,Inline,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1516-1641 kg  3342.21 - 3617.79 lbs.,58 l  15.32 US gal | 12.76 UK gal,Dimensions,4525 mm  178.15 in.,1805 mm  71.06 in.,1610 mm  63.39 in.,2750 mm  108.27 in.,1563-1573 mm  61.54 - 61.93 in.,1576-1586 mm  62.05 - 62.44 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring",Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6.5J x 16; 7J x 17; 7.5J x 18,,,,,"Front, Transverse",,,,,Diesel Commonrail,2250 kg  4960.4 lbs.,609-734 kg  1342.62 - 1618.19 lbs.,492 l  17.37 cu. ft.,,,205/55 R16; 225/45 R17; 225/45 R18;,,,11.0 m  36.09 ft.,2016 year,5.1 l/100 km  46.12 US mpg55.39 UK mpg19.61 km/l,4.2 l/100 km  56 US mpg67.26 UK mpg23.81 km/l,4.5 l/100 km  52.27 US mpg62.77 UK mpg22.22 km/l,10.4 sec,10.4 sec,9.9 sec,77.2 mm  3.04 in.,90 mm  3.54 in.,15.7,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,6,1650 l  58.27 cu. ft.,Euro 6,Particulate filter,118 g/km,,,,,,100 kg  220.46 lbs.,1500 kg  3306.93 lbs.,750 kg  1653.47 lbs.,75 kg  165.35 lbs.,940 mm  37.01 in.,835 mm  32.87 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
