Brand,Model,Generation,Modification (Engine),Start of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel Type,Weight-to-power ratio,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine location,Engine displacement,Number of cylinders,Position of cylinders,Engine aspiration,Valvetrain,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,Dimensions,Length,Width,Width including mirrors,Height,Wheelbase,"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Number of Gears (automatic transmission),Front suspension,Rear suspension,Front brakes,Rear brakes,Power steering,Tires size,Wheel rims size,Number of valves per cylinder,End of production,Cylinder Bore,Piston Stroke,Fuel System,Fuel tank capacity,Assisting systems,Steering type,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Acceleration 0 - 200 km/h,Number of Gears (manual transmission),Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Maximum speed,Compression ratio,Front track,Rear (Back) track,Maximum engine speed,Drag coefficient (Cd),Trunk (boot) space - minimum,Engine Model/Code,Max. weight,Max load,Ride height (ground clearance),Minimum turning circle (turning diameter),Fuel consumption (economy) - combined,Trunk (boot) space - maximum,Engine systems,Engine oil capacity,Emission standard,Coolant,CO2 emissions,Front overhang,Rear overhang,Electric cars and hybrids specs,Gross battery capacity,All-electric range,Electric motor 1,Electric motor power,Electric motor Torque,System power,Width with mirrors folded,Permitted trailer load with brakes (12%),Permitted trailer load without brakes,Oil viscosity,Net (usable) battery capacity,Battery technology,All-electric range (WLTP),Average Energy consumption (WLTP),System torque,Permitted towbar download,Fuel consumption at Low speed (WLTP),Fuel consumption at Medium speed (WLTP),Fuel consumption at high speed (WLTP),Fuel consumption at very high speed (WLTP),Combined fuel consumption (WLTP),CO2 emissions (WLTP),Approach angle,Departure angle,Wading depth,Max speed (electric),Electric motor 2,Internal combustion engine specs,AdBlue tank,Max. roof load,Permitted trailer load with brakes (8%),Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),Engine oil specification,All-electric range (NEDC),Ramp angle,Climb angle,Acceleration 0 - 300 km/h,Acceleration 0 - 60 mph,"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Battery voltage,Average Energy consumption (NEDC),100 km/h - 0,200 km/h - 0,Average Energy consumption
Praga,R1,R1,S 2.0 (235 Hp) Automatic,2013 year,Internal Combustion engine,Coupe,1-2,2,Performance specs,Petrol (Gasoline),"2.5 kg/Hp, 397 Hp/tonne","2.4 kg/Nm, 422.3 Nm/tonne",Engine specs,235 Hp @ 7250 rpm.,117.6 Hp/l,250 Nm @ 5200 rpm.  184.39 lb.-ft. @ 5200 rpm.,"Middle, Longitudinal",1998 cm3 121.93 cu. in.,4,Inline,Naturally aspirated engine,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",592 kg  1305.14 lbs.,Dimensions,4144 mm  163.15 in.,1800 mm  70.87 in.,,965 mm  37.99 in.,2527 mm  99.49 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,6,,,,,,205/580 R15; 265/610 R16,8.0J x 15; 10.5J x 16,4,,82.7 mm  3.26 in.,93 mm  3.66 in.,Multi-point indirect injection,62 l  16.38 US gal | 13.64 UK gal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Praga,R1,R1,2.0 (210 Hp) Automatic,2013 year,Internal Combustion engine,Coupe,1-2,2,Performance specs,Petrol (Gasoline),"2.8 kg/Hp, 354.7 Hp/tonne","2.7 kg/Nm, 371.6 Nm/tonne",Engine specs,210 Hp @ 7250 rpm.,105.1 Hp/l,220 Nm @ 4500 rpm.  162.26 lb.-ft. @ 4500 rpm.,"Middle, Longitudinal",1998 cm3 121.93 cu. in.,4,Inline,Naturally aspirated engine,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",592 kg  1305.14 lbs.,Dimensions,4144 mm  163.15 in.,1800 mm  70.87 in.,,965 mm  37.99 in.,2527 mm  99.49 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,6,,,,,,205/580 R15; 265/610 R16,8.0J x 15; 10.5J x 16,4,,82.7 mm  3.26 in.,93 mm  3.66 in.,Multi-point indirect injection,62 l  16.38 US gal | 13.64 UK gal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier,118,118,1.2 (53 Hp),1986 year,Internal Combustion engine,Sedan,4,4,Performance specs,Petrol (Gasoline),"17 kg/Hp, 58.9 Hp/tonne","11.4 kg/Nm, 87.8 Nm/tonne",Engine specs,53 Hp @ 5600 rpm.,45.2 Hp/l,79 Nm @ 4000 rpm.  58.27 lb.-ft. @ 4000 rpm.,,1172 cm3 71.52 cu. in.,4,Inline,Naturally aspirated engine,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",900 kg  1984.16 lbs.,Dimensions,4050 mm  159.45 in.,1610 mm  63.39 in.,,1435 mm  56.5 in.,2420 mm  95.28 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Coil spring,Rigid axle suspension,Drum,Drum,,,,2,2001 year,73 mm  2.87 in.,70 mm  2.76 in.,Carburettor,39 l  10.3 US gal | 8.58 UK gal,ABS (Anti-lock braking system),,,,,,4,10 l/100 km  23.52 US mpg28.25 UK mpg10 km/l,7 l/100 km  33.6 US mpg40.35 UK mpg14.29 km/l,135 km/h  83.89 mph,9,1330 mm  52.36 in.,1300 mm  51.18 in.,,,385 l  13.6 cu. ft.,,1300 kg  2866.01 lbs.,400 kg  881.85 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier,Padmini,Padmini,1.1 (42 Hp),1964 year,Internal Combustion engine,Sedan,4,4,Performance specs,Petrol (Gasoline),"21.3 kg/Hp, 46.9 Hp/tonne","12.6 kg/Nm, 79.3 Nm/tonne",Engine specs,42 Hp @ 4800 rpm.,38.6 Hp/l,71 Nm @ 3000 rpm.  52.37 lb.-ft. @ 3000 rpm.,"Front, Transverse",1089 cm3 66.45 cu. in.,4,Inline,Naturally aspirated engine,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",895 kg  1973.14 lbs.,Dimensions,3930 mm  154.72 in.,1460 mm  57.48 in.,,1470 mm  57.87 in.,2340 mm  92.13 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Coil spring,Rigid axle suspension,Drum,Drum,,,,2,2000 year,68 mm  2.68 in.,75 mm  2.95 in.,Carburettor,38 l  10.04 US gal | 8.36 UK gal,ABS (Anti-lock braking system),,,,,,4,10 l/100 km  23.52 US mpg28.25 UK mpg10 km/l,7 l/100 km  33.6 US mpg40.35 UK mpg14.29 km/l,119 km/h  73.94 mph,7.8,1230 mm  48.43 in.,1215 mm  47.83 in.,,,310 l  10.95 cu. ft.,,1270 kg  2799.87 lbs.,375 kg  826.73 lbs.,,,9 l/100 km  26.13 US mpg31.39 UK mpg11.11 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proton,Ertiga,Ertiga,1.4 (92 Hp) Automatic,2016 year,Internal Combustion engine,MPV,6,5,Performance specs,Petrol (Gasoline),"12.9 kg/Hp, 77.6 Hp/tonne","9.1 kg/Nm, 109.7 Nm/tonne",Engine specs,92 Hp @ 6000 rpm.,67 Hp/l,130 Nm @ 4000 rpm.  95.88 lb.-ft. @ 4000 rpm.,"Front, Transverse",1373 cm3 83.79 cu. in.,4,Inline,Naturally aspirated engine,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1185 kg  2612.48 lbs.,Dimensions,4265 mm  167.91 in.,1695 mm  66.73 in.,,1685 mm  66.34 in.,2740 mm  107.87 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,4,"Independent, Spring McPherson, with stabilizer",independent torsion suspension,Ventilated discs,Drum,Electric Steering,185/65 R15,5.5J x 15,4,2018 year,73 mm  2.87 in.,82 mm  3.23 in.,Multi-point indirect injection,,ABS (Anti-lock braking system),Steering rack and pinion,,,,,,,,,11,,,,,,,,,185 mm  7.28 in.,10.4 m  34.12 ft.,6 l/100 km  39.2 US mpg47.08 UK mpg16.67 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proton,Ertiga,Ertiga,1.4 (92 Hp),2016 year,Internal Combustion engine,MPV,6,5,Performance specs,Petrol (Gasoline),"12.8 kg/Hp, 78.3 Hp/tonne","9 kg/Nm, 110.6 Nm/tonne",Engine specs,92 Hp @ 6000 rpm.,67 Hp/l,130 Nm @ 4000 rpm.  95.88 lb.-ft. @ 4000 rpm.,"Front, Transverse",1373 cm3 83.79 cu. in.,4,Inline,Naturally aspirated engine,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1175 kg  2590.43 lbs.,Dimensions,4265 mm  167.91 in.,1695 mm  66.73 in.,,1685 mm  66.34 in.,2740 mm  107.87 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,"Independent, Spring McPherson, with stabilizer",independent torsion suspension,Ventilated discs,Drum,Electric Steering,185/65 R15,5.5J x 15,4,2018 year,73 mm  2.87 in.,82 mm  3.23 in.,Multi-point indirect injection,,ABS (Anti-lock braking system),Steering rack and pinion,,,,,5,,,,11,,,,,,,,,185 mm  7.28 in.,10.4 m  34.12 ft.,6 l/100 km  39.2 US mpg47.08 UK mpg16.67 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proton,Exora,Exora RC,1.6 16V (140 Hp) CVT,"May, 2019 year",Internal Combustion engine,MPV,7,5,Performance specs,Petrol (Gasoline),"10.3 kg/Hp, 96.8 Hp/tonne","7.1 kg/Nm, 141.7 Nm/tonne",Engine specs,140 Hp @ 5000 rpm.,89.7 Hp/l,205 Nm @ 2000-4000 rpm.  151.2 lb.-ft. @ 2000-4000 rpm.,"Front, Transverse",1561 cm3 95.26 cu. in.,4,Inline,Turbocharger,DOHC-VVT,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1447-1465 kg  3190.09 - 3229.77 lbs.,Dimensions,4610 mm  181.5 in.,1809 mm  71.22 in.,,1691 mm  66.57 in.,2730 mm  107.48 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,CVT,"Independent, Spring McPherson, with stabilizer",Torsion,Ventilated discs,Disc,Hydraulic Steering,205/55 R16,16,4,,,,Multi-point indirect injection,55 l  14.53 US gal | 12.1 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,,,,,,,,,,,,,,,,,,155 mm  6.1 in.,10.8 m  35.43 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proton,Exora,Exora Enhanced,1.6 16V (138 Hp) CVT,"July, 2017 year",Internal Combustion engine,MPV,7,5,Performance specs,Petrol (Gasoline),"10.6 kg/Hp, 94.2 Hp/tonne","7.1 kg/Nm, 139.9 Nm/tonne",Engine specs,138 Hp @ 5000 rpm.,88.4 Hp/l,205 Nm @ 2000-4000 rpm.  151.2 lb.-ft. @ 2000-4000 rpm.,,1561 cm3 95.26 cu. in.,4,Inline,Naturally aspirated engine,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1465-1480 kg  3229.77 - 3262.84 lbs.,Dimensions,4610 mm  181.5 in.,1809 mm  71.22 in.,,1691 mm  66.57 in.,2730 mm  107.48 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,CVT,Independent type McPherson,Torsion,Ventilated discs,Disc,Hydraulic Steering,205/55 R16,6.5J x 16,4,2019 year,76 mm  2.99 in.,86 mm  3.39 in.,Multi-point indirect injection,,ABS (Anti-lock braking system),Steering rack and pinion,,,,,,,,,8.9,,,,,,,,,155 mm  6.1 in.,10.8 m  35.43 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proton,Exora,Exora MC,1.6 16V (140 Hp) CVT,2010 year,Internal Combustion engine,MPV,7,5,Performance specs,Petrol (Gasoline),"10.4 kg/Hp, 96.2 Hp/tonne","7.1 kg/Nm, 140.9 Nm/tonne",Engine specs,140 Hp @ 5000 rpm.,87.7 Hp/l,205 Nm @ 2000 rpm.  151.2 lb.-ft. @ 2000 rpm.,,1597 cm3 97.45 cu. in.,4,Inline,Naturally aspirated engine,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1455 kg  3207.73 lbs.,Dimensions,4592 mm  180.79 in.,1809 mm  71.22 in.,,1691 mm  66.57 in.,2730 mm  107.48 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,CVT,Independent type McPherson,Torsion,Ventilated discs,Drum,Hydraulic Steering,205/55 R16,16,4,2011 year,76 mm  2.99 in.,88 mm  3.46 in.,Multi-point indirect injection,55 l  14.53 US gal | 12.1 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,11.3 sec,11.3 sec,10.7 sec,,,,,185 km/h  114.95 mph,,,,,,,,,,156 mm  6.14 in.,10.8 m  35.43 ft.,7.4 l/100 km  31.79 US mpg38.17 UK mpg13.51 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proton,Exora,Exora,1.6 16V (126 Hp) Automatic,"April, 2009 year",Internal Combustion engine,MPV,7,5,Performance specs,Petrol (Gasoline),"11.3 kg/Hp, 88.1 Hp/tonne","9.5 kg/Nm, 104.9 Nm/tonne",Engine specs,126 Hp @ 6500 rpm.,78.9 Hp/l,150 Nm @ 4500 rpm.  110.63 lb.-ft. @ 4500 rpm.,,1597 cm3 97.45 cu. in.,4,Inline,Naturally aspirated engine,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1430-1450 kg  3152.61 - 3196.7 lbs.,Dimensions,4592 mm  180.79 in.,1809 mm  71.22 in.,,1691 mm  66.57 in.,2730 mm  107.48 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,4,Independent type McPherson,Torsion,Ventilated discs,Drum,Hydraulic Steering,195/65 R15,6.0J x 15,4,2010 year,76 mm  2.99 in.,88 mm  3.46 in.,Multi-point indirect injection,,ABS (Anti-lock braking system),Steering rack and pinion,,,,,,,,,,,,,,,,,,156 mm  6.14 in.,10.8 m  35.43 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proton,Exora,Exora,1.6 16V (126 Hp),"April, 2009 year",Internal Combustion engine,MPV,7,5,Performance specs,Petrol (Gasoline),"11.1 kg/Hp, 90 Hp/tonne","9.3 kg/Nm, 107.1 Nm/tonne",Engine specs,126 Hp @ 6500 rpm.,78.9 Hp/l,150 Nm @ 4500 rpm.  110.63 lb.-ft. @ 4500 rpm.,,1597 cm3 97.45 cu. in.,4,Inline,Naturally aspirated engine,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1400-1420 kg  3086.47 - 3130.56 lbs.,Dimensions,4592 mm  180.79 in.,1809 mm  71.22 in.,,1691 mm  66.57 in.,2730 mm  107.48 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Independent type McPherson,Torsion,Ventilated discs,Drum,Hydraulic Steering,195/65 R15,6.0J x 15,4,2010 year,76 mm  2.99 in.,88 mm  3.46 in.,Multi-point indirect injection,,ABS (Anti-lock braking system),Steering rack and pinion,,,,,5,,,,,,,,,,,,,156 mm  6.14 in.,10.8 m  35.43 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proton,Iriz,Iriz (facelift 2019),1.6 (109 Hp) CVT,2019 year,Internal Combustion engine,Hatchback,5,5,Performance specs,Petrol (Gasoline),"10.8 kg/Hp, 92.9 Hp/tonne","7.8 kg/Nm, 127.9 Nm/tonne",Engine specs,109 Hp @ 5750 rpm.,68.3 Hp/l,150 Nm @ 4000 rpm.  110.63 lb.-ft. @ 4000 rpm.,"Front, Transverse",1597 cm3 97.45 cu. in.,4,Inline,Naturally aspirated engine,DOHC-VVT,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1173-1178 kg  2586.02 - 2597.05 lbs.,Dimensions,3945 mm  155.31 in.,1722 mm  67.8 in.,,1554 mm  61.18 in.,2555 mm  100.59 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,CVT,"Independent, Spring McPherson, with stabilizer",independent torsion suspension,Ventilated discs,Drum,Electric Steering,185/55 R15,15,4,,,,Multi-point indirect injection,40 l  10.57 US gal | 8.8 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,,,,,,,,,,1490 mm  58.66 in.,1490 mm  58.66 in.,,,,,,,,10.0 m  32.81 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proton,Iriz,Iriz (facelift 2019),1.3 (95 Hp) CVT,2019 year,Internal Combustion engine,Hatchback,5,5,Performance specs,Petrol (Gasoline),"12.1 kg/Hp, 82.3 Hp/tonne","9.6 kg/Nm, 104 Nm/tonne",Engine specs,95 Hp @ 5750 rpm.,71.3 Hp/l,120 Nm @ 4000 rpm.  88.51 lb.-ft. @ 4000 rpm.,"Front, Transverse",1332 cm3 81.28 cu. in.,4,Inline,Naturally aspirated engine,DOHC-VVT,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1154-1171 kg  2544.13 - 2581.61 lbs.,Dimensions,3945 mm  155.31 in.,1722 mm  67.8 in.,,1554 mm  61.18 in.,2555 mm  100.59 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,CVT,"Independent, Spring McPherson, with stabilizer",independent torsion suspension,Ventilated discs,Drum,Electric Steering,175/65 R14; 185/55 R15,14; 15,4,,,,Multi-point indirect injection,40 l  10.57 US gal | 8.8 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,,,,,,,,,,1490 mm  58.66 in.,1490 mm  58.66 in.,,,,,,,,10.0 m  32.81 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proton,Iriz,Iriz (facelift 2019),1.3 (95 Hp),2019 year,Internal Combustion engine,Hatchback,5,5,Performance specs,Petrol (Gasoline),"14 kg/Hp, 71.3 Hp/tonne","11.1 kg/Nm, 90.1 Nm/tonne",Engine specs,95 Hp @ 5750 rpm.,71.3 Hp/l,120 Nm @ 4000 rpm.  88.51 lb.-ft. @ 4000 rpm.,"Front, Transverse",1332 cm3 81.28 cu. in.,4,Inline,Naturally aspirated engine,DOHC-VVT,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1332 kg  2936.56 lbs.,Dimensions,3945 mm  155.31 in.,1722 mm  67.8 in.,,1554 mm  61.18 in.,2555 mm  100.59 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,"Independent, Spring McPherson, with stabilizer",independent torsion suspension,Ventilated discs,Drum,Electric Steering,175/65 R14,14,4,,,,Multi-point indirect injection,40 l  10.57 US gal | 8.8 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,,,,,5,,,,,1490 mm  58.66 in.,1490 mm  58.66 in.,,,,,,,,10.0 m  32.81 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proton,Iriz,Iriz (facelift 2017),1.6 (109 Hp) CVT,2017 year,Internal Combustion engine,Hatchback,5,5,Performance specs,Petrol (Gasoline),"10.9 kg/Hp, 92 Hp/tonne","7.9 kg/Nm, 126.6 Nm/tonne",Engine specs,109 Hp @ 5750 rpm.,68.3 Hp/l,150 Nm @ 4000 rpm.  110.63 lb.-ft. @ 4000 rpm.,"Front, Transverse",1597 cm3 97.45 cu. in.,4,Inline,Naturally aspirated engine,DOHC-VVT,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1185 kg  2612.48 lbs.,Dimensions,3920 mm  154.33 in.,1722 mm  67.8 in.,,1554 mm  61.18 in.,2555 mm  100.59 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,CVT,"Independent, Spring McPherson, with stabilizer",independent torsion suspension,Ventilated discs,Drum,Electric Steering,185/55 R15,6.5J x 15,4,2018 year,76 mm  2.99 in.,88 mm  3.46 in.,Multi-point indirect injection,40 l  10.57 US gal | 8.8 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,,,,,,,,,10,,,,,215 l  7.59 cu. ft.,,,,155 mm  6.1 in.,10 m  32.81 ft.,,270 l  9.53 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proton,Iriz,Iriz (facelift 2017),1.3 (95 Hp) CVT,2017 year,Internal Combustion engine,Hatchback,5,5,Performance specs,Petrol (Gasoline),"12.3 kg/Hp, 81.5 Hp/tonne","9.7 kg/Nm, 103 Nm/tonne",Engine specs,95 Hp @ 5750 rpm.,71.3 Hp/l,120 Nm @ 4000 rpm.  88.51 lb.-ft. @ 4000 rpm.,"Front, Transverse",1332 cm3 81.28 cu. in.,4,Inline,Naturally aspirated engine,DOHC-VVT,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1165-1169 kg  2568.39 - 2577.2 lbs.,Dimensions,3920 mm  154.33 in.,1722 mm  67.8 in.,,1554 mm  61.18 in.,2555 mm  100.59 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,CVT,"Independent, Spring McPherson, with stabilizer",independent torsion suspension,Ventilated discs,Drum,Electric Steering,175/65 R14,5.5J x 14,4,2018 year,76 mm  2.99 in.,73.4 mm  2.89 in.,Multi-point indirect injection,40 l  10.57 US gal | 8.8 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,,,,,,,,,10,,,,,215 l  7.59 cu. ft.,,,,155 mm  6.1 in.,10 m  32.81 ft.,,270 l  9.53 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proton,Iriz,Iriz (facelift 2017),1.3 (95 Hp),2017 year,Internal Combustion engine,Hatchback,5,5,Performance specs,Petrol (Gasoline),"12 kg/Hp, 83.6 Hp/tonne","9.5 kg/Nm, 105.6 Nm/tonne",Engine specs,95 Hp @ 5750 rpm.,71.3 Hp/l,120 Nm @ 4000 rpm.  88.51 lb.-ft. @ 4000 rpm.,"Front, Transverse",1332 cm3 81.28 cu. in.,4,Inline,Naturally aspirated engine,DOHC-VVT,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1136 kg  2504.45 lbs.,Dimensions,3920 mm  154.33 in.,1722 mm  67.8 in.,,1554 mm  61.18 in.,2555 mm  100.59 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,"Independent, Spring McPherson, with stabilizer",independent torsion suspension,Ventilated discs,Drum,Electric Steering,175/65 R14,5.5J x 14,4,2018 year,76 mm  2.99 in.,73.4 mm  2.89 in.,Multi-point indirect injection,40 l  10.57 US gal | 8.8 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,,,,,5,,,,10,,,,,215 l  7.59 cu. ft.,,,,155 mm  6.1 in.,10 m  32.81 ft.,,270 l  9.53 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proton,Iriz,Iriz,1.6 (109 Hp) CVT,2014 year,Internal Combustion engine,Hatchback,5,5,Performance specs,Petrol (Gasoline),"10.7 kg/Hp, 93.2 Hp/tonne","7.8 kg/Nm, 128.2 Nm/tonne",Engine specs,109 Hp @ 5750 rpm.,68.3 Hp/l,150 Nm @ 4000 rpm.  110.63 lb.-ft. @ 4000 rpm.,"Front, Transverse",1597 cm3 97.45 cu. in.,4,Inline,Naturally aspirated engine,DOHC-VVT,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1170-1185 kg  2579.41 - 2612.48 lbs.,Dimensions,3920 mm  154.33 in.,1722 mm  67.8 in.,,1554 mm  61.18 in.,2555 mm  100.59 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,CVT,"Independent, Spring McPherson, with stabilizer",independent torsion suspension,Ventilated discs,Drum,Electric Steering,185/55 R15,6.5J x 15,4,2017 year,76 mm  2.99 in.,88 mm  3.46 in.,Multi-point indirect injection,40 l  10.57 US gal | 8.8 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,11.1 sec,11.1 sec,10.5 sec,,,,,170 km/h  105.63 mph,10,,,,,,,,,155 mm  6.1 in.,10 m  32.81 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
