Brand,Model,Generation,Modification (Engine),Start of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel Type,Weight-to-power ratio,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine location,Engine displacement,Number of cylinders,Position of cylinders,Engine aspiration,Valvetrain,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,Dimensions,Length,Width,Width including mirrors,Height,Wheelbase,"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Number of Gears (automatic transmission),Front suspension,Rear suspension,Front brakes,Rear brakes,Power steering,Tires size,Wheel rims size,Number of valves per cylinder,End of production,Cylinder Bore,Piston Stroke,Fuel System,Fuel tank capacity,Assisting systems,Steering type,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Acceleration 0 - 200 km/h,Number of Gears (manual transmission),Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Maximum speed,Compression ratio,Front track,Rear (Back) track,Maximum engine speed,Drag coefficient (Cd),Trunk (boot) space - minimum,Engine Model/Code,Max. weight,Max load,Ride height (ground clearance),Minimum turning circle (turning diameter),Fuel consumption (economy) - combined,Trunk (boot) space - maximum,Engine systems,Engine oil capacity,Emission standard,Coolant,CO2 emissions,Front overhang,Rear overhang,Electric cars and hybrids specs,Gross battery capacity,All-electric range,Electric motor 1,Electric motor power,Electric motor Torque,System power,Width with mirrors folded,Permitted trailer load with brakes (12%),Permitted trailer load without brakes,Oil viscosity,Net (usable) battery capacity,Battery technology,All-electric range (WLTP),Average Energy consumption (WLTP),System torque,Permitted towbar download,Fuel consumption at Low speed (WLTP),Fuel consumption at Medium speed (WLTP),Fuel consumption at high speed (WLTP),Fuel consumption at very high speed (WLTP),Combined fuel consumption (WLTP),CO2 emissions (WLTP),Approach angle,Departure angle,Wading depth,Max speed (electric),Electric motor 2,Internal combustion engine specs,AdBlue tank,Max. roof load,Permitted trailer load with brakes (8%),Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),Engine oil specification,All-electric range (NEDC),Ramp angle,Climb angle,Acceleration 0 - 300 km/h,Acceleration 0 - 60 mph,"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Battery voltage,Average Energy consumption (NEDC),100 km/h - 0,200 km/h - 0,Average Energy consumption
Peugeot,207,207 CC,1.6 VTi (120 Hp) Automatic,2006 year,Internal Combustion engine,Coupe - Cabriolet,4,2,Performance specs,Petrol (Gasoline),"11.6 kg/Hp, 86.3 Hp/tonne","8.7 kg/Nm, 115 Nm/tonne",Engine specs,120 Hp @ 6000 rpm.,75.1 Hp/l,160 Nm @ 4250 rpm.  118.01 lb.-ft. @ 4250 rpm.,"Front, Transverse",1598 cm3 97.52 cu. in.,4,Inline,Naturally aspirated engine,DOHC-VVT,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1391 kg  3066.63 lbs.,Dimensions,4037 mm  158.94 in.,1748 mm  68.82 in.,1972 mm  77.64 in.,1397 mm  55 in.,2540 mm  100 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,4,Coil spring,Helical spring,Ventilated discs,Disc,,195/55 R16,16,4,2009 year,77 mm  3.03 in.,85.8 mm  3.38 in.,Multi-point indirect injection,50 l  13.21 US gal | 11 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,12.6 sec,12.6 sec,12 sec,,,10 l/100 km  23.52 US mpg28.25 UK mpg10 km/l,5.7 l/100 km  41.27 US mpg49.56 UK mpg17.54 km/l,195 km/h  121.17 mph,11,1469 mm  57.83 in.,1470 mm  57.87 in.,,0.31,187 l  6.6 cu. ft.,EP6,1765 kg  3891.16 lbs.,374 kg  824.53 lbs.,,10.8 m  35.43 ft.,7.2 l/100 km  32.67 US mpg39.23 UK mpg13.89 km/l,449 l  15.86 cu. ft.,,4.25 l  4.49 US qt | 3.74 UK qt,Euro 4,,173 g/km,,,,,,,,,,1818 mm  71.57 in.,1060 kg  2336.9 lbs.,600 kg  1322.77 lbs.,Log in to see.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,207,207 CC,1.6 VTi (120 Hp),2006 year,Internal Combustion engine,Coupe - Cabriolet,4,2,Performance specs,Petrol (Gasoline),"11.3 kg/Hp, 88.8 Hp/tonne","8.5 kg/Nm, 118.3 Nm/tonne",Engine specs,120 Hp @ 6000 rpm.,75.1 Hp/l,160 Nm @ 4250 rpm.  118.01 lb.-ft. @ 4250 rpm.,"Front, Transverse",1598 cm3 97.52 cu. in.,4,Inline,Naturally aspirated engine,DOHC-VVT,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1352 kg  2980.65 lbs.,Dimensions,4037 mm  158.94 in.,1748 mm  68.82 in.,1972 mm  77.64 in.,1397 mm  55 in.,2540 mm  100 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Independent type McPherson,"Semi-independent, coil spring",Ventilated discs,Disc,,195/55 R16,16,4,2009 year,77 mm  3.03 in.,85.8 mm  3.38 in.,Multi-point indirect injection,50 l  13.21 US gal | 11 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,10.7 sec,10.7 sec,10.2 sec,,5,8.8 l/100 km  26.73 US mpg32.1 UK mpg11.36 km/l,5.3 l/100 km  44.38 US mpg53.3 UK mpg18.87 km/l,200 km/h  124.27 mph,11,1469 mm  57.83 in.,1470 mm  57.87 in.,,0.31,187 l  6.6 cu. ft.,EP6,1720 kg  3791.95 lbs.,368 kg  811.3 lbs.,,10.8 m  35.43 ft.,6.6 l/100 km  35.64 US mpg42.8 UK mpg15.15 km/l,449 l  15.86 cu. ft.,,4.25 l  4.49 US qt | 3.74 UK qt,Euro 4,,155 g/km,,,,,,,,,,1818 mm  71.57 in.,1040 kg  2292.81 lbs.,600 kg  1322.77 lbs.,Log in to see.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,207,207 CC,1.6 THP (150 Hp),2006 year,Internal Combustion engine,Coupe - Cabriolet,4,2,Performance specs,Petrol (Gasoline),"9.5 kg/Hp, 105.8 Hp/tonne","5.9 kg/Nm, 169.3 Nm/tonne",Engine specs,150 Hp @ 6000 rpm.,93.9 Hp/l,240 Nm @ 1400-3500 rpm.  177.01 lb.-ft. @ 1400-3500 rpm.,"Front, Transverse",1598 cm3 97.52 cu. in.,4,Inline,Turbocharger,DOHC-VVT,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1418 kg  3126.15 lbs.,Dimensions,4037 mm  158.94 in.,1748 mm  68.82 in.,1972 mm  77.64 in.,1397 mm  55 in.,2540 mm  100 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Independent type McPherson,"Semi-independent, coil spring",Ventilated discs,Disc,,205/45 R17,17,4,2009 year,77 mm  3.03 in.,85.8 mm  3.38 in.,Direct injection,50 l  13.21 US gal | 11 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,8.6 sec,8.6 sec,8.2 sec,,5,9.6 l/100 km  24.5 US mpg29.43 UK mpg10.42 km/l,5.8 l/100 km  40.55 US mpg48.7 UK mpg17.24 km/l,210 km/h  130.49 mph,10.5,1469 mm  57.83 in.,1470 mm  57.87 in.,,,187 l  6.6 cu. ft.,EP6DT,1760 kg  3880.14 lbs.,342 kg  753.98 lbs.,,10.8 m  35.43 ft.,7.2 l/100 km  32.67 US mpg39.23 UK mpg13.89 km/l,449 l  15.86 cu. ft.,,4.25 l  4.49 US qt | 3.74 UK qt,Euro 4,,171 g/km,,,,,,,,,,1818 mm  71.57 in.,1060 kg  2336.9 lbs.,600 kg  1322.77 lbs.,Log in to see.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,207,207 CC,1.6 HDi (109 Hp),2006 year,Internal Combustion engine,Coupe - Cabriolet,4,2,Performance specs,Diesel,"13 kg/Hp, 77.1 Hp/tonne","5.9 kg/Nm, 169.9 Nm/tonne",Engine specs,109 Hp @ 4000 rpm.,69.9 Hp/l,240 Nm @ 1750 rpm.  177.01 lb.-ft. @ 1750 rpm.,"Front, Transverse",1560 cm3 95.2 cu. in.,4,Inline,Turbocharger,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1413 kg  3115.13 lbs.,Dimensions,4037 mm  158.94 in.,1748 mm  68.82 in.,1972 mm  77.64 in.,1397 mm  55 in.,2540 mm  100 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Independent type McPherson,"Semi-independent, coil spring",Ventilated discs,Disc,,195/55 R16,16,4,2009 year,75 mm  2.95 in.,88.3 mm  3.48 in.,Diesel Commonrail,50 l  13.21 US gal | 11 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,10.9 sec,10.9 sec,10.4 sec,,5,6.6 l/100 km  35.64 US mpg42.8 UK mpg15.15 km/l,4.4 l/100 km  53.46 US mpg64.2 UK mpg22.73 km/l,193 km/h  119.92 mph,17.6,1469 mm  57.83 in.,1470 mm  57.87 in.,,0.31,187 l  6.6 cu. ft.,DV6TED4,1785 kg  3935.25 lbs.,372 kg  820.12 lbs.,,10.8 m  35.43 ft.,5.2 l/100 km  45.23 US mpg54.32 UK mpg19.23 km/l,449 l  15.86 cu. ft.,,3.5 l  3.7 US qt | 3.08 UK qt,Euro 4,7.1 l  7.5 US qt | 6.25 UK qt,136 g/km,,,,,,,,,,1818 mm  71.57 in.,1070 kg  2358.95 lbs.,600 kg  1322.77 lbs.,Log in to see.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,207,207,RC 1.6 (174 Hp),2006 year,Internal Combustion engine,Hatchback,5,3,Performance specs,Petrol (Gasoline),"7.2 kg/Hp, 139.2 Hp/tonne","5.2 kg/Nm, 192 Nm/tonne",Engine specs,174 Hp @ 6000 rpm.,108.9 Hp/l,240 Nm @ 1600-3500 rpm.  177.01 lb.-ft. @ 1600-3500 rpm.,"Front, Transverse",1598 cm3 97.52 cu. in.,4,Inline,Turbocharger,DOHC-VVT,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1250 kg  2755.78 lbs.,Dimensions,4030 mm  158.66 in.,1720 mm  67.72 in.,1972 mm  77.64 in.,1472 mm  57.95 in.,2540 mm  100 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring, Elastic beam",Ventilated discs,Disc,,205/45 R17,17,4,2009 year,77 mm  3.03 in.,85.8 mm  3.38 in.,Direct injection,50 l  13.21 US gal | 11 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,7.1 sec,7.1 sec,6.7 sec,,5,9.9 l/100 km  23.76 US mpg28.53 UK mpg10.1 km/l,5.7 l/100 km  41.27 US mpg49.56 UK mpg17.54 km/l,220 km/h  136.7 mph,10.5,1475 mm  58.07 in.,1468 mm  57.8 in.,,0.30,270 l  9.53 cu. ft.,EP6DT,1600 kg  3527.4 lbs.,350 kg  771.62 lbs.,,10.4 m  34.12 ft.,7.2 l/100 km  32.67 US mpg39.23 UK mpg13.89 km/l,923 l  32.6 cu. ft.,,,Euro 4,,171 g/km,,,,,,,,,,1818 mm  71.57 in.,1080 kg  2380.99 lbs.,600 kg  1322.77 lbs.,Log in to see.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,207,207,1.6 THP (150 Hp),2006 year,Internal Combustion engine,Hatchback,5,3/5,Performance specs,Petrol (Gasoline),"8.5 kg/Hp, 117.1 Hp/tonne","5.3 kg/Nm, 187.4 Nm/tonne",Engine specs,150 Hp @ 6000 rpm.,93.9 Hp/l,240 Nm @ 1400-3500 rpm.  177.01 lb.-ft. @ 1400-3500 rpm.,"Front, Transverse",1598 cm3 97.52 cu. in.,4,Inline,Turbocharger,DOHC-VVT,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1281 kg  2824.12 lbs.,Dimensions,4030 mm  158.66 in.,1720 mm  67.72 in.,1972 mm  77.64 in.,1472 mm  57.95 in.,2540 mm  100 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring, Elastic beam",Ventilated discs,Disc,,205/45 R17,17,4,2009 year,77 mm  3.03 in.,85.8 mm  3.38 in.,Direct injection,50 l  13.21 US gal | 11 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,8.1 sec,8.1 sec,7.7 sec,,5,9.3 l/100 km  25.29 US mpg30.37 UK mpg10.75 km/l,5.6 l/100 km  42 US mpg50.44 UK mpg17.86 km/l,210 km/h  130.49 mph,10.5,1475 mm  58.07 in.,1468 mm  57.8 in.,,0.30,270 l  9.53 cu. ft.,EP6DT,1700 kg  3747.86 lbs.,419 kg  923.74 lbs.,,10.4 m  34.12 ft.,7 l/100 km  33.6 US mpg40.35 UK mpg14.29 km/l,923 l  32.6 cu. ft.,,4.25 l  4.49 US qt | 3.74 UK qt,Euro 4,5.27 l  5.57 US qt | 4.64 UK qt,166 g/km,,,,,,,,,,1818 mm  71.57 in.,1150 kg  2535.32 lbs.,600 kg  1322.77 lbs.,Log in to see.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,207,207,1.6 i 16V (120 Hp) Automatic,2007 year,Internal Combustion engine,Hatchback,5,3/5,Performance specs,Petrol (Gasoline),"10.9 kg/Hp, 91.5 Hp/tonne","8.2 kg/Nm, 122 Nm/tonne",Engine specs,120 Hp @ 6000 rpm.,75.1 Hp/l,160 Nm @ 4250 rpm.  118.01 lb.-ft. @ 4250 rpm.,"Front, Transverse",1598 cm3 97.52 cu. in.,4,Inline,Naturally aspirated engine,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1312 kg  2892.46 lbs.,Dimensions,4030 mm  158.66 in.,1720 mm  67.72 in.,1972 mm  77.64 in.,1472 mm  57.95 in.,2540 mm  100 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,4,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring, Elastic beam",Ventilated discs,Drum,,195/55 R16,,4,2009 year,77 mm  3.03 in.,85.8 mm  3.38 in.,Multi-point indirect injection,50 l  13.21 US gal | 11 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,11.4 sec,11.4 sec,10.8 sec,,,9.8 l/100 km  24 US mpg28.82 UK mpg10.2 km/l,5.5 l/100 km  42.77 US mpg51.36 UK mpg18.18 km/l,195 km/h  121.17 mph,11,1475 mm  58.07 in.,1466 mm  57.72 in.,,0.30,270 l  9.53 cu. ft.,EP6,1678 kg  3699.36 lbs.,366 kg  806.89 lbs.,,10.4 m  34.12 ft.,7 l/100 km  33.6 US mpg40.35 UK mpg14.29 km/l,923 l  32.6 cu. ft.,,4.25 l  4.49 US qt | 3.74 UK qt,Euro 4,,,,,,,,,,,,1818 mm  71.57 in.,,,Log in to see.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,207,207,1.6 i 16V (120 Hp),2007 year,Internal Combustion engine,Hatchback,5,3/5,Performance specs,Petrol (Gasoline),"10.6 kg/Hp, 94.1 Hp/tonne","8 kg/Nm, 125.5 Nm/tonne",Engine specs,120 Hp @ 6000 rpm.,75.1 Hp/l,160 Nm @ 4250 rpm.  118.01 lb.-ft. @ 4250 rpm.,"Front, Transverse",1598 cm3 97.52 cu. in.,4,Inline,Naturally aspirated engine,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1275 kg  2810.89 lbs.,Dimensions,4030 mm  158.66 in.,1720 mm  67.72 in.,1972 mm  77.64 in.,1472 mm  57.95 in.,2540 mm  100 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring, Elastic beam",Ventilated discs,Drum,,195/55 R16,,4,2009 year,77 mm  3.03 in.,85.8 mm  3.38 in.,Multi-point indirect injection,50 l  13.21 US gal | 11 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,9.6 sec,9.6 sec,9.1 sec,,5,8.4 l/100 km  28 US mpg33.63 UK mpg11.9 km/l,4.8 l/100 km  49 US mpg58.85 UK mpg20.83 km/l,200 km/h  124.27 mph,11,1475 mm  58.07 in.,1466 mm  57.72 in.,,0.30,270 l  9.53 cu. ft.,EP6,1640 kg  3615.58 lbs.,365 kg  804.69 lbs.,,10.4 m  34.12 ft.,6.1 l/100 km  38.56 US mpg46.31 UK mpg16.39 km/l,923 l  32.6 cu. ft.,,4.25 l  4.49 US qt | 3.74 UK qt,Euro 4,,,,,,,,,,,,1818 mm  71.57 in.,,,Log in to see.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,207,207,1.6 i 16V (110 Hp),2006 year,Internal Combustion engine,Hatchback,5,3/5,Performance specs,Petrol (Gasoline),"11 kg/Hp, 90.7 Hp/tonne","8.3 kg/Nm, 121.2 Nm/tonne",Engine specs,110 Hp @ 5750 rpm.,69.3 Hp/l,147 Nm @ 4000 rpm.  108.42 lb.-ft. @ 4000 rpm.,"Front, Transverse",1587 cm3 96.84 cu. in.,4,Inline,Naturally aspirated engine,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1213 kg  2674.21 lbs.,Dimensions,4030 mm  158.66 in.,1720 mm  67.72 in.,1972 mm  77.64 in.,1472 mm  57.95 in.,2540 mm  100 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring, Elastic beam",Ventilated discs,Drum,,185/65 R15,,4,2009 year,78 mm  3.07 in.,83 mm  3.27 in.,Multi-point indirect injection,50 l  13.21 US gal | 11 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,10.6 sec,10.6 sec,10.1 sec,,5,9.3 l/100 km  25.29 US mpg30.37 UK mpg10.75 km/l,5.6 l/100 km  42 US mpg50.44 UK mpg17.86 km/l,194 km/h  120.55 mph,11,1475 mm  58.07 in.,1466 mm  57.72 in.,,0.30,270 l  9.53 cu. ft.,TU5JP4,1670 kg  3681.72 lbs.,457 kg  1007.51 lbs.,,10.4 m  34.12 ft.,7 l/100 km  33.6 US mpg40.35 UK mpg14.29 km/l,923 l  32.6 cu. ft.,,3.25 l  3.43 US qt | 2.86 UK qt,,6.9 l  7.29 US qt | 6.07 UK qt,,,,,,,,,,,1818 mm  71.57 in.,,,Log in to see.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,207,207,1.6 HDi (110 Hp),2006 year,Internal Combustion engine,Hatchback,5,3/5,Performance specs,Diesel,"11.3 kg/Hp, 88.4 Hp/tonne","7 kg/Nm, 142.3 Nm/tonne",Engine specs,110 Hp @ 4000 rpm.,70.5 Hp/l,177 Nm @ 1750 rpm.  130.55 lb.-ft. @ 1750 rpm.,"Front, Transverse",1560 cm3 95.2 cu. in.,4,Inline,Turbocharger,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1244 kg  2742.55 lbs.,Dimensions,4030 mm  158.66 in.,1720 mm  67.72 in.,1972 mm  77.64 in.,1472 mm  57.95 in.,2540 mm  100 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring, Elastic beam",Ventilated discs,Disc,,185/65 R15,,4,2009 year,,,Diesel Commonrail,50 l  13.21 US gal | 11 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,10.1 sec,10.1 sec,9.6 sec,,5,,,193 km/h  119.92 mph,,1475 mm  58.07 in.,1466 mm  57.72 in.,,0.30,270 l  9.53 cu. ft.,DV6TED4,,,,10.4 m  34.12 ft.,4.8 l/100 km  49 US mpg58.85 UK mpg20.83 km/l,923 l  32.6 cu. ft.,,3.5 l  3.7 US qt | 3.08 UK qt,,7.1 l  7.5 US qt | 6.25 UK qt,,,,,,,,,,,1818 mm  71.57 in.,,,Log in to see.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,207,207,1.6 HDi (90 Hp),2006 year,Internal Combustion engine,Hatchback,5,3/5,Performance specs,Diesel,"14.5 kg/Hp, 69 Hp/tonne","6.1 kg/Nm, 164.9 Nm/tonne",Engine specs,90 Hp @ 4000 rpm.,57.7 Hp/l,215 Nm @ 1750 rpm.  158.58 lb.-ft. @ 1750 rpm.,"Front, Transverse",1560 cm3 95.2 cu. in.,4,Inline,"Turbocharger, Intercooler",DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1304-1316 kg  2874.83 - 2901.28 lbs.,Dimensions,4030 mm  158.66 in.,1720 mm  67.72 in.,1972 mm  77.64 in.,1472 mm  57.95 in.,2540 mm  100 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring, Elastic beam",Ventilated discs,Drum,Hydraulic Steering,195/55 R16,,4,2009 year,,,Diesel Commonrail,50 l  13.21 US gal | 11 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,11.5 sec,11.5 sec,10.9 sec,,5,6 l/100 km  39.2 US mpg47.08 UK mpg16.67 km/l,4.1 l/100 km  57.37 US mpg68.9 UK mpg24.39 km/l,182 km/h  113.09 mph,,1475 mm  58.07 in.,1466 mm  57.72 in.,,0.30,270 l  9.53 cu. ft.,DV6ATED4,1721 kg  3794.16 lbs.,405-417 kg  892.87 - 919.33 lbs.,,10.6 m  34.78 ft.,4.7 l/100 km  50.05 US mpg60.1 UK mpg21.28 km/l,923 l  32.6 cu. ft.,,3.5 l  3.7 US qt | 3.08 UK qt,Euro 4,7.1 l  7.5 US qt | 6.25 UK qt,124 g/km,829 mm  32.64 in.,661 mm  26.02 in.,,,,,,,,1818 mm  71.57 in.,1150 kg  2535.32 lbs.,600 kg  1322.77 lbs.,Log in to see.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,207,207,1.4 VTi (95 Hp),2006 year,Internal Combustion engine,Hatchback,5,3/5,Performance specs,Petrol (Gasoline),"12.3 kg/Hp, 81.5 Hp/tonne","8.6 kg/Nm, 116.7 Nm/tonne",Engine specs,95 Hp @ 6000 rpm.,68 Hp/l,136 Nm @ 4000 rpm.  100.31 lb.-ft. @ 4000 rpm.,"Front, Transverse",1397 cm3 85.25 cu. in.,4,Inline,Naturally aspirated engine,DOHC-VVT,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1165 kg  2568.39 lbs.,Dimensions,4030 mm  158.66 in.,1720 mm  67.72 in.,1972 mm  77.64 in.,1472 mm  57.95 in.,2540 mm  100 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring, Elastic beam",Ventilated discs,Drum,,185/65 R15,15,4,2009 year,77 mm  3.03 in.,75 mm  2.95 in.,Multi-point indirect injection,50 l  13.21 US gal | 11 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,11.8 sec,11.8 sec,11.2 sec,,5,8.1 l/100 km  29.04 US mpg34.87 UK mpg12.35 km/l,5 l/100 km  47.04 US mpg56.5 UK mpg20 km/l,185 km/h  114.95 mph,11,1475 mm  58.07 in.,1468 mm  57.8 in.,,0.30,270 l  9.53 cu. ft.,EP3,1640 kg  3615.58 lbs.,475 kg  1047.2 lbs.,,10.4 m  34.12 ft.,6.1 l/100 km  38.56 US mpg46.31 UK mpg16.39 km/l,923 l  32.6 cu. ft.,,4 l  4.23 US qt | 3.52 UK qt,Euro 4,,145 g/km,,,,,,,,,,1818 mm  71.57 in.,1150 kg  2535.32 lbs.,600 kg  1322.77 lbs.,Log in to see.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,207,207,1.4 i 16V (90 Hp) Automatic,2006 year,Internal Combustion engine,Hatchback,5,3/5,Performance specs,Petrol (Gasoline),"12.8 kg/Hp, 78.4 Hp/tonne","11.7 kg/Nm, 85.4 Nm/tonne",Engine specs,90 Hp @ 5250 rpm.,66.2 Hp/l,98 Nm @ 3250 rpm.  72.28 lb.-ft. @ 3250 rpm.,"Front, Transverse",1360 cm3 82.99 cu. in.,4,Inline,Naturally aspirated engine,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1148 kg  2530.91 lbs.,Dimensions,4030 mm  158.66 in.,1720 mm  67.72 in.,1972 mm  77.64 in.,1472 mm  57.95 in.,2540 mm  100 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,5,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring, Elastic beam",Ventilated discs,Drum,,185/65 R15,15,4,2009 year,75 mm  2.95 in.,77 mm  3.03 in.,Multi-point indirect injection,50 l  13.21 US gal | 11 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,12.7 sec,12.7 sec,12.1 sec,,,7.9 l/100 km  29.77 US mpg35.76 UK mpg12.66 km/l,5.2 l/100 km  45.23 US mpg54.32 UK mpg19.23 km/l,180 km/h  111.85 mph,10.5,1475 mm  58.07 in.,1466 mm  57.72 in.,,0.30,270 l  9.53 cu. ft.,ET3J4,1640 kg  3615.58 lbs.,492 kg  1084.67 lbs.,,10.4 m  34.12 ft.,6.2 l/100 km  37.94 US mpg45.56 UK mpg16.13 km/l,923 l  32.6 cu. ft.,,2.5-2.75 l  2.64 - 2.91 US qt | 2.2 - 2.42 UK qt,,7.2 l  7.61 US qt | 6.34 UK qt,,,,,,,,,,,1818 mm  71.57 in.,,,Log in to see.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
