Brand,Model,Generation,Modification (Engine),Start of production,End of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel Type,Maximum speed,Weight-to-power ratio,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine location,Engine Model/Code,Engine displacement,Number of cylinders,Number of valves per cylinder,Engine aspiration,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,Max. weight,Max load,Fuel tank capacity,Dimensions,Length,Width,Height,Wheelbase,"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Front brakes,Rear brakes,Tires size,Wheel rims size,Front track,Rear (Back) track,Compression ratio,Fuel consumption (economy) - combined,Position of cylinders,Fuel System,Valvetrain,Ride height (ground clearance),Number of Gears (manual transmission),Front suspension,Rear suspension,Assisting systems,Steering type,Power steering,Number of Gears (automatic transmission),Emission standard,Approach angle,Departure angle,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Front overhang,Rear overhang,Trunk (boot) space - minimum,Trunk (boot) space - maximum,CO2 emissions,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Permitted trailer load with brakes (12%),Permitted trailer load without brakes,Acceleration 0 - 200 km/h,Acceleration 0 - 300 km/h,Maximum engine speed,Cylinder Bore,Piston Stroke,Width with mirrors folded,Width including mirrors,Drag coefficient (Cd),Acceleration 0 - 60 mph,Electric cars and hybrids specs,Gross battery capacity,All-electric range,Average Energy consumption,Electric motor 1,Electric motor power,Electric motor 2,System power,System torque,Minimum turning circle (turning diameter),Engine oil capacity,Oil viscosity,Engine oil specification,Coolant,Engine systems,Permitted towbar download,Max. roof load,Ramp angle,Wading depth,Electric motor Torque,Internal combustion engine specs,Fuel consumption at Low speed (WLTP),Fuel consumption at Medium speed (WLTP),Fuel consumption at high speed (WLTP),Fuel consumption at very high speed (WLTP),Combined fuel consumption (WLTP),CO2 emissions (WLTP),Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),Battery voltage,Battery technology,All-electric range (WLTP),Average Energy consumption (WLTP),Net (usable) battery capacity,"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Electric motor 3,Power (CNG),Power per litre (CNG),Torque (CNG),CNG cylinder capacity,100 km/h - 0,Fuel consumption (economy) - urban (LPG),Fuel consumption (economy) - extra urban (LPG),Fuel consumption (economy) - combined (LPG),CO2 emissions (LPG),Power (LPG),Power per litre (LPG),Torque (LPG),Fuel tank capacity (LPG),AdBlue tank,Max speed (electric),Permitted trailer load with brakes (8%)
Haima,S5,S5,1.5 (163 Hp),2014 year,2017 year,Internal Combustion engine,SUV,5,5,Performance specs,Petrol (Gasoline),,"8.8 kg/Hp, 113.8 Hp/tonne","6.4 kg/Nm, 155.7 Nm/tonne",Engine specs,163 Hp @ 5500 rpm.,108.9 Hp/l,223 Nm @ 1800-4000 rpm.  164.48 lb.-ft. @ 1800-4000 rpm.,"Front, Transverse",GN15-TF,1497 cm3 91.35 cu. in.,4,4,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1432 kg  3157.02 lbs.,,,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4358 mm  171.57 in.,1823 mm  71.77 in.,1630 mm  64.17 in.,2630 mm  103.54 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Disc,Disc,215/60 R17,17,,,,7.6 l/100 km  30.95 US mpg37.17 UK mpg13.16 km/l,Inline,Multi-point indirect injection,VVT,201 mm  7.91 in.,6,"Independent, Spring McPherson, with stabilizer","Independent, spring multi-link with stabilizer",ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haima,S5 Young,S5 Young,1.6 (122 Hp) Automatic,2017 year,,Internal Combustion engine,SUV,5,5,Performance specs,Petrol (Gasoline),,"10.8 kg/Hp, 92.4 Hp/tonne","8.3 kg/Nm, 121.1 Nm/tonne",Engine specs,122 Hp @ 6000 rpm.,76.7 Hp/l,160 Nm @ 4000 rpm.  118.01 lb.-ft. @ 4000 rpm.,"Front, Transverse",GN16-VF1,1591 cm3 97.09 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1321 kg  2912.31 lbs.,,,,Dimensions,4195 mm  165.16 in.,1765 mm  69.49 in.,1637 mm  64.45 in.,2560 mm  100.79 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Disc,Disc,205/60 R16,16,,,,6.9 l/100 km  34.09 US mpg40.94 UK mpg14.49 km/l,Inline,Multi-point indirect injection,DOHC,180 mm  7.09 in.,,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring, Torsion",ABS (Anti-lock braking system),,,CVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haima,S5 Young,S5 Young,1.6 (122 Hp),2017 year,,Internal Combustion engine,SUV,5,5,Performance specs,Petrol (Gasoline),,"10.3 kg/Hp, 97 Hp/tonne","7.9 kg/Nm, 127.2 Nm/tonne",Engine specs,122 Hp @ 6000 rpm.,76.7 Hp/l,160 Nm @ 4000 rpm.  118.01 lb.-ft. @ 4000 rpm.,"Front, Transverse",GN16-VF1,1591 cm3 97.09 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1258 kg  2773.42 lbs.,,,,Dimensions,4195 mm  165.16 in.,1765 mm  69.49 in.,1637 mm  64.45 in.,2560 mm  100.79 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Disc,Disc,205/60 R16,16,,,,6.5 l/100 km  36.19 US mpg43.46 UK mpg15.38 km/l,Inline,Multi-point indirect injection,DOHC,180 mm  7.09 in.,5,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring, Torsion",ABS (Anti-lock braking system),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haima,S7,S7 (facelift 2017),1.8 (188 Hp) Automatic,2017 year,,Internal Combustion engine,SUV,5,5,Performance specs,Petrol (Gasoline),165 km/h  102.53 mph,"8.2 kg/Hp, 121.7 Hp/tonne","6.7 kg/Nm, 148.9 Nm/tonne",Engine specs,188 Hp @ 5500 rpm.,104.7 Hp/l,230 Nm @ 1800-4500 rpm.  169.64 lb.-ft. @ 1800-4500 rpm.,"Front, Transverse",HM484Q-T,1795 cm3 109.54 cu. in.,4,4,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1545 kg  3406.14 lbs.,,,61 l  16.11 US gal | 13.42 UK gal,Dimensions,4480 mm  176.38 in.,1860 mm  73.23 in.,1715 mm  67.52 in.,2619 mm  103.11 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,215/70 R16; 225/65 R17; 235/65 R17,16; 17,1550 mm  61.02 in.,1530 mm  60.24 in.,9.3,,Inline,Multi-point indirect injection,"DVVT, iVVT",165-180 mm  6.5 - 7.09 in.,,"Independent, Spring McPherson, with stabilizer",Multi-link independent,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6,China V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haima,S7,S7 (facelift 2017),1.8 (188 Hp),2017 year,,Internal Combustion engine,SUV,5,5,Performance specs,Petrol (Gasoline),165 km/h  102.53 mph,"8.2 kg/Hp, 121.7 Hp/tonne","6.7 kg/Nm, 148.9 Nm/tonne",Engine specs,188 Hp @ 5500 rpm.,104.7 Hp/l,230 Nm @ 1800-4500 rpm.  169.64 lb.-ft. @ 1800-4500 rpm.,"Front, Transverse",HM484Q-T,1795 cm3 109.54 cu. in.,4,4,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1545 kg  3406.14 lbs.,,,61 l  16.11 US gal | 13.42 UK gal,Dimensions,4480 mm  176.38 in.,1860 mm  73.23 in.,1715 mm  67.52 in.,2619 mm  103.11 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,215/70 R16; 225/65 R17; 235/65 R17,16; 17,1550 mm  61.02 in.,1530 mm  60.24 in.,9.3,,Inline,Multi-point indirect injection,"DVVT, iVVT",165-180 mm  6.5 - 7.09 in.,6,"Independent, Spring McPherson, with stabilizer",Multi-link independent,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,,China V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haval,F5,F5,1.5 (169 Hp) DCT,2018 year,,Internal Combustion engine,SUV,5,5,Performance specs,Petrol (Gasoline),,,,Engine specs,169 Hp @ 5000-5600 rpm.,112.7 Hp/l,285 Nm @ 1400-3000 rpm.  210.21 lb.-ft. @ 1400-3000 rpm.,"Front, Transverse",GW4B15,1499 cm3 91.47 cu. in.,4,4,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,Dimensions,4470 mm  175.98 in.,1857 mm  73.11 in.,1638 mm  64.49 in.,2680 mm  105.51 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Ventilated discs,235/60 R18; 235/55 R19,18; 19,,,,6.8 l/100 km  34.59 US mpg41.54 UK mpg14.71 km/l,Inline,Direct injection,CVVL,,,Independent type McPherson,"Independent, spring",ABS (Anti-lock braking system),,,7 DCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haval,F7,F7x,2.0 GDIT (224 Hp) DCT,2019 year,,Internal Combustion engine,Fastback,5,5,Performance specs,Petrol (Gasoline),,,,Engine specs,224 Hp @ 5200-5500 rpm.,,385 Nm @ 2000-3200 rpm.  283.96 lb.-ft. @ 2000-3200 rpm.,"Front, Transverse",GW4C20B,,,,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,,,56 l  14.79 US gal | 12.32 UK gal,Dimensions,4620 mm  181.89 in.,1846 mm  72.68 in.,1660 mm  65.35 in.,2725 mm  107.28 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,225/55 R19,19,,,,7.1 l/100 km  33.13 US mpg39.79 UK mpg14.08 km/l,Inline,Direct injection,CVVL,160 mm  6.3 in.,,Independent type McPherson,Double wishbone,ABS (Anti-lock braking system),,Electric Steering,7 DCT,,24°,24°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haval,F7,F7x,2.0 GDIT (224 Hp) AWD DCT,2019 year,,Internal Combustion engine,Fastback,5,5,Performance specs,Petrol (Gasoline),,,,Engine specs,224 Hp @ 5200-5500 rpm.,,385 Nm @ 2000-3200 rpm.  283.96 lb.-ft. @ 2000-3200 rpm.,"Front, Transverse",GW4C20B,,,,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,,,56 l  14.79 US gal | 12.32 UK gal,Dimensions,4620 mm  181.89 in.,1846 mm  72.68 in.,1660 mm  65.35 in.,2725 mm  107.28 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Ventilated discs,Disc,225/55 R19,19,,,,7.8 l/100 km  30.16 US mpg36.22 UK mpg12.82 km/l,Inline,Direct injection,CVVL,160 mm  6.3 in.,,Independent type McPherson,Double wishbone,ABS (Anti-lock braking system),,Electric Steering,7 DCT,,24°,24°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haval,F7,F7x,1.5 GDIT (169 Hp) DCT,2019 year,,Internal Combustion engine,Fastback,5,5,Performance specs,Petrol (Gasoline),,,,Engine specs,169 Hp @ 5000-5600 rpm.,,285 Nm @ 1400-3000 rpm.  210.21 lb.-ft. @ 1400-3000 rpm.,"Front, Transverse",GW4B15A,,,,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,,,56 l  14.79 US gal | 12.32 UK gal,Dimensions,4620 mm  181.89 in.,1846 mm  72.68 in.,1660 mm  65.35 in.,2725 mm  107.28 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,225/65 R17; 225/55 R19,17; 19,,,,6.6 l/100 km  35.64 US mpg42.8 UK mpg15.15 km/l,Inline,Direct injection,CVVL,160 mm  6.3 in.,,Independent type McPherson,Double wishbone,ABS (Anti-lock braking system),,Electric Steering,7 DCT,,24°,24°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haval,F7,F7,2.0 GDIT (197 Hp) AWD DCT,2018 year,,Internal Combustion engine,"SUV, Crossover",5,5,Performance specs,Petrol (Gasoline),195 km/h  121.17 mph,,,Engine specs,197 Hp @ 5200-5500 rpm.,100.2 Hp/l,345 Nm @ 2000-3200 rpm.  254.46 lb.-ft. @ 2000-3200 rpm.,"Front, Transverse",GW4C20NT,1967 cm3 120.03 cu. in.,4,4,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,,,56 l  14.79 US gal | 12.32 UK gal,Dimensions,4620 mm  181.89 in.,1846 mm  72.68 in.,1690 mm  66.54 in.,2725 mm  107.28 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Ventilated discs,Ventilated discs,225/55 R19,19,,,,7.3 l/100 km  32.22 US mpg38.7 UK mpg13.7 km/l,Inline,Direct injection,CVVL,147-169 mm  5.79 - 6.65 in.,,Independent type McPherson,Double wishbone,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,7 DCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haval,F7,F7,1.5 GDIT (169 Hp) AWD DCT,2018 year,,Internal Combustion engine,"SUV, Crossover",5,5,Performance specs,Petrol (Gasoline),180 km/h  111.85 mph,,,Engine specs,169 Hp @ 5000-5600 rpm.,112.7 Hp/l,285 Nm @ 1400-3000 rpm.  210.21 lb.-ft. @ 1400-3000 rpm.,"Front, Transverse",GW4B15,1499 cm3 91.47 cu. in.,4,4,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,,,56 l  14.79 US gal | 12.32 UK gal,Dimensions,4620 mm  181.89 in.,1846 mm  72.68 in.,1690 mm  66.54 in.,2725 mm  107.28 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Ventilated discs,Ventilated discs,225/65 R17; 225/55 R19,17; 19,,,,6.8 l/100 km  34.59 US mpg41.54 UK mpg14.71 km/l,Inline,Direct injection,CVVL,147-169 mm  5.79 - 6.65 in.,,Independent type McPherson,Double wishbone,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,7 DCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haval,H2,H2s,1.5 T (150 Hp) DCT,"November, 2016 year",,Internal Combustion engine,SUV,5,5,Performance specs,Petrol (Gasoline),,,,Engine specs,150 Hp @ 5600 rpm.,100.2 Hp/l,210 Nm @ 2200-4500 rpm.  154.89 lb.-ft. @ 2200-4500 rpm.,"Front, Transverse",GW4G15B,1497 cm3 91.35 cu. in.,4,4,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,Dimensions,4195 mm  165.16 in.,1772 mm  69.76 in.,1638 mm  64.49 in.,2550 mm  100.39 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,215/60 R17,17,,,,,Inline,Multi-point indirect injection,,,,Independent type McPherson,Torsion,ABS (Anti-lock braking system),,,7 DCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haval,H2,H2s,1.5 T (150 Hp),"November, 2016 year",,Internal Combustion engine,SUV,5,5,Performance specs,Petrol (Gasoline),,,,Engine specs,150 Hp @ 5600 rpm.,100.2 Hp/l,210 Nm @ 2200-4500 rpm.  154.89 lb.-ft. @ 2200-4500 rpm.,"Front, Transverse",GW4G15B,1497 cm3 91.35 cu. in.,4,4,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,Dimensions,4195 mm  165.16 in.,1772 mm  69.76 in.,1638 mm  64.49 in.,2550 mm  100.39 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,215/60 R17,17,,,,,Inline,Multi-point indirect injection,,,6,Independent type McPherson,Torsion,ABS (Anti-lock braking system),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haval,H2,H2,1.5 (150 Hp) Automatic,2015 year,,Internal Combustion engine,SUV,5,5,Performance specs,Petrol (Gasoline),,"10.5 kg/Hp, 95.5 Hp/tonne","7.5 kg/Nm, 133.8 Nm/tonne",Engine specs,150 Hp @ 5600 rpm.,100.2 Hp/l,210 Nm @ 2200-4500 rpm.  154.89 lb.-ft. @ 2200-4500 rpm.,"Front, Transverse",GW4G15B,1497 cm3 91.35 cu. in.,4,4,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1570 kg  3461.26 lbs.,1985 kg  4376.18 lbs.,415 kg  914.92 lbs.,,Dimensions,4335 mm  170.67 in.,1814 mm  71.42 in.,1695 mm  66.73 in.,2560 mm  100.79 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,235/55 R18,18,1525 mm  60.04 in.,1520 mm  59.84 in.,,,Inline,Multi-point indirect injection,,184 mm  7.24 in.,,Independent type McPherson,Multi-link independent,ABS (Anti-lock braking system),,,6,Euro 5/Euro 5+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haval,H2,H2,1.5 (150 Hp) 4WD,2015 year,,Internal Combustion engine,SUV,5,5,Performance specs,Petrol (Gasoline),,"11 kg/Hp, 90.9 Hp/tonne","7.9 kg/Nm, 127.3 Nm/tonne",Engine specs,150 Hp @ 5600 rpm.,100.2 Hp/l,210 Nm @ 2200-4500 rpm.  154.89 lb.-ft. @ 2200-4500 rpm.,"Front, Transverse",GW4G15B,1497 cm3 91.35 cu. in.,4,4,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1650 kg  3637.63 lbs.,1985 kg  4376.18 lbs.,335 kg  738.55 lbs.,,Dimensions,4335 mm  170.67 in.,1814 mm  71.42 in.,1695 mm  66.73 in.,2560 mm  100.79 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Ventilated discs,Disc,235/55 R18,18,1525 mm  60.04 in.,1520 mm  59.84 in.,,,Inline,Multi-point indirect injection,,184 mm  7.24 in.,6,Independent type McPherson,Multi-link independent,ABS (Anti-lock braking system),,,,Euro 5/Euro 5+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haval,H2,H2,1.5 (150 Hp),2015 year,,Internal Combustion engine,SUV,5,5,Performance specs,Petrol (Gasoline),,"10.5 kg/Hp, 95.5 Hp/tonne","7.5 kg/Nm, 133.8 Nm/tonne",Engine specs,150 Hp @ 5600 rpm.,100.2 Hp/l,210 Nm @ 2200-4500 rpm.  154.89 lb.-ft. @ 2200-4500 rpm.,"Front, Transverse",GW4G15B,1497 cm3 91.35 cu. in.,4,4,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1570 kg  3461.26 lbs.,1985 kg  4376.18 lbs.,415 kg  914.92 lbs.,,Dimensions,4335 mm  170.67 in.,1814 mm  71.42 in.,1695 mm  66.73 in.,2560 mm  100.79 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,235/55 R18,18,1525 mm  60.04 in.,1520 mm  59.84 in.,,,Inline,Multi-point indirect injection,,184 mm  7.24 in.,6,Independent type McPherson,Multi-link independent,ABS (Anti-lock braking system),,,,Euro 5/Euro 5+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haval,H4,H4 I,1.5T (169 Hp) DCT,2017 year,,Internal Combustion engine,SUV,5,5,Performance specs,Petrol (Gasoline),180 km/h  111.85 mph,,,Engine specs,169 Hp @ 5000-5600 rpm.,,285 Nm @ 1400-3000 rpm.  210.21 lb.-ft. @ 1400-3000 rpm.,,GW4B15,,4,4,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,,,57 l  15.06 US gal | 12.54 UK gal,Dimensions,4410 mm  173.62 in.,1845 mm  72.64 in.,1695 mm  66.73 in.,2660 mm  104.72 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Ventilated discs,225/60 R18; 225/55 R19,18; 19,,,,6.8 l/100 km  34.59 US mpg41.54 UK mpg14.71 km/l,Inline,Direct injection,,174 mm  6.85 in.,,McPherson,Double wishbone,ABS (Anti-lock braking system),,Electric Steering,7 DCT,,,,8.4 l/100 km  28 US mpg33.63 UK mpg11.9 km/l,5.9 l/100 km  39.87 US mpg47.88 UK mpg16.95 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haval,H4,H4 I,1.5T (169 Hp),2017 year,,Internal Combustion engine,SUV,5,5,Performance specs,Petrol (Gasoline),180 km/h  111.85 mph,,,Engine specs,169 Hp @ 5000-5600 rpm.,,285 Nm @ 1400-3000 rpm.  210.21 lb.-ft. @ 1400-3000 rpm.,,GW4B15,,4,4,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,,,57 l  15.06 US gal | 12.54 UK gal,Dimensions,4410 mm  173.62 in.,1845 mm  72.64 in.,1695 mm  66.73 in.,2660 mm  104.72 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Ventilated discs,215/60 R17; 225/60 R18,17; 18,,,,6.8 l/100 km  34.59 US mpg41.54 UK mpg14.71 km/l,Inline,Direct injection,,174 mm  6.85 in.,6,McPherson,Double wishbone,ABS (Anti-lock braking system),,Electric Steering,,,,,9 l/100 km  26.13 US mpg31.39 UK mpg11.11 km/l,5.5 l/100 km  42.77 US mpg51.36 UK mpg18.18 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haval,H6,H6 (2020),2.0 GDIT (224 Hp) DCT,2019 year,,Internal Combustion engine,SUV,5,5,Performance specs,Petrol (Gasoline),,,,Engine specs,224 Hp @ 5500 rpm.,,385 Nm @ 1600-3600 rpm.  283.96 lb.-ft. @ 1600-3600 rpm.,"Front, Transverse",GW4C208,,,,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,Dimensions,4600 mm  181.1 in.,1860 mm  73.23 in.,1720 mm  67.72 in.,2680 mm  105.51 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Ventilated discs,235/55 R19,19,,,,,Inline,Direct injection,DVVT,,,Independent type McPherson,Double wishbone,ABS (Anti-lock braking system),,,7 DCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haval,H6,H6 (2020),1.5 GDIT (169 Hp) DCT,2019 year,,Internal Combustion engine,SUV,5,5,Performance specs,Petrol (Gasoline),,,,Engine specs,169 Hp @ 5000-5600 rpm.,,285 Nm @ 1400-3000 rpm.  210.21 lb.-ft. @ 1400-3000 rpm.,"Front, Transverse",GW4B15A,,,,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,Dimensions,4600 mm  181.1 in.,1860 mm  73.23 in.,1720 mm  67.72 in.,2680 mm  105.51 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Ventilated discs,235/60 R18; 235/55 R19,18; 19,,,,,Inline,Direct injection,CVVL,,,Independent type McPherson,Double wishbone,ABS (Anti-lock braking system),,,7 DCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haval,H6,H6,2.0 GDIT (190 Hp) DCT,2018 year,,Internal Combustion engine,SUV,5,5,Performance specs,Petrol (Gasoline),,,,Engine specs,190 Hp @ 5500 rpm.,96.6 Hp/l,340 Nm @ 2000-3200 rpm.  250.77 lb.-ft. @ 2000-3200 rpm.,"Front, Transverse",,1967 cm3 120.03 cu. in.,,,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,Dimensions,4610 mm  181.5 in.,1860 mm  73.23 in.,1720 mm  67.72 in.,2680 mm  105.51 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Ventilated discs,235/60 R18; 235/55 R19,18; 19,1585 mm  62.4 in.,,,,Inline,Direct injection,CVVL,180 mm  7.09 in.,,Independent type McPherson,Multi-link independent,ABS (Anti-lock braking system),,,7 DCT,,,,,,970 mm  38.19 in.,960 mm  37.8 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
